V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,class
3.732,2.6724,0.0,0.0,0.0,0.0,0.0,20.0,1.0,2.0,0.0,,,1.585,8.16,,1.019,,,0.0,,,0.0,,0.0,0.0,,-0.247,0.0,,,,0.0,,,2.938,3.167,,6.799,0.0,0.0,2
3.414,,,0.0,0.0,0.0,0.0,33.3,0.0,2.0,,,,1.0,7.408,0.0,1.09,1.139,0.0,0.0,0.0,1.171,0.0,0.0,,0.0,1.618,,,17.611,1.707,,0.0,,0.0,3.218,4.5,0.0,7.145,0.0,,2
,2.9854,0.0,,0.0,0.0,0.0,,2.0,2.0,,,3.751,,,,0.974,,,0.0,0.0,,,0.0,,,2.0,,,10.334,,,0.0,0.0,1.0,3.329,,,8.216,,0.0,2
,3.3098,0.0,,0.0,0.0,0.0,,2.0,4.0,,-0.287,3.997,3.524,,5.0,,,0.0,0.0,,1.173,0.0,0.0,0.0,0.0,,0.0,0.0,11.373,,,0.0,0.0,2.0,3.384,2.22,0.0,,,0.0,2
,,,0.0,,0.0,0.0,22.2,1.0,,,,,0.811,8.318,0.0,1.022,1.171,,0.0,,1.113,0.0,0.0,0.0,0.0,1.732,,0.0,,,0.0,,1.0,,3.281,,1.0,7.135,0.0,,2
,3.5554,0.0,0.0,,0.0,0.0,,2.0,,,-0.233,3.138,,,,,,0.0,,0.0,1.136,0.0,0.0,0.0,,,-0.026,,,3.412,,,,0.0,3.355,,,7.811,0.0,0.0,2
,3.2243,0.0,0.0,0.0,,0.0,,,2.0,0.0,,3.935,3.554,10.06,,,,0.0,0.0,,1.203,0.0,,0.0,0.0,,,0.0,,9.36,0.0,,0.0,,,,0.0,8.397,0.0,,2
4.17,3.5122,,,,0.0,0.0,33.3,,2.0,,-0.981,2.57,,8.597,,1.047,1.139,,0.0,,,0.0,,,,,0.444,0.0,,,,,,,3.396,3.933,0.0,7.436,0.0,0.0,2
4.346,3.4572,,0.0,,0.0,0.0,33.3,1.0,2.0,,,,1.975,9.16,4.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.046,,10.346,,0.0,0.0,,,3.423,,,7.73,0.0,,2
4.644,,0.0,0.0,,,0.0,36.8,1.0,,,,,,,6.0,,1.131,0.0,,,1.223,,0.0,,0.0,2.084,0.048,,10.532,2.732,0.0,0.0,,0.0,3.529,2.815,0.0,7.958,,0.0,2
4.645,,0.0,0.0,,0.0,0.0,,0.0,2.0,,-0.987,,2.117,9.828,,,,,,0.0,,0.0,,0.0,,,,,10.217,4.049,,,3.0,,,,,8.143,0.0,0.0,2
4.645,0.8039,,0.0,0.0,,,,3.0,12.0,,,5.043,1.182,,23.0,,,,,0.0,,,0.0,,0.0,2.475,,,,11.072,0.0,0.0,,0.0,3.58,1.998,0.0,,0.0,0.0,2
3.902,,,0.0,,,0.0,33.3,1.0,,1.0,,3.092,,,0.0,,,0.0,0.0,,1.233,0.0,0.0,,,,,0.0,0.0,,,0.0,,,3.24,,1.0,7.617,0.0,0.0,2
3.0,2.5124,,,,,,,,0.0,,0.0,,,,,,1.152,0.0,,,1.303,0.0,0.0,0.0,,1.414,0.917,0.0,,,0.0,0.0,1.0,0.0,3.201,3.5,,6.984,,,2
4.362,,0.0,0.0,0.0,0.0,0.0,33.3,1.0,,1.0,,2.997,1.906,,3.0,1.027,,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,-0.089,,10.198,,0.0,,1.0,0.0,,3.208,1.0,7.868,,0.0,2
4.5,4.1188,1.0,,0.0,0.0,,,3.0,3.0,0.0,0.0,4.808,,10.919,9.0,0.967,,0.0,0.0,0.0,1.211,0.0,0.0,,,,,0.0,,10.634,,0.0,0.0,,3.939,,0.0,9.326,0.0,0.0,2
4.593,2.8754,0.0,0.0,1.0,0.0,1.0,42.1,1.0,1.0,2.0,-0.036,,1.461,,1.0,,,,0.0,0.0,1.264,,0.0,0.0,0.0,2.175,,,10.502,2.298,0.0,1.0,3.0,,,2.483,,8.187,,0.0,2
,2.8728,0.0,,2.0,,1.0,41.2,,,,,2.976,,9.311,0.0,0.979,1.127,0.0,0.0,,1.257,1.0,0.0,0.0,0.0,,0.043,0.0,0.0,1.481,0.0,0.0,1.0,2.0,3.554,,,,,0.0,2
,3.2643,0.0,,0.0,0.0,2.0,42.9,,2.0,,0.0,3.025,,9.54,,1.022,,,0.0,0.0,1.223,,0.0,,0.0,,,,,,0.0,2.0,,,3.651,,0.0,8.003,0.0,,2
4.517,2.898,0.0,,,,1.0,,,1.0,0.0,0.0,3.086,,9.391,2.0,,1.12,0.0,0.0,,,,0.0,0.0,,2.149,-0.025,0.0,0.0,,0.0,1.0,0.0,0.0,3.574,,0.0,7.928,0.0,,2
4.607,3.1199,,,,,,38.9,0.0,,,0.0,,1.187,9.631,,0.998,1.132,0.0,,,,1.0,,,,2.194,-0.025,,,1.544,0.0,2.0,,2.0,3.643,,,,,,2
4.499,3.0314,0.0,0.0,0.0,0.0,,50.0,,1.0,,,3.027,,9.311,2.0,0.998,1.104,0.0,0.0,,,1.0,0.0,0.0,0.0,2.136,,,,1.481,,0.0,0.0,0.0,,2.583,0.0,,0.0,,2
,,0.0,0.0,0.0,0.0,1.0,47.1,,1.0,,0.121,,1.187,9.642,,0.992,1.11,,0.0,0.0,1.286,1.0,,,0.0,,,0.0,,,0.0,,0.0,,,2.481,,8.132,0.0,0.0,2
5.072,2.9677,0.0,,0.0,0.0,2.0,,2.0,,0.0,-0.942,3.863,,10.435,,,1.129,0.0,0.0,0.0,1.206,,,0.0,0.0,2.351,0.0,,23.889,4.023,,0.0,,,3.794,,,,2.0,0.0,2
5.075,2.9203,0.0,0.0,0.0,,2.0,36.4,4.0,,0.0,-0.888,4.159,,10.794,14.0,0.986,1.132,0.0,0.0,0.0,,1.0,,,,2.357,0.0,,,,0.0,0.0,,0.0,,2.19,,8.941,,0.0,2
,,,0.0,1.0,0.0,,,,4.0,2.0,,3.483,1.258,10.136,8.0,,1.127,0.0,,,1.199,1.0,0.0,0.0,0.0,,0.005,,30.593,,0.0,,,1.0,,3.5,,,0.0,0.0,2
5.021,3.5325,0.0,0.0,0.0,0.0,4.0,38.9,0.0,,,-1.291,3.45,1.124,10.277,,,1.127,,,0.0,1.147,1.0,0.0,,,2.343,,0.0,,1.623,0.0,,,4.0,,3.611,0.0,8.537,,,2
4.499,,0.0,0.0,2.0,0.0,1.0,,0.0,0.0,2.0,0.0,3.047,,9.311,,0.99,1.102,0.0,0.0,,,1.0,,0.0,0.0,,0.046,0.0,0.0,1.481,0.0,0.0,1.0,,,2.521,,8.094,,,2
4.414,2.1543,0.0,0.0,1.0,0.0,,30.0,0.0,,2.0,,2.736,,,,0.97,1.149,,0.0,,1.165,1.0,,,0.0,2.101,-0.064,0.0,0.0,,0.0,0.0,,2.0,3.143,1.833,1.0,,0.0,0.0,2
5.099,,0.0,0.0,0.0,1.0,,,,2.0,0.0,,3.533,1.938,10.469,3.0,0.983,,0.0,0.0,0.0,1.209,,,,0.0,,,0.0,10.55,,1.0,0.0,0.0,1.0,,2.283,,,0.0,0.0,2
,2.9639,0.0,,0.0,0.0,2.0,45.0,,1.0,0.0,0.0,3.211,1.461,9.725,,0.987,1.114,0.0,0.0,0.0,1.29,1.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,2.383,,8.14,,,2
4.842,2.4571,,0.0,,,,,0.0,0.0,,,3.414,0.0,9.955,0.0,0.974,1.094,,,0.0,1.336,,,,0.0,2.278,-0.002,,,,0.0,,,,3.711,1.944,,8.428,0.0,,2
4.303,2.9763,,,0.0,0.0,,30.0,0.0,3.0,,,,,9.067,2.0,1.075,1.146,0.0,0.0,,,,0.0,0.0,0.0,2.115,0.153,,,0.956,,,0.0,0.0,,3.111,0.0,,,,2
4.414,2.8688,0.0,,0.0,0.0,,41.7,0.0,,1.0,-0.053,2.898,,,2.0,,1.128,0.0,,,1.25,,,,0.0,,,0.0,10.214,,0.0,0.0,2.0,,,2.738,1.0,,,0.0,2
4.0,2.1142,0.0,0.0,,0.0,,29.4,0.0,0.0,1.0,0.0,,0.0,8.623,,0.972,,0.0,,0.0,1.138,1.0,0.0,0.0,0.0,2.0,0.112,0.0,,0.667,0.0,0.0,2.0,,,1.667,1.0,,0.0,0.0,2
,,,2.0,,0.0,0.0,,0.0,2.0,10.0,0.0,,1.116,,,,,0.0,,0.0,1.136,,,,0.0,2.376,0.001,0.0,,1.651,0.0,,,,3.535,,,,,,2
4.983,4.2631,,,0.0,0.0,0.0,,2.0,6.0,,,3.342,1.792,,8.0,,1.16,0.0,0.0,,1.011,0.0,0.0,,0.0,2.247,,,0.0,2.666,0.0,0.0,0.0,6.0,3.397,,,,0.0,0.0,2
,3.2291,0.0,,0.0,,0.0,,,2.0,0.0,,,,10.272,,,1.14,0.0,0.0,0.0,1.199,,,0.0,0.0,,0.0,,11.783,11.382,,0.0,,,,1.789,0.0,8.51,,0.0,2
3.956,,0.0,0.0,0.0,0.0,,,,0.0,,,,2.974,9.377,,,,0.0,,,1.208,0.0,,,,1.962,0.001,,,6.102,0.0,,0.0,,,1.567,,7.59,0.0,0.0,2
3.848,2.5749,,,,0.0,,25.0,2.0,,2.0,,,,8.584,0.0,,1.163,0.0,0.0,0.0,1.134,,,0.0,,1.879,-0.07,0.0,0.0,,,0.0,2.0,4.0,2.918,2.125,,,0.0,0.0,2
3.802,2.7308,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,0.0,2.753,1.95,,0.0,,1.166,,,0.0,,0.0,,,,,0.141,0.0,,2.885,0.0,,2.0,,,,,6.944,0.0,,2
4.399,3.3815,1.0,,,,0.0,,2.0,,,-0.214,,,10.776,8.0,,,0.0,0.0,0.0,1.206,0.0,,0.0,,2.08,0.0,,23.914,,,0.0,,,3.646,1.855,0.0,,,0.0,2
,,0.0,0.0,0.0,0.0,0.0,33.3,1.0,2.0,,-0.359,,1.557,8.944,,1.013,1.139,,0.0,0.0,1.178,0.0,,,0.0,,,,,,0.0,0.0,,0.0,3.421,2.952,,7.598,0.0,,2
4.347,3.1896,0.0,,0.0,0.0,,33.3,,2.0,,,3.371,,9.489,4.0,0.985,,0.0,0.0,0.0,1.195,0.0,,0.0,,,0.004,0.0,10.607,4.993,,0.0,0.0,,,,0.0,7.952,,0.0,2
4.414,3.2075,0.0,0.0,,,0.0,44.4,0.0,,,-1.157,2.954,0.917,,4.0,1.096,,,0.0,0.0,,1.0,,0.0,,2.199,,,,,0.0,0.0,,0.0,3.658,3.548,,,0.0,0.0,2
4.17,,,,0.0,0.0,,33.3,2.0,0.0,2.0,,2.499,,8.597,,0.979,1.145,0.0,,,1.271,0.0,0.0,0.0,,1.848,0.368,,,,0.0,0.0,,0.0,3.33,2.767,1.0,,0.0,,2
4.0,,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.971,,0.0,,0.0,1.316,,0.0,,0.0,2.0,,0.0,0.0,0.667,0.0,,0.0,,,,,,,0.0,2
,3.0778,0.0,0.0,0.0,0.0,,43.8,0.0,1.0,,0.0,,1.125,,,0.991,,0.0,,,,1.0,0.0,0.0,0.0,2.136,0.045,0.0,0.0,1.481,0.0,,,0.0,3.573,2.146,,,,0.0,2
,3.2726,,,,0.0,2.0,,,1.0,,,3.105,1.187,9.668,,0.998,,0.0,0.0,0.0,,1.0,,0.0,,2.222,-0.025,0.0,0.0,1.358,,2.0,2.0,,3.666,2.315,,,,0.0,2
5.31,2.3715,0.0,,,,,,0.0,2.0,0.0,-0.128,,0.625,10.681,,,1.087,,,0.0,1.312,6.0,,0.0,,,0.0,0.0,24.203,,0.0,0.0,,0.0,3.942,2.5,0.0,,,,2
4.977,1.9452,0.0,0.0,0.0,,,32.4,,6.0,0.0,,4.201,,10.735,9.0,,1.14,,0.0,0.0,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,3.497,2.3,,,,,2
4.977,1.9472,,,0.0,,,,1.0,6.0,0.0,,,3.706,10.694,,,1.143,0.0,0.0,0.0,,,,0.0,0.0,2.361,,0.0,,,,0.0,0.0,3.0,3.497,2.321,0.0,,0.0,,2
,3.1934,3.0,,0.0,,,,1.0,,0.0,,,1.185,9.902,,,,0.0,0.0,0.0,,1.0,0.0,,0.0,2.263,0.014,0.0,0.0,,0.0,2.0,,,,,0.0,9.085,0.0,3.0,1
,1.8929,0.0,0.0,6.0,,0.0,,,0.0,6.0,0.0,3.526,0.0,,0.0,0.974,1.139,,0.0,0.0,,2.0,0.0,0.0,0.0,2.194,,0.0,0.0,4.13,0.0,,,,3.489,1.744,2.0,,0.0,0.0,1
4.982,2.3934,,0.0,,0.0,0.0,42.1,0.0,,,-0.686,3.339,0.762,10.226,8.0,1.027,,,,0.0,1.204,3.0,0.0,0.0,0.0,2.424,,,,1.027,,,0.0,,3.693,,0.0,,,0.0,1
,7.7233,0.0,0.0,0.0,,,,,2.0,,-4.617,4.645,,12.353,,1.291,1.348,,,,0.906,,,,0.0,2.69,0.0,0.0,,5.094,0.0,,0.0,1.0,3.993,,,,0.0,23.0,1
6.33,,,,0.0,,0.0,31.8,1.0,2.0,0.0,-4.724,4.795,1.824,12.519,,1.292,1.35,,,1.0,0.906,0.0,0.0,0.0,0.0,,0.0,0.0,9.894,5.891,0.0,0.0,0.0,1.0,4.005,,,9.825,0.0,27.0,1
5.236,3.9153,,,0.0,0.0,6.0,50.0,,0.0,0.0,0.0,,0.799,,,1.133,1.076,0.0,,,,1.0,0.0,,0.0,2.414,0.004,0.0,,,0.0,6.0,,0.0,4.337,2.889,,9.676,0.0,6.0,1
5.522,3.7026,0.0,0.0,0.0,3.0,4.0,,,,,0.0,,1.131,,,0.971,1.131,,,,1.265,1.0,,0.0,0.0,2.491,,0.0,0.0,1.648,0.0,1.0,0.0,,3.876,,0.0,8.78,,,1
4.0,2.3041,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,3.301,0.0,,,,1.125,,0.0,,,1.0,0.0,0.0,,,,,,1.244,0.0,,0.0,0.0,3.237,1.75,,7.887,,,1
5.511,3.4572,0.0,0.0,,,0.0,30.9,9.0,4.0,0.0,,3.844,,11.324,,0.988,1.144,0.0,0.0,,,1.0,,0.0,0.0,2.455,,,0.0,2.753,1.0,0.0,,,3.582,2.04,,,0.0,0.0,1
,,1.0,0.0,,0.0,4.0,53.3,0.0,,0.0,,,0.0,11.103,0.0,0.97,,0.0,0.0,0.0,1.455,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,1.883,0.0,,,,1
,2.8245,,,9.0,,6.0,39.2,,3.0,10.0,0.0,,1.07,11.333,,,,,,,,2.0,,,0.0,,,,,,,4.0,,1.0,,,3.0,,0.0,0.0,1
5.449,,0.0,0.0,0.0,,3.0,37.5,9.0,,0.0,0.0,3.705,,,0.0,0.964,,,0.0,,1.28,1.0,0.0,0.0,,,,0.0,0.0,1.726,0.0,,0.0,0.0,,,0.0,,0.0,,1
,,2.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,,0.673,,0.0,0.994,1.08,0.0,0.0,0.0,,2.0,,0.0,0.0,2.316,-0.001,1.0,0.0,2.38,,2.0,0.0,0.0,6.881,,0.0,,0.0,,1
,2.7485,,,,,8.0,38.7,12.0,2.0,0.0,0.0,,1.059,11.72,,0.975,1.127,0.0,0.0,,1.271,2.0,,0.0,,2.494,0.0,,0.0,3.879,,2.0,,,,2.059,,,0.0,0.0,1
5.87,2.7059,5.0,0.0,,,4.0,48.3,1.0,,0.0,0.0,,0.953,11.16,4.0,1.039,1.098,0.0,0.0,1.0,1.34,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,2.0,,1.0,4.28,2.586,0.0,,,,1
5.998,1.8789,,0.0,0.0,,0.0,,,,,,,0.749,11.637,,,1.103,,0.0,,,,0.0,1.0,0.0,2.859,,0.0,,,,0.0,0.0,0.0,,,0.0,9.843,0.0,6.0,1
,,,,,,,,0.0,0.0,0.0,0.654,,0.76,11.555,0.0,1.043,,,,,1.378,,0.0,,0.0,,0.0,,,1.013,,,0.0,0.0,,2.366,0.0,,0.0,6.0,1
,,8.0,0.0,,3.0,,,0.0,,0.0,0.394,4.378,0.752,11.528,0.0,,,0.0,,,1.373,,0.0,,,,0.0,0.0,0.0,,4.0,0.0,0.0,,4.407,2.6,0.0,9.952,0.0,,1
5.494,,0.0,0.0,,,5.0,42.6,6.0,,0.0,0.0,3.914,1.061,11.182,,0.975,1.119,,,0.0,,2.0,0.0,,,2.483,0.0,,0.0,2.176,0.0,1.0,,,3.888,,0.0,8.961,,0.0,1
,,2.0,0.0,7.0,,2.0,38.8,0.0,0.0,6.0,0.0,,0.0,10.839,0.0,,,0.0,,0.0,1.308,,0.0,,,2.418,,0.0,0.0,,,,,,4.348,,2.0,9.423,0.0,0.0,1
5.292,,,0.0,,2.0,0.0,,2.0,1.0,0.0,0.0,4.256,1.907,10.8,2.0,1.1,,,,2.0,,0.0,0.0,1.0,0.0,,0.001,,0.0,4.275,0.0,0.0,0.0,0.0,4.277,,0.0,9.84,,,1
,3.4643,,0.0,0.0,0.0,,50.0,0.0,0.0,0.0,,3.588,,9.863,0.0,1.052,1.09,,,,,,,1.0,0.0,2.264,-0.025,,0.0,,0.0,3.0,0.0,0.0,4.139,,0.0,,,,1
5.027,3.5931,4.0,,0.0,0.0,,50.0,0.0,0.0,,0.0,3.764,,10.084,0.0,,1.085,0.0,0.0,0.0,,,0.0,,0.0,2.318,,,0.0,0.984,0.0,4.0,0.0,,,2.711,0.0,,,,1
4.935,,,,0.0,0.0,4.0,,,0.0,,,3.764,,10.06,0.0,1.079,1.085,0.0,0.0,0.0,1.399,,,1.0,0.0,2.303,,0.0,0.0,1.047,0.0,,0.0,,,,,9.328,,4.0,1
,,,,0.0,,5.0,50.0,,,,0.0,,,10.265,0.0,1.106,1.08,0.0,0.0,0.0,,1.0,,,,,-0.008,,0.0,0.952,0.0,5.0,,,,2.808,0.0,9.517,0.0,5.0,1
,,3.0,,1.0,0.0,6.0,48.0,,3.0,,,4.145,0.954,10.713,,,1.105,,1.0,,,2.0,0.0,,0.0,,,,21.048,,0.0,6.0,2.0,0.0,,2.833,,,0.0,3.0,1
5.149,,0.0,,,0.0,,40.0,0.0,,0.0,0.0,,,10.642,4.0,0.974,1.125,0.0,,,,,0.0,0.0,,,0.0,0.0,,2.814,2.0,1.0,0.0,1.0,3.767,1.825,0.0,8.579,,,1
4.675,,0.0,0.0,0.0,0.0,2.0,52.0,,0.0,0.0,0.0,3.478,0.0,,,,,0.0,,,1.336,,,0.0,0.0,2.236,0.001,0.0,,2.829,,,,0.0,3.633,1.91,0.0,8.453,0.0,,1
,,,0.0,2.0,,8.0,,0.0,,4.0,,,0.749,10.817,0.0,1.028,1.113,,0.0,0.0,,2.0,0.0,,0.0,,0.0,0.0,0.0,3.174,,,4.0,,4.124,,2.0,,0.0,,1
5.045,2.1704,0.0,0.0,,,,53.3,0.0,0.0,5.0,0.0,,0.0,,0.0,0.98,,0.0,0.0,0.0,1.338,,0.0,0.0,,2.385,0.0,0.0,0.0,,,2.0,4.0,1.0,3.886,1.951,1.0,,,0.0,1
4.461,,0.0,0.0,8.0,0.0,0.0,,0.0,0.0,0.0,,3.242,,9.797,0.0,,1.161,0.0,0.0,,,,0.0,,,2.084,,0.0,0.0,3.798,0.0,,,,3.216,,,,0.0,,1
4.0,,0.0,,,0.0,0.0,,,0.0,0.0,,2.197,,,0.0,,,,0.0,0.0,1.104,,,0.0,0.0,1.732,-0.572,0.0,,1.0,0.0,0.0,2.0,,,2.5,2.0,6.636,,0.0,1
5.382,4.8614,1.0,,,1.0,0.0,20.0,2.0,,,,,1.352,,,1.086,,0.0,,0.0,1.154,0.0,1.0,0.0,0.0,,0.051,0.0,19.844,1.459,0.0,0.0,2.0,2.0,6.88,,,,0.0,1.0,1
3.0,2.0093,0.0,0.0,,,0.0,22.2,0.0,,0.0,,1.926,,,0.0,0.998,,,,0.0,1.102,,0.0,0.0,0.0,1.414,,,0.0,1.333,0.0,0.0,0.0,0.0,,2.5,0.0,,,0.0,1
4.414,,0.0,,0.0,0.0,,28.6,4.0,1.0,0.0,0.0,2.72,,9.222,0.0,0.977,,,,,,0.0,0.0,0.0,,,0.124,,0.0,2.133,0.0,0.0,,0.0,3.189,,,7.198,,0.0,1
3.879,3.1116,0.0,0.0,0.0,0.0,,26.1,0.0,,0.0,0.0,2.995,2.281,,0.0,1.007,1.154,0.0,,,1.107,0.0,0.0,0.0,0.0,,0.047,,0.0,3.685,0.0,0.0,,0.0,,2.278,0.0,7.323,0.0,,1
,,,0.0,0.0,0.0,,20.0,,,0.0,0.0,,1.0,7.408,,0.98,,0.0,0.0,0.0,1.396,,0.0,,0.0,1.618,-0.501,0.0,,1.707,,0.0,,0.0,,1.917,,8.467,,,1
4.732,,0.0,0.0,0.0,,0.0,,,,0.0,,3.327,,,,1.014,1.149,,,0.0,1.118,,,0.0,0.0,,,0.0,0.0,1.026,0.0,0.0,0.0,0.0,3.426,,0.0,7.977,0.0,0.0,1
,,,0.0,,0.0,,22.2,1.0,1.0,,,4.279,0.971,,0.0,,,,0.0,,,,0.0,0.0,0.0,1.848,0.396,,,,0.0,0.0,1.0,2.0,,3.257,,,0.0,,1
,4.9627,0.0,1.0,0.0,2.0,0.0,33.3,4.0,,,,3.388,1.792,10.573,0.0,0.998,1.152,0.0,0.0,,1.257,0.0,,,0.0,2.247,,0.0,,,0.0,,10.0,0.0,,2.792,4.0,8.44,0.0,,1
3.414,3.4592,,0.0,0.0,0.0,0.0,28.6,,,,0.0,2.634,,7.408,0.0,1.009,,,,0.0,1.384,0.0,,,,1.618,-0.642,0.0,0.0,,,,,,3.844,2.792,,8.128,,0.0,1
,1.925,,,,0.0,,,0.0,0.0,0.0,,1.922,,6.594,,0.997,1.203,1.0,0.0,0.0,,0.0,0.0,0.0,,1.414,0.852,,0.0,,,,1.0,3.0,2.684,,,5.93,0.0,0.0,1
4.641,2.9372,1.0,0.0,,0.0,2.0,,1.0,,,,,1.261,,0.0,0.986,,0.0,,,1.331,1.0,0.0,1.0,,2.214,,0.0,,,0.0,0.0,0.0,0.0,3.729,,0.0,,,1.0,1
5.325,3.1334,,,,,6.0,53.3,0.0,3.0,0.0,-1.749,,0.789,,8.0,1.136,1.082,0.0,,,,,0.0,,0.0,,,0.0,,,,4.0,0.0,,,3.152,0.0,9.574,,4.0,1
,,2.0,0.0,,,2.0,46.7,1.0,,0.0,,,1.187,9.668,,1.012,1.103,,0.0,,1.346,1.0,,,,2.222,,,0.0,1.358,,1.0,0.0,0.0,,2.34,,8.78,0.0,2.0,1
,,0.0,0.0,,0.0,3.0,,,0.0,4.0,0.0,,0.881,9.863,0.0,0.976,,0.0,0.0,,1.285,1.0,0.0,,,2.264,-0.024,,0.0,,0.0,,,,3.72,2.111,1.0,8.103,,,1
,3.2417,0.0,0.0,,,,37.5,,0.0,4.0,,2.997,,,,0.991,1.14,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.045,,0.0,0.854,,2.0,4.0,4.0,3.655,2.417,2.0,,,,1
,3.1276,,,2.0,,2.0,41.2,1.0,,2.0,,,,9.54,0.0,0.979,1.127,,0.0,,1.291,,,0.0,,2.175,0.043,,,,0.0,1.0,2.0,,3.632,,1.0,,0.0,0.0,1
4.562,,1.0,0.0,1.0,,2.0,,,0.0,2.0,0.0,,0.875,9.54,0.0,,1.121,0.0,,,1.308,,,1.0,,2.17,0.045,0.0,,,0.0,,2.0,2.0,3.87,2.431,1.0,8.463,,1.0,1
,,,0.0,,,3.0,40.0,2.0,2.0,3.0,0.0,3.356,1.16,10.122,4.0,1.015,1.129,0.0,,0.0,1.26,,,,,,,0.0,,,0.0,1.0,,,3.882,2.818,1.0,8.586,0.0,0.0,1
4.782,3.1979,1.0,,,,2.0,41.2,,2.0,2.0,,,,,4.0,1.043,1.124,0.0,,0.0,1.26,,0.0,,,,,0.0,20.346,1.951,0.0,,,0.0,3.848,2.995,1.0,,0.0,,1
5.004,,3.0,1.0,,0.0,4.0,,0.0,0.0,4.0,0.0,3.71,1.16,10.116,,,,1.0,0.0,0.0,,1.0,,1.0,,,,0.0,,1.268,0.0,4.0,3.0,3.0,4.102,,,9.166,0.0,,1
,,,0.0,0.0,,2.0,40.0,,1.0,,0.0,3.272,,,,0.981,1.125,0.0,,,1.263,1.0,,,,,-0.007,0.0,0.0,,,,,1.0,3.702,2.235,0.0,8.244,0.0,0.0,1
,3.2498,,0.0,,0.0,3.0,42.1,2.0,1.0,0.0,,,,9.833,,0.987,1.12,0.0,0.0,0.0,1.275,,,,,,,,0.0,1.06,,1.0,,1.0,3.711,2.333,0.0,8.114,0.0,0.0,1
4.642,3.1871,,0.0,,0.0,2.0,38.9,,1.0,,,,1.187,9.631,2.0,,1.132,0.0,,,1.231,1.0,0.0,0.0,0.0,2.2,,,0.0,1.487,,,2.0,2.0,3.648,,1.0,8.042,0.0,,1
,3.6579,1.0,0.0,1.0,0.0,3.0,40.0,,,2.0,0.0,3.528,,,6.0,1.078,1.127,,1.0,0.0,,1.0,0.0,1.0,0.0,2.305,,,,1.553,0.0,3.0,,1.0,3.972,3.374,1.0,8.899,0.0,1.0,1
5.365,3.1068,,,,,1.0,,,,0.0,,,,,5.0,,1.127,,0.0,0.0,1.217,,,0.0,0.0,2.315,-0.008,0.0,,1.897,0.0,0.0,0.0,1.0,3.657,,0.0,8.196,0.0,0.0,1
,,1.0,0.0,,,,53.8,0.0,,2.0,0.0,,,,0.0,1.015,,0.0,0.0,0.0,1.363,1.0,0.0,1.0,,2.222,-0.026,0.0,0.0,1.358,,1.0,1.0,0.0,3.925,,,8.631,0.0,1.0,1
4.0,2.2857,,,0.0,,0.0,40.0,,0.0,0.0,0.0,2.914,0.0,8.908,,0.965,,0.0,0.0,0.0,1.295,1.0,,,,,0.039,,0.0,,,0.0,0.0,0.0,,,0.0,,,0.0,1
,,,0.0,,0.0,0.0,,,,4.0,0.0,3.084,1.261,9.715,0.0,0.974,1.154,0.0,,0.0,,,0.0,0.0,0.0,,,,0.0,1.695,2.0,,,,3.245,1.967,,7.476,0.0,0.0,1
,,0.0,0.0,,0.0,0.0,33.3,,2.0,0.0,0.0,,,,,0.993,1.139,0.0,0.0,0.0,1.177,,0.0,,0.0,2.263,0.013,,,,1.0,0.0,0.0,2.0,3.367,2.55,0.0,,0.0,0.0,1
,2.1816,3.0,0.0,0.0,,2.0,48.0,,,0.0,0.0,3.897,0.648,10.62,0.0,0.989,,0.0,0.0,,1.449,,,1.0,,2.404,,0.0,0.0,,0.0,,,,4.592,2.15,0.0,,0.0,,1
,3.1674,,0.0,6.0,0.0,,45.5,0.0,4.0,,,3.793,,,8.0,1.058,,0.0,2.0,0.0,,3.0,,0.0,0.0,2.441,,0.0,,1.832,0.0,2.0,,0.0,,3.167,,9.15,,0.0,1
,2.7331,0.0,0.0,0.0,0.0,,55.6,,2.0,0.0,-0.185,3.46,0.73,10.265,6.0,1.017,1.092,,,,1.294,,,,0.0,2.393,,0.0,22.384,1.026,,0.0,0.0,,3.843,,0.0,8.577,,0.0,1
4.803,,,0.0,6.0,0.0,4.0,42.2,,2.0,10.0,,4.134,0.477,,6.0,1.003,1.127,0.0,0.0,0.0,1.215,4.0,,,0.0,2.356,,,,,,2.0,,2.0,,,4.0,9.22,,,1
,3.3382,0.0,0.0,0.0,,,,1.0,,,,2.741,0.862,,,,1.152,0.0,0.0,,,1.0,0.0,,1.0,2.115,,,,0.956,0.0,,4.0,1.0,3.627,2.194,,,,0.0,1
