V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,class
,,,,0.0,4.0,8.0,,,2.0,0.0,,,1.059,,,,1.127,,,,1.271,,0.0,,,2.494,,,,,0.0,2.0,,,,2.059,,,0.0,0.0,1
,2.7059,5.0,0.0,0.0,2.0,4.0,,,,,0.0,4.278,,,,1.039,,,,1.0,,,,,,,,0.0,,,,,,,,2.586,0.0,,,,1
,1.8789,,,0.0,,,,,,0.0,,4.308,,,,,,,,,,,0.0,1.0,0.0,,0.0,,,,6.0,0.0,,0.0,,,0.0,,0.0,,1
,,6.0,0.0,,3.0,0.0,,,0.0,,,4.268,,11.555,0.0,1.043,,,,0.0,1.378,,0.0,,0.0,,0.0,,,,6.0,,,,,2.366,,9.796,0.0,,1
,2.3808,8.0,0.0,0.0,,,,,0.0,,,4.378,,11.528,,1.074,,,,0.0,,,,,,,0.0,0.0,0.0,,4.0,,0.0,,,,,,0.0,,1
,,,0.0,0.0,,,,,,0.0,0.0,,1.061,,4.0,,,0.0,,,,2.0,,0.0,,2.483,,,,2.176,0.0,,,1.0,,2.04,,,,,1
,,,,,0.0,,38.8,,,6.0,,,0.0,,0.0,,,0.0,0.0,,1.308,5.0,,0.0,0.0,2.418,,0.0,,,0.0,,7.0,0.0,,1.71,,,0.0,0.0,1
,,8.0,,,2.0,,,,1.0,0.0,0.0,4.256,,,,,1.127,,,,,0.0,,1.0,,2.255,,0.0,,,,0.0,0.0,,4.277,,0.0,,0.0,8.0,1
,3.4643,,0.0,,,3.0,,0.0,,,,,0.881,9.863,,,,0.0,,0.0,,,,1.0,,,-0.025,0.0,,,,,,,,2.593,0.0,9.097,,3.0,1
,,,,0.0,0.0,4.0,,,,0.0,0.0,,0.861,,0.0,1.079,,,,,1.398,1.0,,,,,,,,,,,,,,,0.0,,,,1
4.935,,,,0.0,0.0,4.0,,,,,,3.764,0.861,10.06,,1.079,,0.0,,0.0,,1.0,0.0,1.0,0.0,,0.014,0.0,,,,,,,,,,9.328,0.0,4.0,1
,,,,0.0,,,,,,0.0,,,,10.265,0.0,1.106,,,,,,,0.0,1.0,,,-0.008,,,,0.0,5.0,,,4.27,2.808,,,,5.0,1
5.035,,3.0,,1.0,0.0,6.0,,0.0,,,0.0,,,,8.0,,,,,,1.308,,0.0,1.0,0.0,,,0.0,21.048,3.414,,,,0.0,,,,,,3.0,1
5.149,,0.0,,,0.0,3.0,40.0,0.0,,0.0,,3.783,,,,0.974,,,,,,,,0.0,0.0,,,,0.0,,,,0.0,1.0,3.767,1.825,,,0.0,,1
,,,,,0.0,2.0,,0.0,0.0,0.0,0.0,,,,0.0,,1.1,0.0,0.0,,1.336,,,,,2.236,,,,2.829,0.0,,,,,,,,,,1
,,,0.0,,0.0,8.0,44.8,0.0,0.0,4.0,,,,10.817,,1.028,1.113,0.0,0.0,,,,,1.0,,,,,0.0,,,,4.0,4.0,4.124,,2.0,,,,1
5.045,2.1704,,0.0,4.0,0.0,,,,,,0.0,,,,,,1.1,,,,,,0.0,,1.0,2.385,,,,2.901,,2.0,4.0,1.0,3.886,,1.0,,0.0,0.0,1
4.461,3.6265,,,8.0,0.0,0.0,25.7,0.0,,,0.0,,2.117,,,0.975,,0.0,,,,0.0,0.0,,,2.084,-0.007,,,3.798,,0.0,4.0,,,,,7.767,,0.0,1
,2.7345,0.0,,,0.0,,16.7,,0.0,,,2.197,0.811,8.318,,,,1.0,,0.0,,0.0,0.0,,,1.732,-0.572,0.0,0.0,1.0,,,,,,2.5,,6.636,,,1
5.382,,,,0.0,,,,,4.0,0.0,0.0,3.855,1.352,,6.0,,,,0.0,0.0,1.154,0.0,,,,,0.051,,,,,,2.0,,6.88,3.889,,11.599,,1.0,1
,,,0.0,,0.0,,22.2,,,,,1.926,0.918,6.594,0.0,0.998,1.162,0.0,,0.0,1.102,0.0,,0.0,,,0.861,0.0,,1.333,,,,0.0,2.731,2.5,0.0,6.033,,0.0,1
,3.4168,0.0,,,0.0,,28.6,4.0,,0.0,,,,9.222,,,,,,0.0,,,,,0.0,,,,,2.133,0.0,,,,,,,,,,1
3.879,,,0.0,,,,26.1,,,0.0,0.0,,,8.743,,1.007,,0.0,0.0,0.0,,,,0.0,0.0,,,,,,0.0,,0.0,,,,0.0,,,0.0,1
,,,,,,,20.0,,0.0,0.0,,2.78,1.0,7.408,0.0,0.98,,,0.0,,,,0.0,,,1.618,,,,,,,0.0,,,1.917,0.0,8.467,,,1
,,,0.0,0.0,0.0,,,,,,0.0,3.327,,,,1.014,1.149,,0.0,,,1.0,,,,,0.004,,,1.026,0.0,0.0,0.0,,,,0.0,,,,1
,3.021,,0.0,,0.0,,,1.0,1.0,,,4.279,0.971,,,,,,0.0,0.0,1.495,0.0,,,,,0.396,,,,,,,2.0,10.692,,,,,1.0,1
5.248,4.9627,0.0,1.0,0.0,,0.0,,4.0,,10.0,,,,,0.0,,1.152,0.0,,,1.257,,,,,,-0.008,0.0,0.0,,,0.0,10.0,0.0,3.648,,,8.44,0.0,,1
3.414,3.4592,1.0,0.0,,,0.0,28.6,,,,,,,7.408,,,,,,0.0,1.384,,,,,,,,0.0,,,,,0.0,,,,,0.0,,1
3.0,1.925,,1.0,,0.0,,11.1,,,,,,,,0.0,,,,,,,,,,,,0.852,0.0,0.0,,0.0,,1.0,,2.684,2.833,,,0.0,,1
4.641,,,0.0,,,2.0,,,0.0,,,,,9.714,,,1.106,,,0.0,1.331,1.0,0.0,,,,0.013,,0.0,1.783,0.0,,,,,,,,,,1
5.325,3.1334,,0.0,,,6.0,,,3.0,0.0,-1.749,,,,8.0,,1.082,,0.0,,,,,,,,0.0,,,1.13,,,,0.0,,3.152,,,,4.0,1
4.783,3.1253,,0.0,,0.0,2.0,,,,,0.0,,1.187,9.668,,1.012,,0.0,,0.0,1.346,,,,,2.222,-0.025,0.0,,,,,0.0,0.0,,,,,0.0,,1
4.912,,0.0,,,0.0,,,2.0,0.0,4.0,0.0,3.087,,9.863,0.0,0.976,,,,0.0,,,0.0,,,2.264,,,0.0,,,,2.0,,,,1.0,8.103,0.0,0.0,1
,,,,2.0,0.0,2.0,37.5,,0.0,,0.0,2.997,,9.579,,,,,,0.0,1.25,1.0,,,0.0,2.194,,,,,0.0,2.0,4.0,4.0,,,,,,,1
,3.1276,0.0,0.0,,0.0,2.0,41.2,,0.0,,0.0,,,,,0.979,,,0.0,0.0,,,0.0,0.0,,,,,,,0.0,,2.0,,3.632,,1.0,,,,1
4.562,,,,,,,,0.0,,2.0,,3.202,,,,1.005,,,,,,,,,0.0,,,,0.0,,,,2.0,,3.87,2.431,1.0,8.463,,,1
,,0.0,,,0.0,,40.0,,2.0,,,,,10.122,,,1.129,0.0,,,,1.0,,0.0,,2.318,-0.008,,20.759,1.572,,,,0.0,,2.818,,,,,1
4.782,,,0.0,,,2.0,,,,,0.0,,,,,1.043,,,,,1.26,1.0,,,,,,,20.346,,0.0,,,,,2.995,,,,1.0,1
,,,1.0,,0.0,4.0,,,0.0,,,3.71,1.16,10.116,,1.052,1.13,,,,1.319,,,,0.0,2.327,-0.008,0.0,,1.268,,,,3.0,4.102,,2.0,9.166,0.0,3.0,1
5.318,,,,0.0,,,,,1.0,0.0,,,1.16,,,,,,0.0,,1.263,,0.0,0.0,,,-0.007,,,,,1.0,,1.0,3.702,,,,0.0,,1
,,0.0,0.0,,,3.0,,,,0.0,0.0,3.1,0.881,,3.0,,,,,,1.275,,,,,,,,0.0,1.06,0.0,1.0,,1.0,3.711,2.333,,,0.0,0.0,1
,3.1871,,,1.0,0.0,2.0,,,1.0,2.0,,3.105,1.187,,,0.998,,,0.0,,,,,,0.0,2.2,-0.025,0.0,,1.487,,,,2.0,3.648,,1.0,8.042,,,1
,,1.0,0.0,,,,,0.0,,2.0,,,,10.099,,,,0.0,,0.0,,1.0,0.0,,0.0,,,,,1.553,,,,,,,1.0,8.899,,,1
,3.1068,,0.0,0.0,1.0,1.0,39.1,,,,0.0,,1.455,10.315,,0.998,,,,,,1.0,,0.0,,,,,,,,,,,,,,,0.0,,1
4.783,,,0.0,,,,,,,,0.0,3.333,,,0.0,1.015,,,,0.0,,1.0,0.0,,,,-0.026,0.0,0.0,,,1.0,,,3.925,2.66,,8.631,,1.0,1
,2.2857,0.0,0.0,,,0.0,,0.0,,,0.0,,,8.908,,,1.125,0.0,,0.0,,,,,,,0.039,0.0,,0.854,,0.0,,,,1.75,0.0,,,,1
4.679,2.2806,,,4.0,0.0,,,2.0,0.0,4.0,0.0,,,,0.0,,,0.0,,,,,,0.0,0.0,2.222,,,,1.695,,,2.0,,,,2.0,7.476,0.0,,1
4.825,,0.0,0.0,,0.0,0.0,33.3,0.0,,0.0,,,,,,,,,0.0,,,1.0,,,0.0,,0.013,,,1.476,,0.0,0.0,2.0,,,0.0,,0.0,0.0,1
,2.1816,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,1.449,,,,,2.404,,,,2.451,0.0,,0.0,,,2.15,,,,2.0,1
5.2,,,,,0.0,4.0,45.5,0.0,,6.0,,,,10.598,8.0,1.058,1.121,,,0.0,1.262,,0.0,,0.0,2.441,0.0,,42.927,,,2.0,4.0,,4.033,3.167,2.0,,,,1
,,,,0.0,0.0,2.0,,0.0,2.0,,-0.185,3.46,,,,1.017,1.092,,,,1.294,,0.0,,0.0,,-0.002,0.0,,1.026,,0.0,,0.0,3.843,,,,,0.0,1
,1.403,,,6.0,,4.0,42.2,0.0,,,,,,10.907,,,,0.0,0.0,,,4.0,,0.0,,,0.0,0.0,,5.207,,,4.0,,,2.26,,9.22,,,1
,,0.0,0.0,0.0,0.0,,33.3,,,,0.0,,,,0.0,0.998,1.152,,,0.0,1.289,1.0,,0.0,,2.115,0.137,,0.0,0.956,,,,,,2.194,2.0,,,,1
,3.1284,,,,,,,0.0,,,,3.013,1.125,,,0.984,1.116,,,,,,0.0,,,2.136,0.045,0.0,0.0,,0.0,,3.0,0.0,3.608,,1.0,7.967,0.0,,1
,,,,,1.0,,28.9,,4.0,,0.0,3.764,,,,1.003,1.151,,0.0,,1.132,2.0,,,,2.407,0.0,,0.0,,,,,,,,,8.325,,,1
,,,,4.0,,,,0.0,2.0,2.0,,,,,,,1.07,,0.0,0.0,,,0.0,,,2.526,,,24.788,1.706,,,2.0,,4.238,,,,0.0,,1
,,,,,,,,,,,,2.889,1.125,9.311,0.0,,1.152,0.0,0.0,,1.131,,0.0,0.0,0.0,2.136,,,,1.481,,0.0,3.0,,,,,,0.0,0.0,1
,,0.0,,,,0.0,25.0,,,0.0,0.0,,1.409,9.391,0.0,0.984,1.166,0.0,0.0,0.0,,1.0,0.0,0.0,,,,0.0,0.0,2.036,0.0,0.0,6.0,,,,,7.385,0.0,0.0,1
4.982,,0.0,,,,,40.0,,,,,,,10.226,,,,0.0,,0.0,1.216,,0.0,0.0,0.0,,,0.0,22.106,,2.0,0.0,,1.0,3.673,,1.0,,,,1
4.596,,,,,0.0,,45.5,,,,0.0,,0.875,9.54,,1.047,1.111,,,,,1.0,0.0,1.0,0.0,2.175,,0.0,,1.069,,,,0.0,,2.569,1.0,8.812,0.0,,1
4.651,,,,,,,33.3,0.0,,0.0,,,0.906,,2.0,,,,,,1.331,1.0,,1.0,,,0.046,,,,,,,0.0,,,1.0,,,1.0,1
4.923,2.7189,,,,,,,,,,0.014,,,10.037,,,1.097,,0.0,,,,0.0,,,,,,,1.057,,1.0,2.0,1.0,,,,8.695,0.0,,1
,,,,,0.0,,,,,0.0,,2.889,1.0,,,,,,0.0,,,,,0.0,,1.618,,,,,,0.0,,0.0,3.676,2.806,0.0,,,2.0,1
,3.0313,,,0.0,0.0,2.0,41.7,,0.0,,,,,9.911,0.0,,1.121,,0.0,,,,0.0,,,2.267,,,,1.563,,,0.0,,3.669,1.867,0.0,8.087,0.0,0.0,1
5.313,3.4071,,,,,,31.6,,,,,,,10.388,,,,,,0.0,1.244,1.0,0.0,,,2.311,-0.008,,21.362,1.833,,2.0,,,4.725,3.114,,,,,1
,,0.0,,,0.0,,,,3.0,,,3.72,,10.481,9.0,1.015,,,,,1.267,,,,0.0,,,,,2.723,0.0,,0.0,,3.827,2.708,,,,0.0,1
4.912,2.3426,,,,,,,,,0.0,,3.633,0.648,10.338,,0.998,,0.0,,,1.281,2.0,0.0,,,2.314,,0.0,,2.863,,2.0,,,,2.411,0.0,,,,1
5.125,3.3889,,0.0,0.0,1.0,0.0,,,0.0,,,,,10.01,0.0,,,,0.0,,,,0.0,,0.0,,,,,2.097,,,,,3.283,,,7.401,0.0,,1
5.0,,,0.0,0.0,,0.0,,,,,,3.4,0.722,,,,,,,0.0,,0.0,,,,,,0.0,0.0,0.8,,0.0,,,,3.539,,,,,1
,,,0.0,0.0,2.0,,25.0,2.0,,0.0,,3.827,,,,,1.114,,,,,,,,,,-0.086,,,,,,0.0,0.0,4.444,,,,,6.0,1
5.646,,,0.0,0.0,,0.0,,,0.0,,0.0,,,,,1.27,1.286,,0.0,,1.138,,1.0,,0.0,2.303,,,,1.411,,0.0,0.0,,,5.0,0.0,,,,1
,,,,,,,28.6,4.0,0.0,,,,,9.454,,,,,0.0,,,,,0.0,0.0,,,0.0,,,,,,1.0,,,,,,,1
,,,,2.0,0.0,0.0,,,,,,,1.5,9.309,0.0,,,,0.0,,1.095,0.0,0.0,,,,-0.099,,19.316,2.682,,,,,3.563,3.917,,,,0.0,1
4.737,,,,4.0,,0.0,24.1,,,2.0,-0.804,3.693,,10.071,2.0,1.014,,,0.0,,1.233,0.0,,,0.0,,-0.002,,,3.255,0.0,0.0,,,3.856,,3.0,,0.0,,1
5.262,4.758,,,,,,,3.0,,,,4.111,,10.545,12.0,,1.146,0.0,0.0,0.0,,0.0,,0.0,,2.258,0.0,,,4.518,,,0.0,,4.415,2.204,0.0,9.274,0.0,,1
5.333,,,,0.0,,,,4.0,,,0.0,,,,,,1.134,,,,,0.0,,0.0,0.0,2.303,0.0,0.0,,,,,,,10.319,1.554,,,,0.0,1
,2.9815,,0.0,0.0,,1.0,47.4,,,,,,,9.642,0.0,0.969,,0.0,0.0,,1.324,,,,,2.194,,,,,0.0,,0.0,,3.632,,0.0,,,0.0,1
,3.2478,0.0,0.0,0.0,,,,,0.0,,,3.075,0.881,,,,,,0.0,0.0,1.32,1.0,0.0,,,,,0.0,,,,,0.0,0.0,3.714,1.889,0.0,8.09,,,1
,,0.0,,0.0,,,,1.0,,,,,1.261,9.749,0.0,0.968,1.113,,,0.0,,,,,,,,,,,0.0,0.0,,,3.665,1.983,,,0.0,,1
,,0.0,0.0,,0.0,,41.7,,,0.0,0.0,,,,,0.966,,,,,1.279,,,,,2.214,0.012,0.0,0.0,,,,,0.0,,1.833,,,,,1
4.679,2.8711,,,,0.0,2.0,,,,,,3.157,,,0.0,0.966,,,0.0,,,,0.0,,,,0.012,0.0,0.0,,0.0,,0.0,0.0,,,,8.015,,0.0,1
4.828,,0.0,,,,,,0.0,0.0,,0.0,,,9.749,0.0,,,,0.0,,,,0.0,0.0,0.0,,,0.0,,1.436,0.0,,0.0,,,,,,0.0,,1
4.732,,,,,0.0,,50.0,0.0,,0.0,0.933,3.844,1.187,9.642,,,,,,,1.395,,,0.0,,,,,0.0,,0.0,,,,,,0.0,11.597,,1.0,1
4.517,2.8827,,0.0,,0.0,,,,0.0,,,3.84,1.409,9.391,,,,,,0.0,,1.0,,,,,,,,2.036,,,0.0,0.0,6.872,2.046,0.0,,0.0,1.0,1
4.596,,,,0.0,,2.0,,,0.0,0.0,,3.373,,9.54,0.0,1.025,1.094,0.0,0.0,0.0,1.377,,,,,2.175,,,0.0,,0.0,,0.0,0.0,,2.444,0.0,,,2.0,1
,3.1831,,,,,,,0.0,,0.0,,3.373,0.875,,,1.025,1.094,,0.0,0.0,,1.0,0.0,1.0,0.0,2.17,,0.0,,1.14,,2.0,0.0,,3.955,2.444,,,,2.0,1
4.732,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,1.094,,0.0,,,,,,,,0.045,0.0,0.0,0.854,,,0.0,0.0,4.034,2.444,0.0,,,,1
,,,0.0,,,,50.0,,,,,4.225,,,,,,,0.0,,,1.0,,,,,,,,,,2.0,0.0,,6.886,2.104,,12.272,,,1
4.807,,2.0,,0.0,0.0,,,1.0,,,0.0,3.444,,,,,1.103,,,0.0,,,,1.0,0.0,,-0.025,,,,,2.0,,0.0,,,0.0,8.857,,2.0,1
4.912,3.3884,2.0,0.0,0.0,,3.0,46.7,,0.0,,,3.444,0.881,,,1.012,1.103,,,,,,,,,2.264,-0.025,,0.0,,0.0,2.0,0.0,0.0,4.025,2.358,,8.859,,2.0,1
,3.0494,,0.0,2.0,,,,,0.0,,,3.08,,,,,1.129,,,,1.275,,,,0.0,,,,,,,1.0,2.0,1.0,,,1.0,8.001,,,1
,2.2988,0.0,,2.0,0.0,,,,,4.0,,,,9.971,,,1.107,,0.0,0.0,1.315,,,,1.0,,,,0.0,,,,4.0,,,1.987,1.0,,,0.0,1
,,,,1.0,,,42.9,,,2.0,,,,,,1.029,,0.0,0.0,0.0,,,,,,2.246,-0.025,0.0,0.0,1.06,,3.0,,2.0,,,,,,2.0,1
,,,0.0,,,,,,0.0,2.0,,,0.881,,0.0,,1.117,0.0,,,,1.0,,1.0,,2.246,,,,1.06,,,,2.0,,,,,,,1
,,,,,,,,,,,,,0.521,,0.0,,,,,,,2.0,0.0,0.0,,,,,,,0.0,,,,,,3.0,8.678,0.0,,1
4.923,3.5484,,,,,,37.5,0.0,,4.0,,,1.185,,,,,,,,1.225,,,,0.0,,,,,1.563,,2.0,4.0,,3.857,,,8.508,0.0,,1
,3.6277,,,,,,,,2.0,,,3.52,,10.099,4.0,,,,,,1.249,,0.0,1.0,0.0,,-0.008,,,,,3.0,,,,,,,0.0,,1
5.103,3.9386,1.0,,,0.0,,33.3,0.0,,6.0,,,,,,1.101,,0.0,2.0,0.0,1.217,,,,0.0,,,0.0,41.432,,0.0,4.0,,,,,3.0,,0.0,,1
4.923,3.5714,,0.0,1.0,,,42.9,0.0,,2.0,,3.445,,9.911,,,,0.0,,0.0,,,,1.0,0.0,,,,,,,2.0,,,,3.144,1.0,,0.0,1.0,1
,,,0.0,,0.0,,37.5,,4.0,,,,,10.159,,1.087,1.141,0.0,,,,,,,0.0,2.323,,,40.909,,,2.0,,0.0,3.946,,,,,0.0,1
5.068,,,0.0,,,,36.8,,,,,,,,,1.067,1.14,,2.0,,,,,0.0,,,,0.0,,,,2.0,4.0,0.0,,,2.0,8.914,,0.0,1
5.006,,,,,0.0,3.0,,1.0,,,,,1.23,,,1.067,,,2.0,0.0,,,,0.0,0.0,,-0.002,,,,0.0,2.0,4.0,,3.936,,,,,0.0,1
4.895,3.4879,,,1.0,,3.0,,,,2.0,0.0,,,,4.0,1.043,,,,,,,,,,2.292,,,20.423,,0.0,2.0,2.0,,3.974,,,,0.0,,1
,3.7849,1.0,,1.0,1.0,,41.2,1.0,2.0,3.0,,,,,4.0,,,0.0,,,1.15,1.0,,,,2.403,,0.0,20.484,,,2.0,2.0,,,,1.0,9.077,,4.0,1
,,,,2.0,0.0,,,,4.0,,0.0,,,,8.0,,,,,,1.231,,0.0,1.0,0.0,2.338,,,,1.873,0.0,,,,,,,,,,1
,,2.0,0.0,1.0,,,42.9,,,,,3.647,,10.099,4.0,,,,,,1.296,1.0,0.0,1.0,0.0,,,,,,0.0,3.0,2.0,,4.073,3.202,,,0.0,2.0,1
,,,,1.0,,,,,2.0,2.0,,,1.16,,,,,0.0,,,,1.0,0.0,,,2.303,,,,,,3.0,2.0,0.0,4.057,,,,,,1
,,0.0,,10.0,0.0,,,,0.0,,,3.695,,,,0.99,,,,0.0,,,,,,,0.0,,0.0,,0.0,2.0,4.0,,3.746,,3.0,8.719,,,1
4.77,,,0.0,,,2.0,45.0,,1.0,,1.014,,,,,,,0.0,0.0,,,1.0,0.0,,,2.236,,,0.0,1.74,0.0,,,,,,,,0.0,0.0,1
,,,,,0.0,2.0,40.0,,,,,,1.455,9.974,3.0,,,0.0,0.0,,,,0.0,,,,-0.007,,,1.887,,,,1.0,3.683,,0.0,8.152,,,1
4.805,2.8459,,0.0,0.0,0.0,2.0,,,,,,3.266,,,,,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.251,,,,,,,0.0,1.0,3.657,2.197,,,0.0,,1
,,0.0,,,,,37.8,,,,0.0,3.547,,10.843,2.0,,1.129,,,,,,0.0,0.0,0.0,2.378,-0.001,,,,,,,,3.704,2.089,,,,0.0,1
4.793,,0.0,0.0,,,2.0,,1.0,,0.0,0.0,3.74,3.025,10.128,,0.971,,0.0,,,,,,,0.0,2.236,,,0.0,6.687,,,,,,,,,,,1
,,0.0,0.0,,2.0,,,6.0,,,0.0,3.66,,,3.0,,,0.0,0.0,,,1.0,,,,,0.0,0.0,0.0,,,1.0,0.0,,3.798,2.029,,,0.0,0.0,1
5.422,,0.0,0.0,,,,,,,0.0,0.0,3.551,,10.929,,,,,0.0,0.0,,,,0.0,,,,,0.0,2.084,,,,1.0,,,,,0.0,0.0,1
5.102,,,0.0,,0.0,,,,,0.0,0.0,,1.23,,4.0,,1.127,0.0,0.0,0.0,,,,0.0,,2.358,-0.002,0.0,0.0,1.856,,,,1.0,,2.128,0.0,8.348,,,1
5.375,3.2786,0.0,0.0,,1.0,3.0,,,,,0.0,3.351,1.124,10.524,3.0,,,,,,1.266,1.0,0.0,0.0,,,0.004,0.0,0.0,1.671,0.0,1.0,,1.0,3.766,2.188,,,,0.0,1
4.958,,0.0,0.0,,,,,,1.0,,0.0,3.272,1.16,,,0.981,1.125,0.0,,,1.268,,,0.0,,,,,0.0,,,,,1.0,3.731,2.212,,,,,1
,,0.0,0.0,,2.0,4.0,,,1.0,,,,,11.033,,,1.13,,0.0,,,1.0,,,0.0,,0.0,0.0,,1.828,0.0,,,1.0,,,,,0.0,0.0,1
,,,0.0,,,4.0,,,,0.0,0.0,,,,6.0,0.982,,,,0.0,,,0.0,,0.0,2.463,,0.0,,,,1.0,0.0,2.0,,,0.0,,,0.0,1
,,,0.0,,0.0,,,0.0,,0.0,,,0.544,10.149,2.0,,,0.0,,,,,0.0,0.0,,2.259,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,1
4.817,,,,,,2.0,39.4,2.0,,,,3.573,1.169,10.26,,0.988,,0.0,,0.0,,2.0,0.0,,,,0.0,,0.0,3.268,0.0,1.0,,,,1.967,0.0,,0.0,0.0,1
4.845,,,,,0.0,,,,,0.0,,3.601,2.125,10.029,6.0,,1.131,0.0,,,,1.0,,0.0,0.0,2.27,,,,,0.0,,,,3.678,1.958,,8.337,,,1
,,0.0,0.0,0.0,,,37.9,,,,,,1.23,10.559,,,,0.0,,,1.23,,,0.0,,,,,0.0,1.809,0.0,,,1.0,3.774,,,8.414,,,1
,3.6002,0.0,,,0.0,2.0,,0.0,3.0,,,,,9.975,,,,0.0,1.0,,1.21,1.0,0.0,,0.0,2.288,-0.008,0.0,,1.602,,2.0,,0.0,3.861,,1.0,8.551,,0.0,1
4.965,3.6001,0.0,0.0,,0.0,3.0,38.9,,3.0,,0.0,,1.16,,,1.041,,0.0,1.0,,1.218,1.0,,0.0,0.0,,-0.008,0.0,,,,2.0,2.0,,3.88,3.182,,,,,1
,,,0.0,1.0,0.0,3.0,,,,3.0,0.0,,,,,,,,,,1.226,,0.0,0.0,,2.303,,,20.514,,,2.0,2.0,,,,1.0,8.601,,,1
,3.4973,0.0,,1.0,,,,,,2.0,,,1.16,,7.0,,1.132,,1.0,0.0,,,0.0,,,,,0.0,,,,2.0,2.0,1.0,3.863,3.182,,,0.0,,1
,3.8233,0.0,,,0.0,4.0,34.5,2.0,,4.0,0.0,3.798,,,,1.043,,,2.0,0.0,,,,,,,0.0,0.0,,,,,4.0,,3.972,3.265,,9.052,0.0,0.0,1
,3.3162,,,0.0,,2.0,46.2,0.0,,,0.0,,0.875,,2.0,1.023,1.108,0.0,,0.0,,1.0,,,,2.194,,,,0.854,0.0,,,1.0,3.907,,0.0,,,1.0,1
4.596,,1.0,0.0,,,,46.2,0.0,1.0,0.0,0.0,,0.875,9.54,2.0,,,,,,1.3,,0.0,,,,,,0.0,,0.0,2.0,0.0,1.0,,2.681,0.0,,,1.0,1
,3.173,1.0,0.0,,,,,0.0,1.0,0.0,,3.796,,,2.0,1.016,,,,0.0,,1.0,,0.0,0.0,,,1.0,,,0.0,,,,,2.51,0.0,11.593,,,1
4.596,3.2243,,0.0,,,,,0.0,,,0.0,,,9.54,2.0,1.016,1.1,,,0.0,,1.0,1.0,0.0,0.0,2.175,,,,1.069,,,0.0,,,2.51,0.0,,0.0,1.0,1
,,1.0,0.0,,0.0,2.0,,0.0,,,0.0,,,,,,,,,,1.351,1.0,1.0,,,,0.045,1.0,,0.854,0.0,,0.0,,,2.51,0.0,,0.0,,1
4.619,,,0.0,0.0,,2.0,,,2.0,,,,,,,,,0.0,,0.0,1.412,,0.0,1.0,0.0,2.208,,,,4.243,,,,,,,0.0,,0.0,,1
,3.3155,,,,,3.0,,,1.0,0.0,0.0,,0.881,9.833,2.0,1.012,1.113,0.0,,,,1.0,0.0,,0.0,,-0.025,0.0,,,,,,1.0,,,,,,,1
,,,,,,,,,,,,3.462,,9.833,2.0,,1.103,,,,,1.0,,1.0,0.0,2.246,,0.0,0.0,,,3.0,0.0,1.0,4.009,,,8.87,,,1
4.807,,,0.0,,0.0,,46.2,,,,,4.264,,,2.0,,1.088,0.0,,,,,1.0,0.0,0.0,,,1.0,,1.06,0.0,,0.0,,6.892,2.5,,,,,1
,,2.0,,,,,,0.0,,,,,,9.863,2.0,,,,0.0,0.0,,,,1.0,,,-0.026,,,,0.0,,,,4.068,,,,,2.0,1
4.912,,2.0,0.0,0.0,0.0,,46.2,0.0,,,,3.462,,,2.0,,1.103,0.0,0.0,0.0,,1.0,,,0.0,,,0.0,,,,3.0,,,4.032,,0.0,8.872,0.0,,1
,3.3873,,,,,3.0,46.2,,,,0.0,,,,,,,,0.0,0.0,,,,,,,-0.026,,,,0.0,3.0,,1.0,,2.802,0.0,8.87,0.0,2.0,1
4.732,,,,0.0,,,46.2,,,,0.0,3.462,0.881,,2.0,,,,0.0,0.0,,1.0,0.0,1.0,,2.236,-0.026,0.0,,,0.0,,,,,,,8.868,0.0,2.0,1
5.071,3.8133,2.0,,1.0,,,40.0,0.0,3.0,2.0,,,,,,,,0.0,,,1.261,1.0,0.0,1.0,0.0,2.353,0.005,,,,,,2.0,,,,,,,,1
,1.9651,0.0,,,0.0,,,,,0.0,,,,10.054,,0.983,,,0.0,0.0,,,,,0.0,2.194,,,0.0,,0.0,0.0,,0.0,3.587,1.989,,,0.0,,1
,,,,0.0,0.0,2.0,54.2,,,0.0,,,0.544,10.193,4.0,,,,,,1.313,,,0.0,0.0,2.307,-0.001,,11.846,2.627,0.0,0.0,,,3.755,2.286,,,,,1
4.641,3.0954,,,,,2.0,57.1,,,,,,,,0.0,,,,,0.0,,,,0.0,,,0.015,,0.0,,,0.0,2.0,,3.726,,,,,,1
,3.9658,,0.0,,0.0,,,,0.0,4.0,,4.005,,,,1.099,,,,,,,,,0.0,,0.001,,,,,,,,4.254,,2.0,,,4.0,1
4.869,,2.0,,4.0,,,36.0,,,4.0,-0.393,3.83,,,2.0,,,0.0,0.0,0.0,1.25,,0.0,1.0,,,,,11.353,3.18,0.0,,3.0,,4.051,2.659,,9.113,,2.0,1
,,,,,,9.0,,0.0,,,-0.656,4.622,0.824,,12.0,1.056,1.108,0.0,0.0,0.0,,,0.0,,,,,0.0,,,0.0,9.0,4.0,3.0,,,,,,,1
