COMPACTNESS,CIRCULARITY,DISTANCE_CIRCULARITY,RADIUS_RATIO,PR_AXIS_ASPECT_RATIO,MAX_LENGTH_ASPECT_RATIO,SCATTER_RATIO,ELONGATEDNESS,PR_AXIS_RECTANGULARITY,MAX_LENGTH_RECTANGULARITY,SCALED_VARIANCE_MAJOR,SCALED_VARIANCE_MINOR,SCALED_RADIUS_OF_GYRATION,SKEWNESS_ABOUT_MAJOR,SKEWNESS_ABOUT_MINOR,KURTOSIS_ABOUT_MAJOR,KURTOSIS_ABOUT_MINOR,HOLLOWS_RATIO,class
101.0,,,182.0,,,215.0,31.0,,,,,223.0,74.0,,26.0,186.0,,opel
86.0,,70.0,126.0,,,,46.0,19.0,145.0,,,171.0,86.0,6.0,9.0,,,bus
88.0,,,,,7.0,163.0,41.0,,129.0,,,140.0,67.0,1.0,9.0,192.0,198.0,opel
103.0,54.0,107.0,,56.0,11.0,,30.0,25.0,174.0,225.0,,,,0.0,,187.0,201.0,opel
95.0,,71.0,171.0,,9.0,157.0,,,,178.0,365.0,125.0,,,40.0,,208.0,saab
89.0,38.0,74.0,138.0,,,136.0,49.0,,133.0,,278.0,,,7.0,,,193.0,van
,38.0,58.0,125.0,58.0,5.0,,51.0,18.0,127.0,152.0,,145.0,,0.0,,177.0,,opel
,,,172.0,60.0,,147.0,45.0,,142.0,,322.0,160.0,,,10.0,,211.0,opel
107.0,,,228.0,68.0,12.0,218.0,,25.0,,223.0,,224.0,67.0,13.0,25.0,190.0,204.0,saab
85.0,40.0,75.0,,56.0,7.0,152.0,44.0,,134.0,,339.0,,76.0,,,,187.0,saab
,39.0,,155.0,,8.0,137.0,,18.0,137.0,,,,63.0,3.0,6.0,201.0,209.0,van
89.0,,89.0,174.0,,,177.0,,,133.0,202.0,471.0,,70.0,7.0,,189.0,196.0,saab
93.0,,73.0,,58.0,6.0,,49.0,,138.0,,275.0,,73.0,,0.0,187.0,188.0,van
,36.0,,,,6.0,,48.0,,131.0,164.0,,126.0,66.0,1.0,38.0,,204.0,saab
,43.0,,231.0,,,150.0,45.0,19.0,,200.0,,164.0,91.0,,,186.0,196.0,van
,52.0,,207.0,,11.0,218.0,31.0,,167.0,,,,,0.0,20.0,191.0,203.0,opel
92.0,45.0,,,57.0,7.0,159.0,41.0,,147.0,,381.0,177.0,69.0,,,,195.0,saab
97.0,44.0,95.0,,66.0,,,35.0,22.0,,,526.0,,,,11.0,190.0,,saab
109.0,,103.0,186.0,,11.0,,32.0,,156.0,212.0,,186.0,,,21.0,,201.0,opel
95.0,47.0,,,70.0,7.0,167.0,38.0,20.0,152.0,184.0,,185.0,,,19.0,200.0,206.0,bus
86.0,43.0,,119.0,53.0,,150.0,46.0,,,169.0,,172.0,85.0,8.0,,179.0,182.0,bus
88.0,,90.0,178.0,60.0,,175.0,38.0,21.0,,200.0,460.0,,68.0,13.0,16.0,,,saab
107.0,,,167.0,49.0,7.0,,,,,269.0,904.0,239.0,,,30.0,179.0,,bus
104.0,,105.0,209.0,61.0,11.0,207.0,,,157.0,,,168.0,64.0,0.0,19.0,,207.0,saab
89.0,,63.0,134.0,,,123.0,,17.0,,148.0,223.0,,,12.0,,,,van
90.0,39.0,,114.0,48.0,,135.0,,18.0,139.0,155.0,261.0,151.0,85.0,,8.0,,,van
,44.0,88.0,,67.0,,158.0,43.0,20.0,149.0,,,,,,9.0,194.0,202.0,van
,55.0,101.0,213.0,67.0,,222.0,30.0,,,226.0,,213.0,,,21.0,,199.0,saab
86.0,40.0,66.0,139.0,59.0,,,54.0,17.0,139.0,,,143.0,,7.0,,202.0,208.0,van
,49.0,103.0,212.0,67.0,10.0,201.0,33.0,,156.0,215.0,601.0,174.0,69.0,4.0,11.0,,196.0,opel
109.0,55.0,,191.0,57.0,,241.0,28.0,,170.0,,857.0,,85.0,8.0,9.0,184.0,184.0,bus
92.0,,74.0,,74.0,7.0,157.0,,,143.0,179.0,375.0,183.0,,8.0,6.0,,,bus
88.0,,,140.0,59.0,,,52.0,,130.0,148.0,243.0,113.0,63.0,,10.0,,206.0,van
,39.0,86.0,,59.0,9.0,,39.0,20.0,,186.0,418.0,129.0,63.0,,17.0,,204.0,saab
,37.0,,187.0,68.0,8.0,,42.0,20.0,134.0,,,,,,,,197.0,saab
88.0,,70.0,177.0,74.0,19.0,152.0,,19.0,,,,168.0,,1.0,,,,bus
,,,135.0,,,,44.0,,158.0,,351.0,164.0,75.0,7.0,11.0,,,van
,,,,48.0,,139.0,,19.0,140.0,,277.0,,,12.0,,,,van
88.0,44.0,,,,8.0,,46.0,18.0,143.0,,311.0,173.0,,7.0,8.0,196.0,,bus
94.0,39.0,75.0,184.0,72.0,,155.0,,,133.0,175.0,365.0,145.0,,4.0,5.0,192.0,,bus
107.0,,103.0,182.0,56.0,,213.0,31.0,24.0,162.0,,673.0,,72.0,2.0,4.0,,,saab
86.0,38.0,58.0,,56.0,4.0,118.0,,,129.0,,208.0,152.0,78.0,,2.0,,,van
79.0,39.0,72.0,127.0,,9.0,142.0,48.0,,135.0,,,144.0,,,21.0,181.0,,opel
,,,,62.0,,175.0,38.0,,,200.0,458.0,,,,15.0,189.0,,saab
,45.0,,126.0,57.0,8.0,,46.0,,,170.0,321.0,186.0,86.0,0.0,7.0,179.0,182.0,bus
,48.0,98.0,,,,,33.0,23.0,151.0,216.0,,183.0,,17.0,29.0,193.0,,saab
,,86.0,190.0,64.0,9.0,177.0,37.0,21.0,153.0,,471.0,,,11.0,7.0,192.0,199.0,opel
108.0,,102.0,,75.0,,239.0,,26.0,,,,228.0,,,,,185.0,bus
86.0,,66.0,138.0,,,,,18.0,,162.0,279.0,,,6.0,14.0,186.0,190.0,saab
85.0,43.0,66.0,,54.0,7.0,150.0,,,147.0,,324.0,,87.0,0.0,,179.0,182.0,bus
101.0,,101.0,231.0,72.0,,,31.0,24.0,171.0,232.0,698.0,216.0,,2.0,6.0,187.0,197.0,saab
105.0,55.0,,181.0,,9.0,,30.0,25.0,175.0,,,216.0,74.0,4.0,,,,opel
88.0,,,194.0,,,168.0,,,133.0,199.0,416.0,151.0,,3.0,22.0,186.0,192.0,opel
,53.0,93.0,197.0,62.0,11.0,,31.0,24.0,165.0,,688.0,,72.0,6.0,,,,saab
89.0,42.0,75.0,,55.0,,145.0,,,139.0,,312.0,166.0,,,,191.0,198.0,opel
98.0,35.0,,182.0,,5.0,155.0,,,124.0,,,117.0,71.0,3.0,22.0,202.0,205.0,bus
101.0,48.0,85.0,191.0,,,175.0,38.0,,,192.0,,187.0,62.0,5.0,22.0,197.0,,saab
,54.0,103.0,212.0,,11.0,208.0,32.0,,162.0,,,240.0,71.0,9.0,,,,saab
91.0,40.0,83.0,,60.0,,,41.0,20.0,,,383.0,155.0,,5.0,7.0,,191.0,saab
86.0,43.0,69.0,123.0,54.0,6.0,,46.0,19.0,144.0,174.0,325.0,177.0,87.0,,7.0,180.0,,bus
97.0,35.0,66.0,151.0,64.0,,128.0,52.0,18.0,,148.0,246.0,112.0,66.0,,2.0,195.0,200.0,van
,53.0,,,,12.0,222.0,31.0,25.0,168.0,,,201.0,,15.0,,189.0,203.0,saab
94.0,,69.0,161.0,59.0,7.0,,43.0,19.0,,,349.0,187.0,67.0,12.0,,193.0,198.0,saab
96.0,45.0,87.0,,67.0,10.0,154.0,44.0,,149.0,167.0,351.0,,67.0,,,,201.0,van
89.0,,,131.0,54.0,11.0,160.0,43.0,20.0,,,369.0,174.0,77.0,,,,,van
104.0,,,216.0,68.0,11.0,,,23.0,169.0,221.0,623.0,216.0,71.0,9.0,18.0,189.0,196.0,opel
109.0,54.0,,,,,214.0,31.0,24.0,167.0,229.0,677.0,,,1.0,23.0,,201.0,saab
,,103.0,,63.0,11.0,,30.0,25.0,172.0,,707.0,212.0,71.0,6.0,,188.0,,saab
,54.0,,199.0,62.0,,,33.0,23.0,166.0,,,,70.0,2.0,7.0,189.0,198.0,opel
92.0,,82.0,,58.0,,165.0,,20.0,,181.0,409.0,164.0,,8.0,,200.0,208.0,opel
84.0,38.0,66.0,138.0,62.0,6.0,126.0,,18.0,132.0,,,139.0,70.0,,,,190.0,opel
85.0,,,,,7.0,,,19.0,145.0,173.0,,163.0,,5.0,,,,bus
89.0,,68.0,141.0,59.0,,139.0,47.0,18.0,130.0,166.0,291.0,127.0,,,1.0,189.0,196.0,van
,53.0,104.0,,,,220.0,31.0,,167.0,226.0,712.0,214.0,72.0,,18.0,,199.0,saab
104.0,,,197.0,64.0,11.0,213.0,31.0,,172.0,,669.0,,74.0,14.0,4.0,187.0,196.0,saab
100.0,,89.0,199.0,65.0,6.0,201.0,32.0,23.0,159.0,219.0,622.0,205.0,,6.0,7.0,,,bus
85.0,,,129.0,57.0,6.0,,,,,138.0,200.0,123.0,65.0,,,196.0,,van
98.0,55.0,108.0,168.0,53.0,11.0,224.0,30.0,,178.0,231.0,737.0,,73.0,8.0,30.0,,198.0,opel
,,74.0,138.0,57.0,8.0,,,18.0,,160.0,282.0,127.0,72.0,9.0,20.0,,191.0,opel
,38.0,78.0,,,,,46.0,19.0,,166.0,314.0,142.0,,0.0,9.0,187.0,194.0,opel
104.0,,105.0,,,10.0,223.0,,,177.0,237.0,,218.0,,14.0,,188.0,,opel
84.0,44.0,65.0,,55.0,,,46.0,19.0,,,325.0,176.0,82.0,1.0,11.0,179.0,183.0,bus
80.0,36.0,69.0,127.0,,7.0,,,,,,240.0,133.0,70.0,2.0,21.0,183.0,191.0,opel
,43.0,72.0,,62.0,8.0,153.0,44.0,,144.0,175.0,,,,,,,188.0,bus
,43.0,77.0,,,,144.0,,19.0,146.0,163.0,308.0,174.0,64.0,13.0,,,201.0,saab
83.0,40.0,59.0,116.0,53.0,,132.0,52.0,,,,,157.0,,12.0,6.0,177.0,183.0,van
,50.0,83.0,195.0,,6.0,178.0,37.0,,156.0,207.0,481.0,210.0,,1.0,,189.0,194.0,opel
90.0,,,,61.0,,178.0,37.0,,,199.0,,,71.0,1.0,14.0,,,opel
88.0,42.0,,133.0,57.0,,123.0,,,,147.0,,160.0,66.0,8.0,4.0,,,van
,43.0,82.0,,,,186.0,34.0,,141.0,,534.0,162.0,,,6.0,195.0,,bus
93.0,39.0,,,,,,52.0,,134.0,,246.0,158.0,63.0,9.0,,198.0,204.0,saab
,46.0,77.0,,,7.0,,,,150.0,184.0,422.0,,69.0,,9.0,200.0,,bus
93.0,39.0,,164.0,66.0,,139.0,,18.0,,157.0,,,,,7.0,201.0,208.0,van
100.0,51.0,,231.0,,,,30.0,25.0,163.0,,722.0,,73.0,11.0,,,198.0,opel
90.0,36.0,85.0,184.0,64.0,,160.0,41.0,20.0,125.0,,,139.0,,,,195.0,,saab
,,,183.0,62.0,7.0,,38.0,,,200.0,,,66.0,0.0,,189.0,199.0,opel
97.0,,105.0,,,12.0,,,25.0,167.0,226.0,713.0,202.0,,3.0,,,,saab
,,,150.0,,,137.0,49.0,,140.0,,,121.0,64.0,,23.0,,,van
86.0,39.0,62.0,129.0,,,116.0,,,,,,145.0,64.0,,9.0,199.0,204.0,van
85.0,38.0,72.0,,,,134.0,51.0,18.0,132.0,,,,65.0,1.0,24.0,188.0,198.0,opel
87.0,42.0,60.0,,51.0,6.0,150.0,46.0,,,169.0,324.0,,85.0,2.0,14.0,,182.0,bus
103.0,56.0,105.0,183.0,59.0,10.0,210.0,,,,,,218.0,,13.0,22.0,188.0,196.0,opel
90.0,,85.0,,57.0,,159.0,,20.0,167.0,173.0,,186.0,75.0,1.0,11.0,,192.0,van
80.0,34.0,42.0,,57.0,3.0,,59.0,,,131.0,191.0,,87.0,4.0,,179.0,183.0,opel
,,75.0,191.0,71.0,6.0,,40.0,,,180.0,393.0,,69.0,,,195.0,,bus
85.0,,,,,4.0,115.0,,17.0,,136.0,193.0,127.0,,1.0,30.0,,185.0,saab
88.0,,,152.0,,5.0,138.0,48.0,18.0,,158.0,,,,9.0,29.0,,,opel
92.0,42.0,69.0,153.0,58.0,8.0,140.0,48.0,,138.0,165.0,,151.0,,10.0,21.0,199.0,,opel
83.0,37.0,,112.0,55.0,,122.0,,,128.0,144.0,,146.0,85.0,,16.0,,,van
98.0,39.0,,136.0,56.0,,,52.0,18.0,144.0,,,134.0,72.0,4.0,10.0,,,van
,,96.0,,54.0,10.0,216.0,,24.0,173.0,219.0,685.0,218.0,75.0,0.0,,184.0,193.0,opel
108.0,,103.0,,73.0,10.0,,,25.0,174.0,232.0,718.0,214.0,73.0,,3.0,,197.0,saab
90.0,,81.0,144.0,,9.0,150.0,44.0,19.0,,,,200.0,75.0,2.0,0.0,185.0,195.0,van
96.0,40.0,100.0,178.0,,,,,,134.0,205.0,,,,,,,,saab
106.0,,,207.0,64.0,12.0,,31.0,,,229.0,709.0,,73.0,22.0,38.0,,,saab
,,,136.0,55.0,6.0,140.0,48.0,18.0,125.0,166.0,,138.0,,,36.0,189.0,,saab
104.0,53.0,101.0,190.0,63.0,10.0,213.0,32.0,24.0,166.0,218.0,664.0,202.0,74.0,,21.0,188.0,198.0,saab
83.0,44.0,,,69.0,,,,,143.0,166.0,,,,,,188.0,,bus
88.0,,,165.0,,7.0,144.0,,19.0,,,312.0,,,,4.0,188.0,193.0,bus
98.0,51.0,,,72.0,,,35.0,21.0,,199.0,520.0,198.0,72.0,9.0,11.0,196.0,199.0,bus
90.0,42.0,,144.0,,7.0,131.0,,,142.0,154.0,,,65.0,15.0,,197.0,,van
86.0,,63.0,135.0,56.0,5.0,133.0,50.0,,,152.0,262.0,166.0,,,,187.0,,saab
103.0,49.0,107.0,,54.0,,,32.0,,159.0,214.0,,183.0,66.0,1.0,,191.0,200.0,opel
86.0,44.0,,140.0,,,,,,,170.0,322.0,185.0,,,,181.0,183.0,bus
102.0,52.0,101.0,213.0,64.0,,,33.0,,,,616.0,186.0,65.0,,19.0,,203.0,opel
81.0,38.0,53.0,,,6.0,134.0,51.0,18.0,128.0,,259.0,,83.0,10.0,6.0,,,opel
97.0,41.0,,,56.0,7.0,130.0,,18.0,143.0,,247.0,157.0,78.0,,,,186.0,van
,,,153.0,56.0,,141.0,,18.0,141.0,162.0,,,61.0,11.0,,202.0,209.0,saab
,44.0,,129.0,56.0,6.0,152.0,,19.0,150.0,168.0,331.0,177.0,,,13.0,178.0,183.0,bus
97.0,49.0,76.0,203.0,,7.0,,36.0,21.0,157.0,,487.0,186.0,72.0,0.0,7.0,,200.0,bus
,,105.0,230.0,68.0,11.0,,30.0,24.0,171.0,228.0,709.0,210.0,69.0,,4.0,190.0,,opel
91.0,52.0,,196.0,,,193.0,34.0,22.0,161.0,216.0,562.0,,,3.0,1.0,190.0,199.0,opel
84.0,43.0,76.0,180.0,,,155.0,43.0,19.0,,180.0,359.0,,77.0,,,185.0,,bus
95.0,,104.0,,,9.0,191.0,35.0,,148.0,,543.0,169.0,,0.0,28.0,,,saab
95.0,43.0,83.0,198.0,,,177.0,,,,,484.0,,68.0,6.0,4.0,,198.0,bus
,,88.0,160.0,,,,44.0,19.0,,173.0,339.0,182.0,70.0,15.0,11.0,192.0,,van
86.0,44.0,77.0,,60.0,7.0,152.0,44.0,19.0,141.0,174.0,345.0,,72.0,,0.0,,192.0,opel
90.0,,79.0,185.0,69.0,,160.0,40.0,,,,393.0,,66.0,2.0,,198.0,,bus
,38.0,75.0,132.0,,7.0,147.0,,19.0,,,,,75.0,7.0,,,,saab
,,,,,11.0,211.0,,24.0,,,661.0,,,0.0,15.0,186.0,,saab
,38.0,77.0,161.0,62.0,,,,19.0,,174.0,327.0,153.0,71.0,6.0,,,193.0,saab
98.0,55.0,,,,,206.0,32.0,,167.0,223.0,629.0,,72.0,,19.0,187.0,196.0,saab
,,,136.0,58.0,6.0,,48.0,19.0,137.0,,,,77.0,,22.0,,186.0,saab
97.0,,78.0,,,,,41.0,,,,389.0,,,2.0,,,211.0,opel
97.0,41.0,,197.0,,10.0,179.0,,21.0,,,481.0,,63.0,4.0,3.0,,,opel
,47.0,,190.0,,10.0,,38.0,21.0,,186.0,,169.0,59.0,15.0,,201.0,,saab
,,44.0,,,2.0,119.0,57.0,17.0,121.0,139.0,208.0,137.0,,6.0,,180.0,183.0,van
84.0,,76.0,156.0,64.0,7.0,151.0,,,143.0,179.0,339.0,,,,,187.0,,bus
,,85.0,149.0,59.0,11.0,,43.0,,,177.0,362.0,,,12.0,16.0,183.0,,van
91.0,39.0,77.0,,,8.0,139.0,,18.0,139.0,159.0,289.0,,,8.0,17.0,201.0,209.0,van
,,,,67.0,9.0,187.0,35.0,22.0,158.0,214.0,525.0,,67.0,8.0,,193.0,201.0,saab
,,,143.0,,7.0,128.0,,18.0,,,246.0,,,1.0,6.0,202.0,209.0,van
110.0,46.0,,,,9.0,193.0,34.0,,149.0,209.0,561.0,160.0,,,,194.0,,saab
87.0,41.0,,,58.0,,148.0,46.0,,,,318.0,178.0,,19.0,,181.0,185.0,saab
,47.0,,,,,,40.0,,,,402.0,190.0,,7.0,10.0,187.0,193.0,saab
,,72.0,157.0,64.0,,,49.0,18.0,,158.0,279.0,167.0,64.0,4.0,6.0,201.0,,van
,47.0,,161.0,64.0,10.0,163.0,42.0,20.0,160.0,,,,73.0,,,,195.0,van
102.0,43.0,,,63.0,,,,22.0,,,,139.0,65.0,8.0,,195.0,,opel
,,104.0,,66.0,,,,,164.0,223.0,659.0,210.0,,5.0,16.0,190.0,203.0,saab
,,,175.0,70.0,12.0,157.0,,20.0,155.0,172.0,358.0,192.0,69.0,15.0,21.0,190.0,200.0,van
,,66.0,125.0,,,148.0,,19.0,145.0,170.0,323.0,185.0,,,1.0,180.0,183.0,bus
95.0,51.0,96.0,196.0,,9.0,190.0,,,161.0,,,235.0,,13.0,0.0,191.0,,opel
103.0,41.0,83.0,,63.0,,175.0,,,142.0,199.0,455.0,138.0,65.0,,,197.0,,opel
97.0,,88.0,183.0,,,,,23.0,148.0,,596.0,201.0,,8.0,0.0,,191.0,bus
,35.0,66.0,,,7.0,147.0,45.0,,131.0,169.0,,123.0,64.0,1.0,1.0,197.0,203.0,opel
92.0,37.0,80.0,180.0,67.0,,154.0,43.0,19.0,129.0,180.0,353.0,,69.0,6.0,,,195.0,saab
,,109.0,,70.0,11.0,226.0,30.0,,182.0,234.0,,207.0,72.0,,,187.0,198.0,opel
82.0,,73.0,158.0,68.0,,151.0,,19.0,,181.0,,,80.0,,17.0,183.0,,bus
105.0,,,207.0,71.0,6.0,195.0,33.0,,,,579.0,,75.0,6.0,,,194.0,bus
,45.0,70.0,,56.0,7.0,,,,144.0,170.0,,186.0,84.0,9.0,,180.0,183.0,bus
89.0,41.0,76.0,,73.0,,157.0,42.0,19.0,,,,,,,12.0,191.0,,bus
,,,162.0,,11.0,,,20.0,155.0,,381.0,,,8.0,4.0,184.0,193.0,van
,,,,,,167.0,,20.0,,183.0,,171.0,69.0,17.0,,,,bus
,46.0,73.0,137.0,,11.0,,,20.0,,170.0,373.0,186.0,,0.0,9.0,182.0,193.0,van
,56.0,109.0,,57.0,5.0,251.0,,,169.0,,,268.0,82.0,,10.0,,183.0,bus
99.0,38.0,,184.0,,6.0,164.0,39.0,20.0,131.0,,414.0,137.0,71.0,,22.0,200.0,,bus
85.0,42.0,66.0,,53.0,,149.0,46.0,,,169.0,321.0,160.0,85.0,10.0,7.0,180.0,182.0,bus
,,69.0,146.0,59.0,,,51.0,18.0,,,,144.0,,1.0,,193.0,,opel
,57.0,,,67.0,6.0,,26.0,,171.0,285.0,987.0,,86.0,,31.0,180.0,184.0,bus
89.0,,52.0,,57.0,,122.0,,17.0,125.0,,220.0,,82.0,5.0,,,184.0,saab
105.0,51.0,,197.0,,11.0,,35.0,,162.0,,545.0,,64.0,,4.0,,205.0,saab
94.0,40.0,85.0,186.0,62.0,9.0,169.0,39.0,,139.0,184.0,430.0,133.0,61.0,2.0,,,,saab
86.0,,71.0,,,,,45.0,19.0,146.0,,321.0,,71.0,10.0,,187.0,,bus
,51.0,,,,,,34.0,23.0,,214.0,,201.0,65.0,,16.0,194.0,,saab
90.0,46.0,75.0,,55.0,,160.0,,,161.0,173.0,,171.0,77.0,,,182.0,192.0,van
100.0,,92.0,,62.0,,,,21.0,143.0,200.0,,153.0,64.0,6.0,9.0,195.0,,saab
92.0,41.0,,125.0,,,,,18.0,143.0,160.0,,,81.0,7.0,,182.0,,van
89.0,38.0,82.0,,,8.0,,,,,179.0,351.0,137.0,70.0,1.0,1.0,,192.0,saab
,37.0,,184.0,,6.0,,42.0,19.0,131.0,,,,71.0,,4.0,198.0,,bus
83.0,42.0,,,,7.0,149.0,,19.0,142.0,,331.0,158.0,74.0,2.0,2.0,,,bus
,47.0,,165.0,60.0,7.0,,40.0,20.0,147.0,,417.0,,73.0,12.0,,187.0,192.0,opel
106.0,,98.0,192.0,,11.0,217.0,31.0,24.0,166.0,228.0,693.0,,71.0,11.0,,,,opel
,49.0,,,,10.0,,,23.0,,227.0,635.0,,72.0,,16.0,,,saab
,,,,59.0,8.0,171.0,39.0,21.0,152.0,195.0,,196.0,,,,195.0,201.0,opel
,43.0,78.0,162.0,,8.0,,48.0,18.0,,,281.0,,63.0,17.0,,,210.0,van
99.0,52.0,104.0,177.0,55.0,,210.0,32.0,,166.0,,657.0,215.0,,,2.0,,194.0,opel
110.0,,102.0,201.0,,11.0,213.0,31.0,24.0,,222.0,,221.0,73.0,17.0,,188.0,198.0,saab
82.0,,70.0,250.0,105.0,,139.0,48.0,18.0,145.0,231.0,,172.0,,4.0,,190.0,199.0,van
92.0,35.0,,136.0,58.0,6.0,122.0,55.0,,132.0,,,116.0,64.0,6.0,17.0,,203.0,van
94.0,49.0,82.0,,,10.0,159.0,,20.0,160.0,,367.0,,76.0,10.0,7.0,183.0,192.0,van
,42.0,96.0,197.0,,9.0,,37.0,,,,474.0,149.0,67.0,1.0,,193.0,200.0,opel
102.0,54.0,,,61.0,,225.0,29.0,25.0,,,,,,,14.0,188.0,,bus
100.0,54.0,,206.0,65.0,10.0,198.0,,,164.0,,,,,,11.0,,196.0,saab
,45.0,,195.0,,10.0,,33.0,23.0,,,,,67.0,8.0,5.0,,200.0,saab
107.0,53.0,108.0,211.0,63.0,11.0,219.0,31.0,,168.0,,,,,10.0,21.0,190.0,,saab
,44.0,70.0,,,,153.0,42.0,19.0,144.0,,361.0,,67.0,,2.0,,,bus
100.0,,,,68.0,10.0,222.0,30.0,,165.0,241.0,731.0,,73.0,7.0,28.0,188.0,,opel
,41.0,,184.0,59.0,,175.0,38.0,21.0,,192.0,,147.0,63.0,1.0,5.0,196.0,,saab
,46.0,,,74.0,5.0,,,20.0,,,408.0,,70.0,,8.0,,200.0,bus
,,110.0,172.0,,10.0,219.0,30.0,25.0,166.0,235.0,,,74.0,10.0,28.0,188.0,,opel
,,,199.0,,11.0,,,24.0,,,,221.0,,12.0,12.0,,,saab
91.0,38.0,,172.0,61.0,,167.0,40.0,,134.0,196.0,415.0,,71.0,0.0,28.0,189.0,198.0,opel
105.0,,,234.0,,,,31.0,24.0,,,,,68.0,4.0,,189.0,201.0,saab
94.0,,85.0,163.0,,10.0,157.0,,20.0,156.0,,,,,17.0,11.0,,,van
105.0,46.0,,195.0,61.0,9.0,193.0,34.0,22.0,150.0,,557.0,,,5.0,,194.0,,opel
94.0,45.0,85.0,,,10.0,,,20.0,157.0,,367.0,,68.0,1.0,6.0,189.0,,van
91.0,,76.0,,,8.0,132.0,,18.0,,157.0,,124.0,,0.0,12.0,191.0,,van
102.0,48.0,105.0,214.0,64.0,10.0,,33.0,23.0,152.0,,600.0,178.0,64.0,,25.0,,204.0,saab
96.0,,,,,7.0,,41.0,19.0,145.0,179.0,,166.0,67.0,,7.0,202.0,206.0,bus
,,,,56.0,,127.0,54.0,,125.0,144.0,,,,,,184.0,,opel
103.0,48.0,96.0,232.0,,10.0,205.0,,,153.0,226.0,,197.0,71.0,,15.0,,,opel
,,107.0,,61.0,,225.0,,25.0,,228.0,,204.0,,,35.0,187.0,201.0,opel
103.0,52.0,,170.0,52.0,,,,,160.0,254.0,,,82.0,3.0,,183.0,,bus
85.0,,,,,,,46.0,18.0,148.0,173.0,307.0,,,2.0,0.0,190.0,,van
114.0,,,181.0,52.0,6.0,,,,,287.0,968.0,261.0,85.0,2.0,21.0,182.0,184.0,bus
88.0,,55.0,114.0,53.0,,132.0,53.0,18.0,139.0,142.0,,158.0,,0.0,7.0,176.0,183.0,van
86.0,,,,54.0,7.0,154.0,43.0,,,,352.0,145.0,,14.0,13.0,,,opel
,51.0,,217.0,,10.0,204.0,32.0,23.0,162.0,220.0,621.0,195.0,,,19.0,,,saab
105.0,51.0,93.0,,51.0,,217.0,30.0,24.0,165.0,,703.0,208.0,81.0,9.0,25.0,,,bus
,50.0,,204.0,63.0,,218.0,,,156.0,232.0,719.0,213.0,77.0,8.0,,189.0,189.0,bus
,,85.0,,66.0,10.0,,43.0,19.0,150.0,167.0,355.0,,,,10.0,,,van
109.0,,,199.0,60.0,,,31.0,24.0,162.0,,,,67.0,11.0,,189.0,199.0,saab
87.0,39.0,,,,6.0,,,,,173.0,318.0,,70.0,3.0,,195.0,200.0,bus
,41.0,78.0,145.0,,7.0,,,18.0,138.0,,284.0,,,0.0,1.0,192.0,197.0,opel
98.0,48.0,101.0,203.0,,,,33.0,,152.0,,584.0,174.0,68.0,2.0,,,197.0,saab
,,,,68.0,10.0,,43.0,,,,354.0,182.0,,14.0,,194.0,,van
85.0,43.0,,,,7.0,152.0,,,145.0,,341.0,,,1.0,,,184.0,bus
91.0,42.0,66.0,142.0,58.0,9.0,,50.0,18.0,,163.0,268.0,,69.0,,,191.0,197.0,van
80.0,43.0,,123.0,53.0,,150.0,46.0,19.0,147.0,169.0,327.0,,,7.0,,,184.0,bus
,46.0,85.0,,66.0,9.0,151.0,44.0,19.0,,169.0,339.0,,67.0,0.0,,195.0,204.0,van
,,90.0,209.0,69.0,8.0,183.0,36.0,22.0,,211.0,,230.0,70.0,6.0,1.0,189.0,196.0,saab
,40.0,,170.0,,7.0,174.0,38.0,,139.0,,,,,3.0,29.0,,200.0,saab
,36.0,51.0,,56.0,,119.0,,,124.0,139.0,207.0,127.0,81.0,13.0,,,184.0,van
100.0,36.0,,,73.0,,162.0,40.0,20.0,127.0,,401.0,,72.0,6.0,19.0,,204.0,bus
91.0,,72.0,162.0,60.0,8.0,150.0,44.0,19.0,,166.0,,121.0,63.0,2.0,22.0,196.0,,saab
91.0,41.0,,,61.0,8.0,129.0,,18.0,,,249.0,,68.0,,,,201.0,van
86.0,39.0,58.0,125.0,55.0,5.0,117.0,57.0,,134.0,140.0,204.0,148.0,69.0,,6.0,190.0,194.0,van
,,95.0,202.0,65.0,10.0,193.0,34.0,22.0,160.0,220.0,,237.0,71.0,,,,196.0,saab
,43.0,,142.0,,7.0,149.0,45.0,19.0,140.0,168.0,,165.0,,13.0,,186.0,191.0,saab
81.0,,,,,7.0,152.0,45.0,,151.0,,,179.0,81.0,,,179.0,183.0,bus
94.0,,,,,10.0,156.0,44.0,20.0,170.0,,351.0,187.0,,,6.0,,,van
,45.0,92.0,197.0,,10.0,188.0,35.0,22.0,148.0,202.0,526.0,159.0,64.0,,,,,opel
,51.0,,,60.0,,196.0,,,162.0,207.0,,,62.0,22.0,,,,saab
90.0,,69.0,152.0,64.0,,135.0,49.0,,,165.0,272.0,,75.0,3.0,2.0,187.0,191.0,van
,,98.0,225.0,,10.0,214.0,,24.0,,,682.0,199.0,71.0,0.0,16.0,,196.0,opel
,,106.0,,55.0,10.0,,,24.0,,,,,,16.0,24.0,187.0,,saab
84.0,,,123.0,,8.0,151.0,45.0,19.0,146.0,,332.0,176.0,81.0,1.0,12.0,181.0,,bus
,38.0,,191.0,65.0,8.0,169.0,39.0,20.0,,197.0,430.0,,67.0,9.0,,,199.0,saab
