bkblk,bknwy,bkon8,bkona,bkspr,bkxbq,bkxcr,bkxwp,blxwp,bxqsq,cntxt,dsopp,dwipd,hdchk,katri,mulch,qxmsq,r2ar8,reskd,reskr,rimmx,rkxwp,rxmsq,simpl,skach,skewr,skrxp,spcop,stlmt,thrsk,wkcti,wkna8,wknck,wkovl,wkpos,wtoeg,class
,f,,,f,,,,,,,,l,f,n,,f,f,,,f,,,,,,,,,,,,,t,t,,won
,f,,,,,,,,f,f,t,l,f,,,f,f,,,f,f,f,,,,f,,,,,,,f,,,won
f,f,f,,,f,,,,,f,,l,,,f,,f,,,,,,,,,,f,,f,,,f,,,,won
f,,,f,,f,f,f,,f,,,,,,f,,,,,f,,f,f,,,,f,,f,f,,f,,,n,won
,f,,,,,f,,f,,,,l,,,f,,,f,,f,,,,,,,,f,,f,,,t,f,,won
,f,f,,f,f,,f,f,,,t,l,,w,,t,t,f,,f,f,,,f,,,,,,,,f,t,,,won
f,,,f,f,,f,,,,f,,,f,n,,,,,,,,f,,,,,f,,f,,,f,t,t,,won
,f,,f,f,,,f,t,,f,,,f,n,f,f,t,,f,,t,,,f,,,f,,,,,,t,,,won
f,f,,,,,t,,,,t,,l,,w,,f,,,,f,,,,,,f,,f,,,f,,t,,n,won
f,f,f,f,,,,,,f,f,,,f,n,f,f,,,f,f,f,f,,,t,,f,f,,,,,,t,,won
f,,,,f,t,f,,,,f,t,,f,n,,,f,,,,f,,,f,t,,,f,f,,f,,f,,n,won
,f,,,,t,,f,f,,,,,,n,f,f,,f,,f,,,t,,,,,f,,f,,,,,n,won
f,,,,f,,,f,,,,t,l,,,,,,,f,f,,f,f,,,,f,f,,,,,t,,,won
,,,,,,f,,,f,f,t,l,,n,f,,,f,,,,,,f,,,f,,,,f,,,t,n,won
,,,f,f,f,,,f,f,f,,,f,,,f,,f,,,,f,t,,,,,f,f,,,f,t,t,n,won
,,f,f,f,f,f,f,f,,f,t,,,,f,,t,,,f,,,,,f,,,,,f,,f,,,n,won
,f,f,,,,,,t,,f,,l,,n,,f,,,f,f,,f,t,,,,f,,f,,,,,,,won
f,f,,,f,f,f,,f,f,f,,,,n,f,,,,f,f,f,,,,,f,,,,f,,,,,,won
f,,f,f,,f,f,f,,,,,,,n,,f,f,,,f,t,f,,f,,,f,,f,,,,,t,n,won
f,,,,f,,f,,f,,f,,,,,,f,,f,f,f,,,f,,f,f,,,f,,,,,,n,won
f,,,,f,,,,,,,,,f,,f,f,t,f,,f,,f,f,,,f,,,f,,,,,t,,won
f,,,,,t,,,,f,f,t,,,n,f,,t,f,,,f,,,,f,,,,,,,,,,n,won
,,,,f,t,f,,,f,,t,,,,f,f,f,,,,,,f,,,,f,,,f,,,,,n,won
f,,f,,f,,f,,,f,,t,,,,,f,t,,f,,,,,,t,f,,f,,,,f,,,,won
f,,f,,,,f,,,f,,,,f,,,,t,,f,,,,f,,t,,,f,,f,,,,t,,won
f,,,,,,,f,f,f,,,,,,,f,,f,,,,,,f,,f,,f,,,,f,,,,won
f,,f,,f,,,,f,,,,,f,n,,,,,f,,,,,f,,f,,,,,f,f,t,t,n,won
,,,f,,,f,,,f,,t,,,,,,,f,,,,f,,,,f,,,f,f,,,,,n,won
,,f,,,,,,,f,,,,,n,,,,,,,,,,,,,,f,f,,,,,,n,won
f,,f,,,f,,,f,f,,,,,n,,f,,,,,,,,f,,f,f,,,,,,t,t,n,won
,f,,f,,f,f,f,,,f,t,g,f,,,,,,,f,,,,f,,f,f,f,,,f,f,,,,won
,,,f,,,,f,f,,,t,,,n,f,,,,,f,,,t,,,f,,f,f,f,,,,t,n,won
,f,,,,,f,f,,,,t,g,f,,,f,,,,,f,f,,f,f,,f,,f,f,,,,,,won
,,,,f,,f,,,f,f,t,,,,,f,,,,f,t,f,f,f,,,,,f,,,,,t,n,won
,f,f,,f,t,,,,,,,g,,n,,f,,,,,,,t,,f,,f,,,,f,,t,,,won
f,,f,,f,,,f,,f,,,,f,,f,f,t,,,,,,f,f,,,,,,f,,,,t,,won
,,,,,,t,f,f,f,,,l,,n,,f,,f,,,,f,,,,,f,f,,f,f,,,t,,won
f,,,f,,f,,f,,,f,,,f,,f,,t,f,f,f,,f,,,t,f,,,,,f,f,,,t,won
f,,f,,f,f,,f,f,f,,,l,,,,,t,,,f,f,f,t,,t,,f,,,,,f,,,t,won
f,,f,,f,,f,,f,,,,l,f,n,,f,f,f,,,f,f,f,,,,,,,,f,f,t,,,won
f,f,f,,,,,f,f,,,,l,f,,f,,,f,,,,f,f,f,,f,,,,,f,,,t,,won
f,t,f,,,,f,f,f,,,,,,n,,,,f,,,,f,,f,,,f,f,f,f,,f,,,,won
,,,,,f,,,,,,f,,,,,f,f,,f,,,,f,f,,,,,,,f,,f,t,t,won
f,,f,,f,,f,f,,f,,f,,,,,,,,,,,f,,,,,f,,,,,t,,t,t,won
f,,f,,f,,f,f,f,,,f,,,n,f,,f,,,,f,f,t,,,,,f,,,f,f,t,,,won
f,f,,f,,,,,f,,,,l,,,f,,f,f,f,,f,,,,t,f,f,,f,f,f,,,t,,won
,,,,,f,,f,,f,f,f,l,,,,,,,f,f,,,,,t,f,,,,,,,,t,t,won
,,,f,,,,,f,f,f,,,,,,,,f,f,,f,,,f,t,,f,,f,,,,f,,,won
,f,f,,t,,,t,,,,,,f,,,f,t,f,,f,,,,,t,,,f,,,f,,,,,won
f,,,,t,,t,t,,,f,,l,f,n,,,,f,,f,,f,,,,,,,f,,f,,f,,,won
,,f,,,,f,,f,,f,,l,,n,,f,,f,,,,,,,,,,f,f,,f,f,,,,won
f,f,f,,,,,,f,f,,,,f,,f,f,,,f,,f,,,f,t,,f,,,,,f,,t,,won
f,,,f,f,,,,,,,,,f,,,,,f,,,,,,,,,f,,,,f,,,,t,won
f,,,,,,,f,,f,,,l,f,n,,,,,,f,,,f,,,,f,,f,,f,,,t,,won
f,,,f,t,,,f,,,,,,,n,,,t,,,f,f,f,,f,t,,,f,,f,,,,t,,won
,f,,f,f,,,,f,f,f,,l,f,,,f,t,f,,,,f,t,,t,,,,f,,,f,,,t,won
,f,f,,,t,,,f,f,f,,,,,,,f,,f,,f,f,,f,,f,,f,,,,f,,t,,won
f,,,f,,t,,f,,f,,,,f,,f,f,f,f,,f,,f,,,,f,f,,f,,,t,,,,won
f,,f,,,t,,f,f,f,,,l,f,,,,f,,,f,f,f,,f,t,,f,,,f,f,t,f,,,won
f,f,,,,t,f,f,f,f,,f,,f,n,,f,,,,,f,,,,t,f,f,,f,f,f,,t,,,won
,f,f,,f,t,f,f,,f,,f,l,f,n,,,f,f,f,f,,,,f,,f,f,,f,,,,,,t,won
,t,f,f,f,t,f,,,,f,f,l,,,,,f,,f,,,,,f,,f,,f,f,f,f,f,f,t,,won
f,f,,,f,,,,,,f,,,,,,,,,,f,,,,,,,f,,,,,f,,,,won
f,f,,,,t,f,,,f,f,f,l,f,,f,,,f,,,,,,,t,,f,f,,,,f,,t,,won
,,,f,f,,,f,,f,f,f,l,,,,f,f,,,f,,f,t,,,,f,,,,,f,f,,t,won
,,,f,t,,t,f,,f,f,,,,,,f,,,,,f,,t,,t,f,,f,,,,,f,,t,won
,f,,f,,,f,f,,f,,,l,,,f,f,,f,,f,f,f,,,,f,,,,f,f,t,f,t,t,won
,,,,,t,t,t,t,,,,l,f,n,f,f,,,,f,,f,,,,f,,,,,,,f,,t,won
f,f,,f,t,t,t,,,f,,f,,,,,,,f,f,f,,,,,,,f,,,f,,,,,t,won
,,,f,,,,,,,,f,,,,,f,,f,,f,f,,,,t,f,f,f,,f,,f,,,t,won
f,,f,f,,t,t,,,f,f,,,f,,,,f,f,,,,f,,,,f,f,,,f,,,f,,t,won
,f,f,f,,f,,,f,,f,,,,,,,t,,,,f,,f,,,,,,f,,,,t,,,won
f,f,f,,,,,,,,f,,l,f,n,,,,,f,f,f,,f,f,,,f,,f,f,f,,,t,,won
,f,,f,t,,,,f,,f,f,l,,n,,,t,,,,,,,f,,t,,,f,,,f,t,,t,won
,f,f,,,f,,,f,,f,,,f,,f,,,,,,f,f,,,,f,,,,f,f,,,,t,won
,,,,,f,,,,,f,f,l,,,,f,,,f,,t,,f,f,f,,,f,f,f,f,,,,t,won
,f,f,,,f,,f,,f,f,f,,,n,f,,,f,,,,,,,,,,,,f,,,,,t,won
,,f,f,,,,,f,,,f,l,,,f,f,t,,,,,,,,,f,f,,f,,,,t,,,won
,,f,f,,,,,f,f,,,,f,,,,,f,,,f,,t,f,f,,f,f,,,,,,t,,won
f,,,f,,,t,,,,f,,,,n,f,f,t,,f,f,,f,,,,f,,,,,f,,t,t,,won
,,,f,f,,,f,,f,,,,,,f,f,,,,f,,,t,f,f,,f,,,,f,f,,,,won
,,,,,,,,,f,,f,l,f,n,,f,f,,,,,,,,,,f,,f,f,,,t,t,,won
,f,f,f,,f,,,,,,,,,,,f,f,,,,,,,,,f,,,f,,f,f,f,t,,won
f,f,,f,,,,,,,,,l,,n,,f,,,,,f,,f,,,,,,,f,f,,t,,t,won
f,f,f,,,f,t,f,f,,,f,,,n,f,f,,,f,,,,,,,f,,,,f,,,f,t,t,won
,,,f,,,,,,,f,f,,,,,f,f,,,,f,,,,,,,f,f,,,,,t,,won
f,f,f,f,,f,,,,,,,l,f,,f,,,f,f,,,,t,f,f,,,,f,,f,f,,,,won
f,,,,f,,,f,,,,,l,,n,,f,,f,f,f,,,t,,f,f,f,,,f,f,f,,,t,won
,f,,,,,,,f,f,,f,,,,,,,,,,f,f,t,,,,,f,,,,,,,,won
,f,f,f,,,t,t,t,f,,f,l,,n,,f,,,f,f,,,,,f,f,f,,f,,,,,t,t,won
,f,,f,,,t,,,f,,,l,,,,,,,f,f,,,,,,f,,f,,,,,t,t,,won
,,,f,f,t,,f,,,,,,f,n,,,,,,f,f,,,,f,f,,f,f,f,,f,,t,,won
,,,f,,,,,,,f,f,,f,,,,t,,,,f,,,f,,f,,,,f,f,,,t,,won
f,f,f,,f,,,f,,,,,l,f,,,,,f,f,f,f,,,,,f,,f,f,,,,f,,t,won
,,,t,,,,f,,f,f,f,l,,,,,,f,,,,,,f,,,f,,,f,,,,t,t,won
,,,,,t,,f,,,f,f,l,,,f,,t,,,f,f,f,,f,,f,f,f,,f,,,,,,won
f,f,f,,,,,,f,f,,,,f,,,,,f,,,f,,f,f,f,f,,f,,,,,t,,,won
,,,,,,,,,,,,l,,n,,f,t,,,,f,,,,,,,,f,f,,,f,,,won
f,f,f,,t,,f,f,f,f,f,f,,,,,,,f,f,f,,,f,,,,f,f,f,,,,,,t,won
,f,f,,,,f,f,,f,f,f,l,f,,f,,,,f,,,f,,,,,,,,f,f,f,,t,,won
f,,f,,f,,,f,,f,,,,,n,,,t,,,f,t,,,,,f,,f,,,,f,f,,,won
,f,f,,,t,,,,f,f,,l,f,,,f,t,f,f,,,,,,f,f,,,,f,f,f,f,,t,won
,,,,f,,f,,f,,f,f,l,,,f,,,f,f,f,f,,t,,,,f,,,f,f,,,,,won
f,f,t,f,,,f,f,,,,f,,,,,,,f,,,,,,,,,,f,f,,f,f,f,,t,won
,f,,,f,,,,,f,f,,,f,,f,,,,,f,f,f,,,f,,f,f,,f,f,,,,,won
f,,,f,,,,f,f,,f,,,,,,,,f,f,f,,f,t,,f,f,,,,f,,,,t,,won
f,f,,f,f,t,,f,,,f,,,f,,f,,,,,f,,f,,,,,f,f,,,f,f,,,,won
f,,,,f,t,f,,f,,f,,,,n,,,,f,f,,,f,,f,,,,f,f,f,,f,t,,,won
f,f,,,,t,,f,f,,,,,f,,f,,f,,f,,,,f,,f,f,f,,,f,,,f,,,won
,,f,t,t,,f,,f,,,f,l,,,f,,,f,f,,,,f,f,f,,,f,,f,f,f,t,,,won
,,,,f,t,,,,,,f,,f,,f,f,f,,,f,f,,,,f,f,f,,,,,,,t,,won
,,,,,t,,f,f,,,f,,f,,f,f,,,,,f,f,,,,,,,f,,f,,,t,,won
,f,f,,t,,f,,f,f,f,,,,,,,f,f,,,,f,f,,,f,,,,,f,,f,,,won
,f,f,,,,f,f,f,f,,,,f,n,f,,,,,f,,f,,f,,f,f,,,,,,t,,,won
,,,,,,,,f,f,,,,,,,,f,f,,,f,,,,,,,f,,f,,f,f,,,won
,f,,f,t,,t,,,,,f,,f,n,f,f,,,f,f,f,,,,f,f,f,f,,f,,,f,,t,won
f,,,f,f,,,,,,f,,l,,,f,,f,,,f,,,t,,f,,,,,,f,t,,,t,won
,f,f,f,t,t,,f,f,,,,,f,n,f,,f,,f,,f,,,,f,,,,,,,t,f,,,won
f,,f,,t,,t,,,f,f,,,,n,f,,t,f,f,,f,,f,,f,,,,,f,f,,t,,t,won
f,,,,f,,f,,,f,,,,,n,f,,,,f,,f,,,,,f,f,,,,f,,t,t,,won
,f,,f,,f,,,f,,f,f,g,,,f,,t,f,f,,,,,,,f,f,f,,,f,,,t,t,won
,,,,,f,,f,,,f,,,,n,,f,,f,f,,f,,f,f,,,,f,,,,,t,t,t,won
,,,f,t,f,t,,,f,,,,,,f,f,t,,f,f,,,,f,,f,,f,f,f,,f,t,,,won
,,f,f,,,,f,,f,f,,,,n,f,f,t,,,,f,f,t,f,t,f,,,,f,,f,,,,won
,,,,,f,,f,f,f,,,g,,n,,f,,f,f,,,,,,,,,,t,,,f,,,t,won
f,,,,f,f,f,,,f,f,,,f,n,,,,f,,f,,,,,,f,,,,f,,,f,,,won
f,t,,,f,,f,f,f,f,,,,,,,,,f,,,,,,,,,f,f,,,,f,,t,,won
f,,f,,,f,,f,,f,f,f,g,,n,f,,f,,f,f,,,,,t,,,f,,f,,f,f,t,,won
f,f,,f,,f,t,t,t,,,f,g,,,,,t,f,,,f,,f,,t,,,,f,,,,,,,won
f,,f,,,,,,,,f,f,g,,,f,f,t,,f,,f,f,f,,,,f,,,f,f,f,,t,,won
,f,f,f,f,t,f,,,,,,g,f,n,f,,,,f,,f,,,f,,,,,f,f,,,,,,won
,,f,,f,t,,f,,,f,,,,n,f,,t,,f,,f,f,,f,t,f,f,,,,f,,,,,won
f,f,f,,f,,,,f,,,f,,,n,,,,f,f,f,,f,,f,t,f,,f,f,,f,f,,t,t,won
,,f,f,f,,t,,,,,f,,,n,,f,,,f,,,,,,t,f,,f,f,,f,f,,,t,won
f,,f,,,,t,,,,,,,,n,,,t,,,,f,,,f,,,,,,,f,f,t,t,,won
,f,,f,,,f,,f,,,,,f,,f,,t,f,f,,,,t,,t,,f,,,,,,,,t,won
,f,,,,,f,f,,f,,f,g,,,f,f,,,f,,f,,,,,,,,f,f,,,,,t,won
f,,,f,f,t,t,,f,f,,,g,,n,,,t,f,f,,f,f,t,f,t,,f,f,,f,,,,,,won
f,,f,f,,t,t,f,f,f,,f,g,,n,,f,,f,,,,f,t,f,t,,,f,,,,f,,t,,won
,,,,f,,,f,f,f,,,g,,n,,,,f,f,f,,f,t,,,f,,f,,f,f,f,,,t,won
f,f,,,,t,t,t,,,f,,,f,,f,f,t,,,,,,f,,,,,,,,f,,t,,,won
f,f,,,,,,,,,f,f,,f,n,,,,,f,,f,f,f,,,,f,,f,f,f,,t,,t,won
f,,,f,,,t,t,,f,f,,,f,,,,t,f,f,f,f,f,,f,,,f,,,f,,f,t,,t,won
f,f,f,,f,,,,f,,,,,,,,f,,f,f,,f,,f,,,,f,,,,,,,t,,won
f,f,,f,,f,f,f,,f,,f,,,,,f,t,f,f,f,f,f,f,f,f,,,f,,f,f,f,,,,won
,,f,f,t,,,f,f,f,f,,,,,f,,,,,,,f,,f,f,,,,,,f,,,,t,won
f,,f,,,,,f,t,,,f,g,,,f,f,t,,,,t,,,f,,f,,,,,f,f,,t,,won
,,f,,,,,f,,,,f,g,f,n,,,,,f,f,t,,,f,,,,f,,,f,f,t,t,,won
,,,,,,,,,,,f,,,,,f,,f,f,,f,,,,,f,f,,,,,,,,,won
f,f,f,,,f,,,,f,f,,g,f,,,f,t,,,,f,f,,,,f,f,,f,f,f,f,t,,,won
f,,,f,,f,,,f,f,f,,g,,n,,,,f,f,,,,,,f,f,f,,,,f,f,,,t,won
f,,,,,,t,f,,f,f,f,,f,,f,f,,f,,,,,t,,f,f,,,,f,,f,,,,won
f,,,,,f,,,t,,,,g,,,f,,,f,,f,t,,,,f,,f,f,,f,,f,t,t,t,won
f,,,f,,t,,f,f,f,,,,,n,,f,t,f,,,,,,,f,,,,,f,f,,t,t,t,won
,,,,,,,f,,,f,f,,f,n,,,,f,f,,,,,f,f,f,f,,,,,,f,t,,won
,f,f,t,,,f,f,,,f,,,,,f,f,,f,f,,,f,f,f,,,,,f,f,,f,,,,won
f,f,f,f,,,,,f,f,f,f,,,n,f,,,f,,,,,,,,f,,,,,,f,,,,won
f,f,,f,,t,,,,,,,g,f,n,,,,,f,,t,f,,f,,f,,,f,,,f,,t,,won
,f,,f,,,,,f,,f,f,,f,,,,,,f,,,f,,,,,,f,f,,f,,,,,won
f,f,,f,t,,t,,,,,,g,,n,,,,f,,f,,,,f,,,,,f,,,,t,t,t,won
,,,f,,,f,f,,,,f,g,f,n,,f,t,,,f,,,,f,f,f,,,,,,,t,,t,won
,,,,f,f,,f,,,,,,f,n,,f,,,f,,,,,,t,,,f,f,f,,f,t,,,won
,,f,,,f,,,,f,,t,,,n,f,,,f,f,f,,f,,,t,,f,f,,f,,,f,,,won
f,,,f,,f,f,,,,,t,,f,n,f,f,,,f,f,f,,t,,t,f,,f,,,,f,,t,t,won
f,f,f,f,,t,,,,,f,t,,,,,,t,,f,f,,f,f,,t,f,f,f,,,,f,,t,t,won
,,,,,,,,f,f,f,t,,f,,,f,,,f,,,,,,t,,f,,,,f,t,f,,t,won
f,f,,,,,f,f,f,,f,,,,,f,,,,f,,f,,t,,,f,,f,,,,,f,t,,won
f,,,,,f,f,,,,f,t,l,,,,,t,f,,,,,f,,,,,,f,,f,,t,,,won
f,,,f,f,f,,,t,,,,l,,,,,,,,f,t,f,,,,,f,,,,,,,t,t,won
f,,,f,f,f,f,,f,,f,,l,,,f,f,,f,,f,,,t,,,f,f,,,,,,,,,won
,f,f,f,,f,f,,f,f,,t,,,n,f,,,,f,,,,f,f,,f,,,f,f,f,,,t,t,won
,,,f,,,f,,f,f,,,,,n,,f,f,,f,,,,,f,,,f,f,,,f,,f,,,won
f,,,f,,,f,,f,,,,l,,,,f,t,,f,,f,f,,f,,f,,f,f,f,,,,,t,won
,,f,,,t,,,f,,,t,l,f,n,,,,f,,,,,,f,,,f,,f,,,f,,,t,won
,f,,,,,,f,,f,,,,f,,f,,,f,f,f,,,,f,,,,,,f,,f,t,t,t,won
,f,f,f,,,f,,,,,t,,,n,,,,f,,f,,,t,,,f,f,f,f,f,,,,,,won
,f,f,,f,,,,,,f,,,,n,,,,,,f,f,,f,,f,,,,,f,,f,,,t,won
,f,,f,,,,f,,f,f,,g,,,f,,,f,f,,f,f,t,f,,f,,,f,,,,t,t,,won
f,f,,,,,,,,f,f,f,l,f,,f,f,,f,f,,f,f,,,t,f,,,f,f,f,,t,,,won
,f,,,f,,f,f,,,,f,,,n,f,,,,,t,,,,f,t,,f,,,f,,,,,,won
,f,f,,f,,,,,f,,,,f,,,f,,,f,t,,f,,,t,,f,,f,,,,,,,won
,,f,f,f,,,f,f,,f,,,,,f,f,,,,,,,t,f,,,,,,,,f,,t,n,won
f,,,,,,f,,f,,f,,l,,,,,,,,t,,f,,,,f,,,,f,,,,t,n,won
,,f,,f,,,,t,f,f,f,l,,,,f,t,,,t,t,,t,,t,f,,,,,,,,,,won
,,f,f,f,f,f,f,f,f,,,,,,,,,,,,,f,,,,f,,f,,f,f,f,f,,,won
f,f,,f,,,,,f,f,,,,f,,f,f,f,,,,f,f,,f,t,f,,,f,f,,f,f,,,won
f,f,f,f,,,f,f,,,,,,,,f,f,,,,t,,,f,,,f,f,,,,f,,,t,,won
,,,f,,f,,,,,,f,,,n,,,,,,t,f,,,,,f,,f,f,f,,f,,t,n,won
f,f,,f,t,,,,f,,,f,l,,,,,,,,,f,,,f,t,,f,,,,f,,,,,won
,,f,,,f,,f,f,,f,f,l,f,,,,,,,t,,f,t,f,,,,,,f,f,,,,,won
,f,f,,,,,,f,,,f,,,n,,,,f,f,t,,,,,,,,,,,,t,,t,n,won
,f,,,,,f,f,f,,f,,l,,,,,t,f,,t,f,f,f,,t,f,f,f,,f,,f,t,t,,won
,f,f,f,,,f,,f,,f,,,,n,,f,,f,f,t,f,f,f,f,,f,f,f,f,f,,t,t,,n,won
,,,f,,t,f,f,,,f,,l,,,,f,,,f,,,,,f,,,,,,f,,,,,n,won
,f,,f,,t,,,f,f,,,,,,f,f,t,,,,,,t,f,t,,,f,,,f,,,t,,won
f,f,f,f,f,,,f,,f,,,l,f,,,,,,f,,,f,,f,t,,,,,f,,,t,,n,won
f,,,,,t,,,f,,f,,,,,,f,,f,,,,,f,,t,,f,f,,,,,f,t,n,won
,f,,,,,,,f,,,,,f,,,f,,,f,,f,,,,t,,f,,,f,f,,f,,,won
,,,,t,,f,,,f,,,l,,n,,,,f,,,,,f,f,,,,,,,,f,f,t,,won
f,,,,,,,,,f,f,,l,,n,,f,,,f,t,,f,,,t,,,,,,f,,,t,,won
,,,f,f,f,f,,,f,,,,,,,f,,,,,,f,f,,,,,f,,f,f,,t,t,n,won
f,,,f,,f,,,,,,,,,,,,t,,,,,f,,f,,f,,f,,,f,t,,,,won
,f,f,f,f,,,,t,f,,f,,,n,,f,,,,,,f,f,f,,,,,f,,f,,t,t,,won
f,f,f,,f,,,f,,,f,f,,,,,,,,,,,,,,,,,,,f,,,,,n,won
,f,f,f,,f,f,f,f,f,f,f,,f,,,,,,,,f,f,,,f,,f,f,f,f,,,t,,,won
f,,,,,,,,,,f,f,,f,,f,,,f,f,t,,f,,,,,f,,f,f,,,,,,won
,f,f,,f,,,f,,,,f,,f,,,f,,,,t,,f,t,f,f,,f,f,f,,f,,t,,n,won
f,,,f,,,,,,,,,,f,n,f,,,f,f,,,,,,,f,f,,,,f,,t,,,won
,f,f,f,f,,,,f,,f,,l,f,,,f,,f,f,,,f,f,,,,f,,,,,f,f,,,won
,,f,,t,f,f,,,,,,,f,,,,,,f,,,,f,f,,f,,,,,,f,f,,,won
,f,,f,,f,f,,,f,f,,l,,,,,,,,t,,f,,,,f,f,,,,f,,f,t,n,won
,,,,,f,,,f,,,,l,,n,,,,,,t,,,,,,,,,,,f,,,t,,won
f,,,,f,,,f,,,,f,l,f,,,,,,f,t,,f,f,,,,,,,f,f,,t,,,won
f,f,,f,,,,f,f,f,,,,,n,,,f,,,t,f,,,,,f,,,f,f,f,,f,t,,won
f,,,,t,,f,,,,f,,l,,,,,,,,,f,,t,,f,f,f,,,,,,,,,won
,,,f,,f,,f,f,f,,,,,,,,,f,f,,f,f,,f,,,,f,f,,f,,,,n,won
,f,f,f,,f,f,f,f,f,f,f,,,n,,f,,,,t,,,,f,,,,f,,f,f,,,t,,won
,,,,,,f,,f,,f,,,f,n,f,,t,,f,,f,,f,,f,,f,f,f,,,,,,n,won
f,f,,f,,t,f,,f,,,f,l,,n,f,f,t,f,,,,,f,f,f,f,,,,,f,,,t,,won
,,,,,,f,f,t,,f,,l,f,,,,,,,,t,f,,,f,,f,,f,,,f,,,n,won
f,f,,,f,,,,t,,f,,,,,,,,f,f,,,,,f,,f,,f,,,f,t,,,n,won
,,f,f,f,,,f,f,,f,,,,n,f,,,,f,t,,,,f,,,f,f,f,,,,,t,,won
f,f,,,f,t,,,,,,,l,f,n,,,t,f,f,t,,,,f,,f,,,,f,,t,,,,won
,,,f,t,t,,,f,f,f,,l,,,,f,t,,,t,,f,t,,f,f,,f,,f,,t,,t,,won
,,,f,,,f,f,,,,f,l,f,n,,,,f,f,,,,f,f,f,f,f,f,f,,f,,,,,won
,,,,t,,,f,,,,,l,f,,,,,f,f,,,,,,,,,,,,,f,f,,,won
,,,f,t,t,t,f,f,,f,,,,,,f,,,,t,f,f,f,,f,,,f,f,f,,,f,t,,won
,,,,,t,f,f,f,f,f,,l,,,,f,f,,,,f,,,f,,f,f,,,f,,t,,,,won
f,,f,,,t,f,,,f,,,l,,n,f,,f,,f,t,f,f,f,,f,,,,,,,,f,,,won
f,f,f,,,t,t,f,,f,,f,,,n,f,,,,f,,f,f,f,f,f,,,,f,,f,t,,,,won
,f,,,,,f,f,,,,f,,,n,,,f,,,t,t,,f,,,f,,f,,,f,t,t,,n,won
,,,f,,t,,,f,f,,f,l,,n,,,,,,t,,,,f,,,,,,,,,f,,,won
,f,,f,,,f,,f,f,f,,,f,n,,,,,,t,,f,t,,f,f,f,,f,f,,t,f,,,won
f,,,f,,,f,f,,f,f,f,,,n,,f,t,,f,,,,,,,,f,,f,f,,,,,n,won
f,f,,f,,,,,f,f,,,,,,,,t,f,,,,,,,t,,f,f,,f,,,t,,,won
,f,f,,,,,,f,,f,f,g,,,,,,f,f,,f,f,,f,,f,,f,f,,,,t,t,,won
,,f,,,,f,f,,f,,,,f,,,f,,f,,,f,f,t,,t,,,,,,f,,t,,n,won
,,f,,f,,,f,f,f,,f,,,n,f,,,,,,,f,t,,t,,,,f,,f,,,t,,won
,f,,f,f,f,f,,,f,f,,g,f,n,f,,t,f,f,,,f,t,,,f,,,t,f,,,,,n,won
f,,,f,,t,,,,,,,g,,,f,,,f,,t,f,,,,,f,f,,f,f,f,,,t,n,won
f,f,f,,,,,f,f,f,,,g,f,,,,,,f,,f,f,f,,,f,f,,,,,t,t,,n,won
f,f,,,,,,,,f,f,,,f,,f,f,,,f,t,f,,,f,,,f,,,,f,f,t,t,n,won
,f,,,,t,f,,,,f,,,,n,f,,t,,f,t,f,f,,f,t,,,,,f,f,t,,,,won
,,,,f,,,f,,f,,f,,,,,f,t,,f,,f,,f,,,,,,,,f,,t,,n,won
,f,f,,,f,f,f,,f,,,g,f,n,f,,,,f,,,,,f,f,,f,,f,f,,t,,,,won
,,,f,f,,,,f,f,f,f,,,,f,f,t,,,,f,f,t,,f,f,,f,,,,,t,,n,won
,,f,,f,,f,f,,,,,g,f,,,,,,,,f,,,f,,,f,,t,,f,f,,,,won
,,,,f,,,,,,,,,,,,f,t,f,,,,f,t,,f,,f,,,,,,,,,won
,,,f,,,,,,,,,g,f,,,,,f,,t,f,,f,f,,,f,,,,,f,,,n,won
,,,f,f,t,,,,f,f,,,,n,f,,,,f,t,f,,f,,f,f,f,f,f,f,f,,t,t,,won
f,,f,,,,f,,,f,,f,,f,n,f,f,t,,f,,,f,,,,f,,f,f,,f,,,t,,won
f,,f,f,,,,,,,,f,,f,,,,,,,t,,,t,,,f,f,,f,f,,f,,t,n,won
,f,f,,f,,,f,,f,,,,,n,,,,f,,,,,,,,f,f,f,,f,,,,,,won
f,,f,f,,,,,,f,,,,,,,,,,,t,,,f,f,,,,f,f,,f,,,,,won
,f,f,f,f,f,f,,t,,,t,,,n,f,,,,f,,,f,f,,t,f,,,f,,,,,,,won
f,f,f,f,f,,,,f,,,t,,,,f,,,f,,t,,,f,,t,,f,f,f,f,,f,,,n,won
f,f,f,,,t,,f,f,,f,,,f,n,,,t,f,f,t,f,,f,,,f,f,,,,,,t,,n,won
f,,,f,,t,f,,,f,f,t,l,,n,,,,f,,,t,,,f,,f,,,,,,,t,t,,won
,,,f,f,,,,f,,f,t,l,f,,,,,f,,,f,,f,f,t,,f,f,f,,f,f,f,,n,won
f,,f,f,f,,f,f,,,,t,,f,n,,f,,f,f,,f,,,f,,,f,,,,f,t,t,t,,won
f,,,,,f,f,,,,f,t,,,n,,,,f,f,,,,,f,,,,f,,f,,,,,,won
,f,,f,f,,f,f,,f,f,,l,,n,f,,t,f,f,t,f,,,,,f,,f,,f,,t,t,,,won
,,f,,,,,,,,,,,,n,,f,,f,f,t,,f,,,,,f,f,f,f,f,f,,,,won
