checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
<0,,,,,,,,female div/dep/mar,,4.0,,,,,,,,,,good
,12.0,,,,no known savings,,,,,,,,,,2.0,,,,yes,good
,,existing paid,,,,,,,,,,,,,,,1.0,,,good
,,,,9271.0,,4<=X<7,,,,,car,,,,,,,,,bad
,,,radio/tv,590.0,,,,male mar/wid,,,real estate,,,own,,,1.0,none,,good
,12.0,,radio/tv,,,,,,,,,,,,4.0,,,,,good
,42.0,,,,<100,unemployed,,,none,,,,,,,high qualif/self emp/mgmt,,,,good
0<=X<200,,,,,,,2.0,,,,,,,,,,,,yes,bad
,,existing paid,,,,<1,,,,,,,,own,1.0,,,yes,,good
0<=X<200,,,radio/tv,484.0,<100,,3.0,,,,real estate,,,,,unskilled resident,,,,good
<0,36.0,,,,,4<=X<7,4.0,,,4.0,,,none,,,,,,yes,bad
,,,domestic appliance,,,1<=X<4,,,,4.0,,,,,1.0,,,,,bad
,,,,,,4<=X<7,,,,4.0,,46.0,,,,,,,yes,bad
0<=X<200,,,,,,,,,,,,,none,,,,,,,good
,,,domestic appliance,,,,,,none,,,,,,,,,,,good
,,,,,,,,,,,,,,,,,1.0,,,good
<0,,,,,<100,,2.0,male div/sep,,,car,43.0,,,,,1.0,,,good
,,,,1345.0,,,,,,,,26.0,,,,,,,,bad
,,,,,<100,,,,,,real estate,,,,2.0,,,,,good
,,existing paid,,,<100,,,male mar/wid,,1.0,,,,,,,1.0,none,,good
,36.0,,,,,,2.0,,,2.0,,,,,,skilled,,none,,bad
,,,new car,731.0,,,,,none,,,,,,2.0,,1.0,,,good
no checking,,critical/other existing credit,,,,,,,,2.0,,,,,,,1.0,,,good
,,,,1602.0,,,,,,,,,,,,,,yes,,good
,,,,,,>=7,1.0,,,,,,,,,,,yes,yes,bad
no checking,18.0,,,4165.0,,,,,,,,,stores,,,,,none,,bad
,36.0,,,,,,,male single,,,,,,,,,,,,bad
,,,business,,no known savings,,,,,,no known property,,,,,skilled,,,,good
,,,,,,,,male single,,,,,,,,,,,yes,good
<0,18.0,,new car,,,,,female div/dep/mar,,,,,,,,skilled,,,,bad
<0,,no credits/all paid,,11816.0,<100,,2.0,,,4.0,car,,,,2.0,,,,,bad
,,existing paid,,,,,,female div/dep/mar,,,,,,,1.0,skilled,,,,good
>=200,,,,,,,2.0,,,3.0,,,,,,,,,,bad
<0,,,,1082.0,,,,,,,,,,,,,,,yes,bad
,12.0,,,,,,,female div/dep/mar,,,car,,none,own,1.0,,1.0,,,good
no checking,4.0,,,,,<1,,,,,,,,,,,,,,good
,24.0,,,2957.0,<100,,,,,,life insurance,,none,,,,,,yes,good
,,critical/other existing credit,,2611.0,,,,,,,,,,,,skilled,,,,good
,36.0,,furniture/equipment,,,,,,,,,,,,,,,,,bad
no checking,,delayed previously,,,,,,,,2.0,,,,,,,,,,good
,,existing paid,,,<100,,,,,,,23.0,,,,skilled,,,yes,bad
,,,business,,,,4.0,,,4.0,,,,,1.0,,,,yes,good
,,,,,,>=7,,,,,,47.0,,own,,,2.0,,,good
,,,,,,,,,,,car,,none,own,,,1.0,,,good
,,,new car,6761.0,no known savings,,,,,,car,,,,,,1.0,,,bad
,,,new car,,,,,,,,,,,,1.0,skilled,,,,good
,,,radio/tv,,,4<=X<7,3.0,,,4.0,real estate,,none,own,,skilled,,,,good
,12.0,existing paid,,,,,,,,,,,,own,,,,,,bad
,,,,,,,,male mar/wid,,,,,,,,,,,,bad
,24.0,,,,,,,,,,,,,,,,,,,good
,,,,,,,4.0,,none,,,,,for free,2.0,,1.0,,,good
,,all paid,,,,,4.0,,,,no known property,,,,,,,,yes,bad
,,,,,,,,,,,,,,,,,,,,good
,,,,,,,,,,,,,,,,,,,,good
no checking,10.0,,,894.0,,,,,,,,,,,,,,,yes,good
,,,,,<100,,,,,,,,,,1.0,,,yes,,good
,,,,3959.0,,1<=X<4,3.0,,none,,life insurance,,,,,,,yes,,bad
no checking,,,,,100<=X<500,,,,,,,,,rent,,,,,no,good
,,critical/other existing credit,,,,1<=X<4,4.0,,,,real estate,,,own,,skilled,,,,good
,18.0,delayed previously,business,2169.0,,,4.0,,,2.0,car,28.0,,,,,,,,bad
,,,,,,,,female div/dep/mar,,,,35.0,,,,,,yes,,bad
,,,,,,<1,4.0,,,2.0,,32.0,stores,,2.0,,,,yes,good
no checking,,,,,,,,,,,,25.0,,,,,,,,bad
,,,,,,,,,,,,,,rent,,,,,,good
,,,,2389.0,,,,,none,,,,stores,,,,,,yes,good
no checking,,,,,,>=7,,male single,,,,,,,,,,,,good
,,,,,,,,male single,none,2.0,,,,own,,skilled,,,,good
,12.0,,,,,,,,,4.0,,24.0,,rent,,,,,yes,good
,36.0,,,,,,2.0,,,,,,none,own,,,,,,good
,,,new car,,<100,>=7,,,,,,46.0,none,,,,,,no,good
,,,,,,,,,,,,,,own,,,,yes,,good
,,,,,,,,female div/dep/mar,,,real estate,24.0,,,1.0,,,,yes,good
<0,,,,3590.0,<100,,,male single,co applicant,2.0,,,none,,,,,,,good
0<=X<200,,,,1322.0,,,,,,,,40.0,,own,,,,,,good
,18.0,,radio/tv,,<100,<1,,,co applicant,4.0,,,,for free,1.0,high qualif/self emp/mgmt,,,yes,good
no checking,36.0,,,,,,,,,,,,none,,,,,,,good
,,,,,,,,,,,,,,,,,,yes,yes,bad
no checking,30.0,,,,no known savings,,,male single,,3.0,,,,,,,,,,good
,,,,7814.0,<100,,,male single,,,car,,,own,,,,,yes,good
,24.0,,,,,1<=X<4,,,,,no known property,48.0,,,,,,,,good
,,,new car,,,,,,,,,36.0,none,,,,,,,good
no checking,,,,,,,,,,,car,65.0,none,,,,,,,good
,,,,,,,,,,,,,,,,,1.0,,,bad
,12.0,,education,,,,,female div/dep/mar,,,,,,,,,1.0,,,bad
,,,business,,,,,,,,no known property,,,,,skilled,,yes,yes,good
,,,,15672.0,,,,,,,,,,,1.0,,1.0,,,bad
,,,,,,,4.0,,,,,34.0,none,own,,,1.0,,yes,good
,,,,,,,,,guarantor,4.0,,,,,2.0,,,yes,yes,good
,,,business,,,>=7,4.0,,,,,,,,,,,,,good
,15.0,,,,,,,,none,,,46.0,none,own,,,,,,good
,12.0,,,2171.0,,,,,none,,life insurance,,,own,,,,,,good
,,,,5800.0,,,,male single,,,,,none,,,skilled,1.0,,,good
,,critical/other existing credit,radio/tv,,,,,male single,,,,29.0,none,own,,skilled,,,,good
no checking,36.0,,,,,4<=X<7,,,none,,,,,,1.0,,,,,good
,,,radio/tv,,,<1,,,,,life insurance,,,rent,,,,yes,,good
no checking,,,,,>=1000,,,female div/dep/mar,,,,,,own,,skilled,,,no,good
,,,,,,4<=X<7,,,,,,,,,1.0,,1.0,,,good
,,,,,,,,male single,,,,,,,,,,,,bad
,,,new car,2625.0,<100,,,male single,,,life insurance,43.0,,,,,,,,bad
,,,,,,<1,2.0,male div/sep,,,real estate,44.0,,own,,skilled,,,,good
,,,,,,,,,,4.0,,,,,,,,none,,good
,,existing paid,,,,,,,,,,,,rent,,,,,,good
,,,,,,,4.0,,,,,36.0,,,,,,,,good
,,,radio/tv,,<100,,,,,2.0,,,,,,,,,yes,good
<0,21.0,,,,no known savings,,2.0,,,,,,,,,,,none,no,good
,,existing paid,,,,1<=X<4,,,,,,,,,1.0,,,,,good
,,,,3594.0,,,,female div/dep/mar,,,life insurance,46.0,,own,,,,,,good
,,,,,,,,,,,,33.0,,,,,,,,good
,,,,,,,4.0,,,,,,,,,,,,,good
0<=X<200,,,,,,,,,,,,25.0,,,,,,,,bad
,30.0,,,,no known savings,,,female div/dep/mar,none,4.0,,,,,,,1.0,,,good
,,,business,2142.0,,,,,,,,28.0,none,,1.0,skilled,,,,good
,,all paid,,,,,4.0,,none,2.0,,31.0,,,,,,,,bad
0<=X<200,48.0,,,,,,1.0,female div/dep/mar,,,,,,,,high qualif/self emp/mgmt,,,,bad
,,,,,100<=X<500,,,male single,co applicant,,,,,,,,,,,good
,,existing paid,,,,,,,none,,,,,,,,,,,bad
,,,,,,unemployed,,,,1.0,,,,,,skilled,,,yes,bad
,,,,,,,,,,,,,none,,,,1.0,,,bad
no checking,,,,,,,,,none,,no known property,28.0,none,own,,,,,,good
,,delayed previously,,,500<=X<1000,,4.0,,,,,,,own,,,,,,good
<0,,,,,,,,,none,,,,,rent,,,,none,yes,bad
,,,new car,,,,,,,,,,,,,skilled,,,,good
,,,,,,<1,,,none,,life insurance,55.0,,,1.0,,,,,bad
<0,,,,,,<1,,male single,,,,,bank,,2.0,skilled,,,,bad
<0,,critical/other existing credit,,1049.0,,,,,,,life insurance,,,,,,,,yes,good
,,,used car,,<100,4<=X<7,,,,4.0,,,,,,,,,yes,bad
no checking,30.0,,,,no known savings,,,male single,,4.0,,,none,,,skilled,,yes,,good
,,,new car,,,,,,none,,,,,,,,2.0,none,,good
,,existing paid,furniture/equipment,,,,,,,1.0,,,,,1.0,,1.0,,,good
,,,,,,,,,,,car,22.0,,,1.0,,1.0,,,bad
no checking,,,,1224.0,,,,,none,,,,,,,skilled,,,,good
no checking,,,radio/tv,522.0,,,,,,,,,,,,,,,,good
,,,,,,,,,,,,,,,,,1.0,,,good
0<=X<200,,,,,100<=X<500,,,,,,no known property,,stores,,,,,,,bad
,9.0,,,,<100,,,,none,,,28.0,,,,,,,,bad
,,,,,,,,,,,,,none,,1.0,,,,,good
,60.0,,,,,,4.0,,,4.0,,,,,,,,none,,bad
,,critical/other existing credit,,6842.0,,,,,,,,,none,,,,,yes,yes,good
no checking,,,,,,,,,,,,,,,,high qualif/self emp/mgmt,,,,good
no checking,,,,1546.0,,1<=X<4,3.0,,none,,,,,,1.0,,,,no,good
,,,,,,4<=X<7,4.0,,,,,,,own,,skilled,,,,good
,4.0,,,,,,,,,,,,,,,,2.0,,,good
,,existing paid,,1845.0,,,,,,,,,,,,,1.0,,yes,good
,48.0,no credits/all paid,,,,,,,,,car,,,,,skilled,,,,good
,,,,,,,,,,,,,,,,,,,yes,bad
,,,,,,unemployed,,,,,,,,,,high qualif/self emp/mgmt,1.0,,,good
,,,,1533.0,<100,,,,,,life insurance,,none,,,unskilled resident,,,,bad
,,,,,,,,,,,car,,,,,,,,,bad
,,,,,,unemployed,,,,,,,,,,unemp/unskilled non res,,,,good
,,,,2145.0,<100,,,,,,,,,,2.0,,,,,bad
,,,used car,,,,,female div/dep/mar,,,car,,,,,,,,,bad
,,existing paid,furniture/equipment,,,,4.0,,,,,,,,,,1.0,,,bad
,,existing paid,,,,1<=X<4,,,guarantor,,,,,,,,,,yes,good
<0,24.0,,radio/tv,,>=1000,,,female div/dep/mar,,,,,none,,2.0,,,,,good
,,,,,,,,,,,,49.0,,own,,,,,,good
,9.0,,,,,,2.0,,,,,,,,3.0,,,,,good
,,,new car,,,,,male single,,,,,,,,unskilled resident,,,,bad
0<=X<200,,,,3069.0,,,,,,,,,,,,,,,yes,good
no checking,,,,,<100,>=7,,,none,,,,,,,,,,,good
,,,,,,,,,,,,,,,2.0,skilled,,none,,good
no checking,,,,,no known savings,,,,,,,,,,1.0,,,,,good
,,,,2397.0,,,3.0,male single,,,,,,,2.0,,1.0,,,bad
,,,repairs,,,,,,,,,,,own,,,,,yes,good
,,existing paid,radio/tv,,,,,,,,,26.0,,own,,,,,yes,good
,27.0,,,2520.0,,1<=X<4,,,,,,,,,,,,none,,bad
,,,radio/tv,3568.0,,,,female div/dep/mar,,,,,,rent,,,1.0,,,good
no checking,,,,7166.0,,,2.0,male mar/wid,,,,29.0,,,,,,,,good
,,,new car,,,,1.0,,,,,,,,2.0,unskilled resident,,none,yes,good
,,,,1514.0,,,,male single,,,real estate,,,own,,,,,yes,good
,,,,,,,,male single,,,,,none,,1.0,,2.0,,,good
<0,,all paid,,,,,,,,,no known property,,,,,,,,,bad
,60.0,,,7297.0,<100,,,,,4.0,,,,,1.0,,,,,bad
,,,,,,,,,,,,,,own,,,,,,good
,24.0,,,,,,,,,,,,,own,,,,none,,good
,,,,,<100,,,,,,real estate,,,,,,,,,good
,18.0,,business,,,,,male single,none,,,42.0,none,,,,,,yes,good
,,,,,,,,,none,,,47.0,,own,,,,,,bad
,,,,,,,,,,,life insurance,,none,,,,,,,bad
,,,,,<100,,,,none,,,,,,,,1.0,none,,bad
,48.0,,,,,,,,,2.0,,,bank,rent,,,,,,bad
,,,,,100<=X<500,,,,,1.0,,28.0,,,,high qualif/self emp/mgmt,,,yes,good
<0,,existing paid,,8229.0,,,2.0,,,,,,,,,,,,,bad
,24.0,,,,,,,,none,,,30.0,,,,,1.0,,yes,good
,,critical/other existing credit,,,,1<=X<4,,,,,,,,,,,,,,good
>=200,,,business,6289.0,,<1,,,,,,,,,,,,,yes,good
no checking,13.0,,,,,,2.0,,,,real estate,64.0,,,,,,,yes,good
,,existing paid,,,,,,male single,,,,,,,,,,,,good
,,,,,,,4.0,,,,,,,,,,1.0,none,yes,good
,,,education,,,,,male single,,1.0,,37.0,,,,,,none,,good
no checking,15.0,,,,,>=7,,male single,,,car,,,own,1.0,unskilled resident,,,yes,good
,,,,1936.0,,,,,none,,,,none,,,,1.0,,,good
,,,furniture/equipment,,,,,,,,,,,,,high qualif/self emp/mgmt,,,,good
,,existing paid,new car,,,,,,,,car,50.0,,,,,1.0,,,good
no checking,,,,,,,,female div/dep/mar,,,real estate,,,own,,unskilled resident,,,yes,good
,,,,3857.0,,,,male div/sep,,,life insurance,,,,,high qualif/self emp/mgmt,,,yes,good
no checking,,,,804.0,<100,,,,,,,,none,,,,,,yes,good
,45.0,,,,,,,,,,,,,for free,,,,,yes,bad
0<=X<200,,,,,,,,male single,,,,27.0,,,,,,none,yes,good
