checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
,24.0,existing paid,,,<100,1<=X<4,,male single,guarantor,4.0,,,bank,,1.0,skilled,,yes,,good
<0,24.0,delayed previously,radio/tv,,<100,<1,4.0,female div/dep/mar,,2.0,,29.0,none,,,unskilled resident,,yes,yes,bad
no checking,,delayed previously,,7238.0,no known savings,,,male single,none,3.0,car,32.0,,,,skilled,2.0,none,,good
no checking,33.0,delayed previously,business,,<100,,2.0,female div/dep/mar,none,2.0,car,,,own,,,1.0,yes,yes,good
,,delayed previously,used car,4679.0,,,3.0,male single,none,,,35.0,,,2.0,unskilled resident,1.0,yes,yes,good
,24.0,existing paid,,3092.0,,<1,3.0,male mar/wid,none,2.0,,22.0,none,,1.0,skilled,,yes,yes,bad
<0,,existing paid,,,<100,,4.0,,none,4.0,,23.0,,own,,,,none,,bad
,,existing paid,new car,654.0,<100,1<=X<4,4.0,male single,none,3.0,,,,,,unskilled resident,,none,yes,bad
no checking,,existing paid,,1238.0,no known savings,unemployed,4.0,male single,none,,,,,own,1.0,high qualif/self emp/mgmt,2.0,,,good
,18.0,,,,,1<=X<4,,male mar/wid,none,,car,33.0,,,,skilled,1.0,none,yes,bad
,,no credits/all paid,,,<100,,,female div/dep/mar,,4.0,life insurance,26.0,none,,1.0,skilled,,,yes,bad
,,existing paid,,2569.0,,,4.0,male single,none,,car,24.0,,own,1.0,,,none,yes,good
,24.0,existing paid,,5152.0,<100,,4.0,,none,,car,25.0,bank,own,,skilled,1.0,none,,good
0<=X<200,12.0,existing paid,business,,,4<=X<7,,male single,,4.0,,,none,,,unskilled resident,1.0,none,,good
,,critical/other existing credit,furniture/equipment,1478.0,<100,>=7,4.0,male single,none,4.0,car,44.0,none,own,2.0,,,,yes,good
0<=X<200,12.0,critical/other existing credit,radio/tv,,<100,1<=X<4,1.0,female div/dep/mar,none,1.0,real estate,23.0,none,own,1.0,unskilled resident,,,yes,good
,24.0,existing paid,,,<100,,4.0,male single,,1.0,life insurance,26.0,,own,,skilled,1.0,,yes,good
,30.0,existing paid,furniture/equipment,3622.0,,,,female div/dep/mar,none,,,57.0,,,2.0,,1.0,,yes,good
,,,,,,,,,none,2.0,life insurance,30.0,none,,,,1.0,none,yes,good
no checking,12.0,critical/other existing credit,new car,1163.0,,,4.0,male single,none,,,44.0,none,own,1.0,skilled,1.0,yes,yes,good
,,delayed previously,new car,,,unemployed,4.0,male single,none,4.0,,,,own,1.0,,,yes,yes,bad
,,existing paid,radio/tv,,<100,1<=X<4,,male single,none,4.0,,,,own,,,1.0,,yes,good
,24.0,existing paid,,,,>=7,,,co applicant,4.0,no known property,62.0,none,,,,1.0,yes,yes,good
no checking,10.0,,new car,,,,,male single,,,real estate,35.0,,rent,,unskilled resident,1.0,none,,good
,6.0,existing paid,new car,3518.0,,,2.0,male single,guarantor,3.0,,26.0,none,rent,1.0,,,none,yes,good
no checking,12.0,critical/other existing credit,radio/tv,1934.0,<100,,2.0,male single,none,2.0,no known property,26.0,none,,,skilled,,none,yes,good
0<=X<200,27.0,,business,8318.0,,,,,none,4.0,no known property,42.0,,,2.0,high qualif/self emp/mgmt,1.0,yes,,bad
,,,,,100<=X<500,1<=X<4,,female div/dep/mar,none,1.0,life insurance,27.0,,own,2.0,skilled,1.0,none,yes,good
0<=X<200,,existing paid,radio/tv,368.0,no known savings,,4.0,male single,,,,38.0,none,own,,,1.0,none,,good
,,critical/other existing credit,new car,,,1<=X<4,,male single,none,,real estate,,,,2.0,unskilled resident,2.0,,no,good
,,,furniture/equipment,,no known savings,1<=X<4,2.0,male mar/wid,,,car,,none,,1.0,skilled,1.0,none,,bad
0<=X<200,,existing paid,furniture/equipment,9034.0,,<1,4.0,,co applicant,,no known property,,none,rent,1.0,high qualif/self emp/mgmt,,yes,yes,bad
no checking,24.0,critical/other existing credit,,1585.0,,,4.0,,,,,,,own,,,,,,good
,,existing paid,radio/tv,1301.0,<100,>=7,4.0,male mar/wid,guarantor,2.0,,32.0,,,1.0,unskilled resident,,none,,good
,6.0,critical/other existing credit,new car,,100<=X<500,>=7,2.0,,,4.0,car,28.0,none,own,2.0,skilled,2.0,,,good
<0,24.0,existing paid,,3123.0,<100,,4.0,,,1.0,,,,own,1.0,skilled,1.0,,yes,bad
,36.0,existing paid,,5493.0,<100,,2.0,,none,,no known property,42.0,,,1.0,,,none,,good
>=200,,existing paid,,1126.0,100<=X<500,>=7,2.0,male div/sep,,4.0,,49.0,none,own,1.0,skilled,1.0,none,,good
,24.0,critical/other existing credit,radio/tv,1216.0,,,4.0,male single,none,4.0,,,bank,,2.0,,,,yes,bad
<0,24.0,existing paid,new car,1207.0,<100,<1,4.0,female div/dep/mar,,4.0,,24.0,none,rent,,,,none,,bad
,,,,1309.0,no known savings,1<=X<4,,male single,guarantor,4.0,life insurance,27.0,none,own,1.0,unskilled resident,,none,yes,bad
>=200,15.0,critical/other existing credit,used car,,500<=X<1000,,2.0,,,2.0,,36.0,none,own,1.0,skilled,1.0,,,good
0<=X<200,15.0,all paid,,6850.0,,unemployed,1.0,,,2.0,,,none,own,,high qualif/self emp/mgmt,2.0,,yes,bad
no checking,24.0,,,1413.0,<100,,,male mar/wid,none,2.0,life insurance,28.0,none,own,,skilled,,,,good
no checking,,existing paid,used car,,,>=7,,,,2.0,,45.0,none,own,,high qualif/self emp/mgmt,,yes,yes,good
<0,,,new car,759.0,<100,4<=X<7,4.0,male single,,2.0,real estate,,none,own,1.0,skilled,,,yes,bad
,36.0,,,4686.0,<100,,,male single,,2.0,no known property,32.0,,,1.0,,1.0,,yes,good
>=200,15.0,existing paid,,,<100,4<=X<7,,male single,,4.0,life insurance,,none,rent,1.0,skilled,,yes,yes,good
0<=X<200,,,,,,1<=X<4,,,,4.0,real estate,20.0,none,rent,2.0,skilled,1.0,none,yes,good
no checking,,existing paid,new car,,no known savings,<1,4.0,,none,1.0,life insurance,,none,own,1.0,skilled,,,,good
,6.0,critical/other existing credit,,609.0,<100,4<=X<7,4.0,female div/dep/mar,,3.0,life insurance,37.0,none,,2.0,skilled,1.0,,no,good
,,,,1361.0,,<1,2.0,male single,,4.0,,,none,own,,,2.0,none,no,good
no checking,36.0,,,,,,2.0,,none,4.0,,23.0,none,rent,2.0,skilled,1.0,yes,yes,bad
,6.0,,new car,1203.0,100<=X<500,,,,,,,,none,own,1.0,,1.0,,,good
,6.0,critical/other existing credit,radio/tv,,no known savings,>=7,4.0,male single,none,4.0,,36.0,none,,2.0,skilled,1.0,none,yes,good
no checking,24.0,critical/other existing credit,repairs,5507.0,<100,,3.0,,,4.0,no known property,44.0,none,for free,,,,,yes,good
<0,18.0,existing paid,radio/tv,3190.0,,,,female div/dep/mar,,2.0,real estate,24.0,,own,1.0,skilled,1.0,none,,bad
,,no credits/all paid,furniture/equipment,7119.0,<100,,3.0,male single,,4.0,no known property,53.0,none,,2.0,skilled,2.0,none,,bad
,24.0,existing paid,used car,,,4<=X<7,3.0,female div/dep/mar,none,4.0,car,23.0,none,,,skilled,1.0,none,,good
,,existing paid,radio/tv,1113.0,<100,1<=X<4,4.0,female div/dep/mar,guarantor,4.0,real estate,26.0,,,1.0,unskilled resident,,none,yes,good
0<=X<200,26.0,existing paid,,,,<1,2.0,male single,none,3.0,,,none,,2.0,,1.0,none,,good
no checking,15.0,,education,1532.0,100<=X<500,1<=X<4,,female div/dep/mar,none,,car,,none,,,skilled,,none,,good
,4.0,critical/other existing credit,,,<100,4<=X<7,,,none,1.0,real estate,42.0,none,own,2.0,unskilled resident,2.0,,yes,good
<0,36.0,,,2302.0,<100,1<=X<4,4.0,,none,4.0,,31.0,none,,1.0,,,none,yes,bad
,6.0,,new car,662.0,<100,<1,3.0,,none,4.0,real estate,,,,1.0,,,yes,yes,good
,36.0,,education,,<100,4<=X<7,3.0,,none,,car,,none,own,2.0,,2.0,,yes,good
,15.0,,new car,,,,2.0,female div/dep/mar,none,,car,28.0,,rent,2.0,,1.0,yes,,bad
no checking,,,used car,1503.0,<100,1<=X<4,4.0,male mar/wid,,,,41.0,,,1.0,,,,,good
no checking,24.0,existing paid,radio/tv,1311.0,100<=X<500,4<=X<7,4.0,,,3.0,life insurance,26.0,none,,,,,yes,yes,good
no checking,24.0,existing paid,,3105.0,,<1,4.0,male single,none,,car,,,,2.0,skilled,,none,,good
,,critical/other existing credit,education,2319.0,,<1,,male div/sep,none,1.0,,33.0,none,rent,,,,none,yes,bad
<0,,existing paid,new car,1374.0,no known savings,unemployed,,female div/dep/mar,none,3.0,,,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,18.0,critical/other existing credit,furniture/equipment,3612.0,<100,>=7,,female div/dep/mar,none,4.0,life insurance,,none,own,,,,yes,,good
<0,,existing paid,new car,7763.0,<100,>=7,4.0,male single,,,no known property,42.0,bank,,1.0,high qualif/self emp/mgmt,1.0,none,yes,bad
>=200,,existing paid,furniture/equipment,3049.0,,,1.0,female div/dep/mar,,1.0,life insurance,45.0,stores,,1.0,unskilled resident,1.0,,yes,good
,12.0,existing paid,,1534.0,,,1.0,,,1.0,real estate,,none,rent,1.0,skilled,1.0,none,,bad
no checking,24.0,delayed previously,,2032.0,<100,,4.0,,none,,no known property,60.0,none,for free,,,1.0,yes,,good
<0,30.0,,,6350.0,no known savings,>=7,,male single,none,4.0,life insurance,,none,own,,skilled,1.0,none,,bad
>=200,18.0,existing paid,furniture/equipment,2864.0,<100,1<=X<4,,,none,1.0,,34.0,none,,1.0,,2.0,none,,bad
,12.0,,new car,1255.0,,,4.0,,,4.0,,61.0,,own,,unskilled resident,1.0,none,yes,good
,24.0,delayed previously,,1333.0,,unemployed,,male single,,2.0,,43.0,,for free,2.0,,2.0,none,,bad
,,critical/other existing credit,new car,,,,4.0,,none,4.0,car,37.0,,,,skilled,1.0,,yes,good
no checking,24.0,,radio/tv,1552.0,,4<=X<7,,,,,car,32.0,bank,own,1.0,,2.0,none,yes,good
,12.0,,radio/tv,,<100,,4.0,female div/dep/mar,none,4.0,,24.0,bank,own,1.0,unskilled resident,1.0,none,yes,bad
no checking,48.0,,,8858.0,,4<=X<7,2.0,male single,,,no known property,35.0,,,2.0,skilled,1.0,yes,,good
no checking,12.0,,repairs,996.0,,,,female div/dep/mar,none,,real estate,,,,2.0,,1.0,,yes,good
no checking,6.0,all paid,,1750.0,500<=X<1000,,,,,,,45.0,,own,1.0,unskilled resident,2.0,none,yes,good
,,,,6999.0,<100,4<=X<7,1.0,,guarantor,1.0,,34.0,none,own,2.0,skilled,1.0,yes,yes,bad
,12.0,,new car,1995.0,100<=X<500,,,,none,,car,27.0,none,,,,1.0,none,yes,good
,,,,1199.0,,,4.0,,,,,67.0,,,,high qualif/self emp/mgmt,1.0,yes,yes,good
,,,radio/tv,,,<1,2.0,,none,,car,,stores,,,skilled,1.0,none,yes,bad
0<=X<200,18.0,,new car,2278.0,100<=X<500,<1,,female div/dep/mar,,3.0,,,,own,2.0,skilled,1.0,none,,bad
no checking,21.0,no credits/all paid,new car,5003.0,no known savings,1<=X<4,,female div/dep/mar,none,4.0,life insurance,29.0,bank,own,,skilled,,yes,yes,bad
<0,,all paid,furniture/equipment,3552.0,,4<=X<7,3.0,male single,none,4.0,car,,,,,,1.0,none,yes,bad
0<=X<200,18.0,critical/other existing credit,,1928.0,<100,,2.0,male single,,,,31.0,,own,2.0,,,none,yes,bad
<0,,existing paid,used car,,,>=7,4.0,male single,none,,no known property,49.0,bank,for free,,,2.0,yes,,good
<0,,,radio/tv,,<100,,,male single,guarantor,,,24.0,bank,rent,,,1.0,none,,bad
>=200,,,radio/tv,683.0,<100,,2.0,female div/dep/mar,,1.0,life insurance,29.0,bank,own,,,,none,,good
,36.0,,new car,,no known savings,,1.0,male single,none,4.0,,,none,,1.0,skilled,1.0,yes,yes,bad
0<=X<200,,delayed previously,,,,1<=X<4,4.0,male single,none,2.0,life insurance,,bank,,,high qualif/self emp/mgmt,1.0,yes,yes,good
,24.0,delayed previously,radio/tv,1553.0,100<=X<500,,3.0,,,2.0,,23.0,none,rent,2.0,,1.0,,yes,good
<0,12.0,,,,,4<=X<7,2.0,,,3.0,,36.0,none,,1.0,,1.0,,,bad
no checking,24.0,critical/other existing credit,,,,,2.0,male single,none,,car,34.0,,,,,,none,yes,good
0<=X<200,48.0,,radio/tv,3979.0,,4<=X<7,,male single,,,,41.0,none,own,2.0,,2.0,,yes,good
<0,48.0,,radio/tv,,,1<=X<4,3.0,female div/dep/mar,none,2.0,car,31.0,,,,skilled,1.0,yes,yes,bad
<0,24.0,,furniture/equipment,3234.0,<100,<1,4.0,,,4.0,,23.0,,,,unskilled resident,1.0,yes,yes,bad
no checking,30.0,,,,<100,4<=X<7,3.0,male single,co applicant,2.0,car,38.0,,own,,skilled,1.0,none,,good
,24.0,existing paid,used car,5433.0,,,,female div/dep/mar,none,4.0,life insurance,,,,1.0,,1.0,,,good
<0,15.0,,business,806.0,,1<=X<4,,female div/dep/mar,,4.0,,22.0,,,1.0,unskilled resident,1.0,none,,good
,,existing paid,,1082.0,<100,>=7,,male single,,,,27.0,none,,2.0,unskilled resident,1.0,none,,good
no checking,15.0,critical/other existing credit,,2788.0,,4<=X<7,,,,3.0,car,24.0,,own,,,1.0,,,good
0<=X<200,,,,2930.0,,,2.0,,none,,,27.0,none,own,,skilled,1.0,none,yes,good
,24.0,critical/other existing credit,education,1927.0,no known savings,,,,,2.0,car,33.0,none,own,2.0,skilled,,,,good
0<=X<200,36.0,critical/other existing credit,new car,,,,4.0,,none,,car,27.0,none,,,skilled,1.0,none,yes,bad
no checking,24.0,existing paid,retraining,937.0,<100,,4.0,,none,,,27.0,none,own,,unskilled resident,,none,,good
0<=X<200,18.0,critical/other existing credit,new car,,,>=7,3.0,,guarantor,,,30.0,bank,own,,,1.0,,yes,bad
0<=X<200,,critical/other existing credit,,,,,,,,,real estate,49.0,bank,own,2.0,,,none,,good
no checking,,existing paid,furniture/equipment,,,,,female div/dep/mar,none,2.0,real estate,26.0,none,,1.0,skilled,,none,,good
,,,repairs,2384.0,,<1,,male single,none,,,,,rent,1.0,,1.0,none,yes,bad
no checking,,,,2133.0,no known savings,>=7,,,none,,no known property,52.0,,for free,,,,yes,yes,good
<0,,,,,<100,,1.0,female div/dep/mar,none,4.0,,,,rent,,,1.0,none,,bad
<0,,critical/other existing credit,new car,,,,,,none,2.0,,,,,2.0,skilled,2.0,none,yes,good
<0,12.0,existing paid,furniture/equipment,1289.0,<100,1<=X<4,,male single,,1.0,life insurance,21.0,none,own,1.0,unskilled resident,1.0,,yes,good
,18.0,,,,<100,1<=X<4,4.0,male mar/wid,none,3.0,real estate,47.0,none,,1.0,unskilled resident,,yes,,bad
<0,12.0,critical/other existing credit,,,<100,>=7,3.0,,,3.0,,60.0,none,own,,skilled,1.0,none,,bad
<0,,critical/other existing credit,radio/tv,385.0,,,,,,,real estate,,none,own,,,1.0,,yes,good
,24.0,,,1965.0,no known savings,1<=X<4,4.0,female div/dep/mar,none,4.0,car,42.0,none,,2.0,,1.0,,yes,good
no checking,,existing paid,business,1572.0,>=1000,>=7,,female div/dep/mar,,,,36.0,bank,own,,unskilled resident,1.0,,,good
0<=X<200,,,new car,2718.0,<100,1<=X<4,,,none,4.0,life insurance,20.0,,rent,,unskilled resident,1.0,yes,yes,bad
,24.0,,,1358.0,,>=7,4.0,,none,,,,stores,,,high qualif/self emp/mgmt,,yes,yes,bad
,6.0,,new car,,100<=X<500,<1,1.0,female div/dep/mar,none,1.0,life insurance,,stores,,1.0,unskilled resident,1.0,,,bad
,24.0,existing paid,new car,1442.0,<100,4<=X<7,4.0,,,4.0,,,none,rent,,,1.0,,yes,bad
0<=X<200,,,business,,<100,1<=X<4,1.0,,none,4.0,,,,own,3.0,,,,yes,bad
,,critical/other existing credit,new car,2775.0,<100,,2.0,,none,2.0,life insurance,31.0,bank,own,,skilled,1.0,none,yes,bad
no checking,,delayed previously,business,,<100,,1.0,,,2.0,,32.0,none,,1.0,skilled,,,,good
,7.0,,,,<100,,1.0,female div/dep/mar,,1.0,real estate,45.0,,,1.0,skilled,,none,yes,good
0<=X<200,9.0,existing paid,,,<100,1<=X<4,4.0,female div/dep/mar,none,,life insurance,30.0,,,,,1.0,none,yes,bad
,24.0,all paid,education,1837.0,<100,4<=X<7,,,none,4.0,no known property,34.0,,for free,1.0,unskilled resident,,none,yes,bad
no checking,36.0,existing paid,furniture/equipment,3349.0,<100,1<=X<4,4.0,,none,2.0,car,28.0,none,own,1.0,,1.0,yes,yes,bad
>=200,10.0,existing paid,,,<100,<1,,female div/dep/mar,none,2.0,,23.0,,own,1.0,skilled,1.0,,yes,good
<0,24.0,all paid,,2828.0,,,4.0,,,4.0,real estate,22.0,,own,1.0,,,yes,,good
,24.0,,business,4526.0,,,3.0,male single,none,,real estate,74.0,none,,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,,,radio/tv,2671.0,,,,,co applicant,,no known property,50.0,,for free,1.0,skilled,,none,,bad
no checking,,,radio/tv,,,<1,,,,,,,none,,1.0,skilled,,,yes,good
no checking,,,used car,1300.0,,,4.0,male single,none,,,45.0,,,,skilled,,none,yes,good
,12.0,,,741.0,100<=X<500,unemployed,4.0,female div/dep/mar,none,,life insurance,22.0,none,,,,1.0,,yes,bad
>=200,,,new car,1240.0,100<=X<500,,1.0,,none,4.0,no known property,,none,for free,,unskilled resident,,,yes,bad
,,,,3357.0,>=1000,<1,4.0,,none,,car,29.0,,own,1.0,,1.0,,,good
,,all paid,used car,3632.0,<100,,1.0,female div/dep/mar,guarantor,,car,22.0,,rent,1.0,,1.0,,no,good
no checking,,delayed previously,furniture/equipment,1808.0,,,4.0,female div/dep/mar,none,1.0,,22.0,,own,,skilled,1.0,none,yes,bad
,,,,,no known savings,,2.0,male single,,2.0,,,,,,,1.0,yes,yes,good
0<=X<200,60.0,delayed previously,radio/tv,,,1<=X<4,2.0,,none,2.0,,27.0,none,for free,1.0,high qualif/self emp/mgmt,,none,,good
<0,,,new car,3676.0,<100,1<=X<4,1.0,,,,real estate,37.0,none,rent,,,2.0,none,yes,good
0<=X<200,,existing paid,,,,1<=X<4,2.0,female div/dep/mar,,,car,,,rent,,,1.0,none,,bad
,12.0,,,,<100,1<=X<4,,male div/sep,,,real estate,49.0,none,,1.0,,,none,,good
0<=X<200,,critical/other existing credit,business,,,,2.0,,none,3.0,,27.0,,own,,,1.0,none,yes,good
,,critical/other existing credit,new car,1530.0,<100,,3.0,male single,,2.0,life insurance,,,own,2.0,,,none,,bad
no checking,48.0,existing paid,,3914.0,no known savings,1<=X<4,4.0,male div/sep,none,,,38.0,,own,,skilled,1.0,none,yes,bad
,12.0,existing paid,furniture/equipment,,,<1,,female div/dep/mar,none,,,,none,rent,,,1.0,none,yes,good
,18.0,existing paid,,,,,,male single,none,4.0,no known property,,,for free,2.0,skilled,1.0,none,yes,bad
no checking,,existing paid,,,,>=7,4.0,,none,,car,35.0,,own,1.0,skilled,1.0,none,yes,good
>=200,,existing paid,furniture/equipment,,,1<=X<4,,male single,none,2.0,real estate,41.0,none,own,,,1.0,,yes,good
0<=X<200,9.0,,new car,,100<=X<500,,2.0,,none,,,29.0,none,own,1.0,skilled,1.0,,,bad
,,critical/other existing credit,,4042.0,500<=X<1000,,,male single,none,4.0,real estate,36.0,none,own,2.0,,1.0,,,good
no checking,,existing paid,education,,,,,male single,none,4.0,,,,,1.0,unskilled resident,,none,yes,good
,,existing paid,radio/tv,3660.0,,1<=X<4,2.0,female div/dep/mar,none,4.0,car,,none,own,,,,,yes,good
,18.0,all paid,,,<100,,,male single,none,3.0,car,44.0,,,1.0,,1.0,none,yes,bad
0<=X<200,15.0,existing paid,radio/tv,1444.0,no known savings,<1,4.0,male single,none,1.0,life insurance,,none,own,,,,,,good
,,,,,<100,,2.0,,,,car,,,rent,2.0,,1.0,none,yes,bad
,,existing paid,new car,1355.0,<100,<1,3.0,,none,4.0,,,none,own,1.0,unskilled resident,1.0,yes,yes,bad
no checking,12.0,existing paid,,,<100,,4.0,male single,none,4.0,life insurance,47.0,,,,skilled,2.0,yes,yes,good
no checking,24.0,,,1376.0,,4<=X<7,,female div/dep/mar,,1.0,,28.0,,own,,skilled,,,yes,good
no checking,,,radio/tv,,<100,4<=X<7,,male single,,,,,none,,2.0,skilled,,,yes,good
no checking,12.0,,radio/tv,1493.0,<100,<1,,female div/dep/mar,none,3.0,car,,,own,,skilled,2.0,none,yes,good
<0,42.0,,radio/tv,4370.0,,,,,none,2.0,,,bank,own,,,,yes,,bad
<0,18.0,existing paid,,750.0,<100,,4.0,,,,,27.0,none,,,,,none,yes,bad
0<=X<200,,existing paid,repairs,1308.0,,>=7,4.0,male single,none,4.0,,38.0,none,,2.0,,1.0,,yes,good
no checking,15.0,existing paid,education,4623.0,,1<=X<4,3.0,,none,2.0,,40.0,none,,,high qualif/self emp/mgmt,,,yes,bad
no checking,,,radio/tv,,,4<=X<7,,male mar/wid,,,car,,none,,2.0,skilled,1.0,yes,,good
,,,,1880.0,<100,,,,,1.0,life insurance,,none,own,2.0,,,yes,,good
no checking,,,business,7980.0,,,4.0,,,4.0,car,,,,2.0,skilled,,yes,,bad
,30.0,no credits/all paid,furniture/equipment,,<100,1<=X<4,2.0,,guarantor,,,,none,own,,,1.0,none,,good
no checking,12.0,existing paid,new car,1386.0,500<=X<1000,1<=X<4,,female div/dep/mar,none,,life insurance,26.0,none,own,1.0,skilled,1.0,none,yes,bad
>=200,,,,,,,,,none,,no known property,,,for free,1.0,,2.0,none,yes,bad
<0,12.0,,education,,,1<=X<4,4.0,,none,,car,,none,rent,1.0,unskilled resident,2.0,none,yes,bad
<0,48.0,existing paid,education,7476.0,,,,male single,none,1.0,no known property,50.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,,yes,good
0<=X<200,12.0,existing paid,furniture/equipment,,,1<=X<4,4.0,,,,life insurance,,,own,1.0,,,,yes,bad
<0,,,new car,2303.0,,,,male single,,,,45.0,,,1.0,skilled,1.0,none,yes,bad
0<=X<200,,delayed previously,new car,8086.0,,>=7,,male single,none,4.0,car,,none,,,,1.0,yes,yes,bad
no checking,24.0,critical/other existing credit,used car,2346.0,<100,,4.0,,none,3.0,,35.0,,,2.0,,1.0,yes,yes,good
<0,14.0,existing paid,new car,,,unemployed,,,none,4.0,no known property,22.0,none,for free,1.0,skilled,,none,,good
,12.0,existing paid,new car,,,>=7,,male single,,4.0,car,,bank,own,,,2.0,none,yes,bad
,,,radio/tv,,,4<=X<7,,male single,none,3.0,,37.0,stores,own,1.0,,1.0,,,good
0<=X<200,30.0,,,4221.0,<100,,2.0,female div/dep/mar,,1.0,car,,none,,2.0,skilled,,,yes,good
,18.0,critical/other existing credit,furniture/equipment,6361.0,,>=7,2.0,,,1.0,,41.0,none,,1.0,,,,,good
>=200,12.0,,,,,1<=X<4,,male mar/wid,none,,real estate,23.0,none,,1.0,skilled,1.0,none,yes,good
<0,,,new car,900.0,,1<=X<4,4.0,,none,2.0,car,,,own,1.0,skilled,1.0,,,bad
no checking,21.0,existing paid,,2241.0,<100,>=7,4.0,,none,2.0,real estate,,none,,2.0,,,,yes,good
0<=X<200,,delayed previously,furniture/equipment,,<100,unemployed,,male single,none,,,35.0,stores,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
,,,education,1047.0,<100,1<=X<4,,female div/dep/mar,,4.0,life insurance,50.0,none,own,1.0,unskilled resident,1.0,,yes,good
no checking,,critical/other existing credit,other,6314.0,,,,male single,co applicant,2.0,,27.0,,,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,,,furniture/equipment,3496.0,,1<=X<4,4.0,male single,,2.0,car,34.0,stores,own,1.0,skilled,,,,good
no checking,48.0,all paid,,,<100,1<=X<4,,,none,1.0,real estate,27.0,,own,,,,none,,good
<0,,,new car,,<100,>=7,3.0,male single,,4.0,life insurance,,none,rent,2.0,,,yes,,bad
,30.0,critical/other existing credit,radio/tv,3017.0,<100,>=7,4.0,male single,none,4.0,life insurance,47.0,none,,,,1.0,none,,good
no checking,24.0,critical/other existing credit,business,4139.0,100<=X<500,,3.0,male single,none,3.0,life insurance,,,own,,,,yes,yes,good
no checking,36.0,,,5742.0,100<=X<500,,2.0,,none,,,,none,own,2.0,,1.0,,yes,good
no checking,,existing paid,,,<100,,,male single,none,4.0,life insurance,42.0,,,,high qualif/self emp/mgmt,1.0,yes,yes,good
,6.0,,new car,,,1<=X<4,1.0,,,2.0,car,,none,own,1.0,skilled,,,,good
no checking,21.0,,business,,,<1,4.0,male single,none,,,,bank,,1.0,unskilled resident,,,yes,bad
,,critical/other existing credit,radio/tv,,,,,female div/dep/mar,,4.0,,26.0,,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,24.0,critical/other existing credit,furniture/equipment,5150.0,<100,>=7,,male single,none,,car,33.0,,,1.0,skilled,,,yes,good
0<=X<200,72.0,,,,100<=X<500,1<=X<4,2.0,,,,car,,,,,skilled,,none,yes,bad
<0,,existing paid,,2384.0,<100,,,male single,none,,real estate,64.0,,,,unskilled resident,,none,yes,good
no checking,,existing paid,radio/tv,1453.0,<100,<1,3.0,female div/dep/mar,none,,,26.0,none,,,,1.0,none,yes,good
no checking,6.0,existing paid,,1538.0,<100,<1,,female div/dep/mar,none,2.0,no known property,,,own,1.0,,1.0,,yes,good
no checking,12.0,,,,,1<=X<4,,male single,,,,,none,for free,1.0,skilled,,,yes,good
no checking,15.0,delayed previously,radio/tv,,<100,1<=X<4,,male mar/wid,,,,,,,,skilled,1.0,none,,good
no checking,24.0,,radio/tv,5103.0,,<1,,,none,3.0,,,,for free,3.0,,1.0,,,good
0<=X<200,,,,,100<=X<500,,,male single,none,,life insurance,31.0,none,own,2.0,,2.0,yes,yes,good
no checking,60.0,existing paid,,6527.0,,,4.0,male single,,,,,none,for free,,skilled,2.0,,,good
>=200,,critical/other existing credit,radio/tv,1347.0,no known savings,4<=X<7,4.0,,none,,,27.0,none,own,,skilled,1.0,,yes,good
0<=X<200,,delayed previously,new car,2862.0,,>=7,,male single,,3.0,no known property,30.0,none,for free,1.0,skilled,,none,,good
,9.0,,,2753.0,,>=7,3.0,male single,,4.0,car,35.0,,,1.0,skilled,1.0,,,good
,,existing paid,,,>=1000,,,male single,,3.0,,31.0,none,,,,2.0,none,yes,good
,15.0,,furniture/equipment,975.0,,1<=X<4,,male div/sep,none,,life insurance,25.0,none,own,,skilled,1.0,none,,good
0<=X<200,,,repairs,,100<=X<500,1<=X<4,,,,,real estate,25.0,none,own,1.0,unskilled resident,,,,good
0<=X<200,,existing paid,,2896.0,100<=X<500,<1,2.0,,none,1.0,car,,none,own,,skilled,,none,yes,good
<0,,critical/other existing credit,new car,4716.0,no known savings,<1,,male single,none,3.0,real estate,44.0,,own,2.0,unskilled resident,,none,yes,good
no checking,24.0,,radio/tv,,<100,4<=X<7,,male single,,,car,28.0,,,,skilled,,,,good
no checking,,existing paid,used car,1236.0,500<=X<1000,1<=X<4,2.0,male single,,4.0,life insurance,50.0,none,,1.0,,,,,good
0<=X<200,,,radio/tv,,<100,,4.0,male single,guarantor,3.0,real estate,29.0,none,,2.0,skilled,,,no,good
no checking,12.0,critical/other existing credit,new car,,,unemployed,1.0,female div/dep/mar,none,,,38.0,,own,1.0,unemp/unskilled non res,1.0,,,good
no checking,18.0,critical/other existing credit,,1800.0,<100,,,male single,none,,car,24.0,,,2.0,skilled,1.0,none,,good
,,,education,1905.0,,,4.0,,none,4.0,car,,none,,,,1.0,yes,yes,good
