bkblk,bknwy,bkon8,bkona,bkspr,bkxbq,bkxcr,bkxwp,blxwp,bxqsq,cntxt,dsopp,dwipd,hdchk,katri,mulch,qxmsq,r2ar8,reskd,reskr,rimmx,rkxwp,rxmsq,simpl,skach,skewr,skrxp,spcop,stlmt,thrsk,wkcti,wkna8,wknck,wkovl,wkpos,wtoeg,class
,,,f,,,,,f,f,,f,,,n,,f,,,,,,,,,f,,,,f,,,,,t,,won
,,f,,,,t,,,,f,f,,,,,,,,f,,,,,,,,,,f,,,f,f,t,,won
,,,,,,f,,,,f,,,,,,,,,,,,,,,,,,,f,,,,,,,won
,f,,,,,,,,,,,,,,,,,,,f,f,,t,,,,f,f,,f,,,,,t,won
,,f,,,,,,,f,f,,,,,f,,f,f,,f,,f,,,,,,,,,,,,t,,won
,,,,,,,,f,,,f,l,f,,f,,,f,,,,,,,,,f,f,,,,,,,,won
,,,f,,,,t,,,,,,f,n,,,,,,,f,,,,,,,,,,,,,,,won
,f,,f,,,t,t,,,,,,f,,,,,,,,,f,,,f,,,,f,,,,,t,,won
,,,,,,,,f,,,,,f,,,,,,,,,f,,,,,f,,,,,,,,,won
,,f,,f,,,,,,f,,,,,,,,,f,f,,,,,,,f,,,f,f,f,,,,won
,f,f,,,,,,,,,,,,,,f,t,f,,,,,,f,f,,,,,f,f,,,,,won
,f,f,t,t,t,,,,,,,,f,,,f,,,,,,,,,,f,,,,f,,,,,,won
f,,,,,,,f,f,,,,l,,,f,,,,,,,,,,,,f,,,,,,,,,won
,,f,f,,,t,,,,,,l,,,,f,,,,f,,,,,,,,f,,,,,,,,won
,f,,f,t,t,,f,f,f,,,l,,n,f,,,,,f,,,,,,,,,,f,,,,,t,won
f,f,f,f,t,,,f,,,,f,,,,,,t,f,,,,,,,,,,f,,,,,,,,won
,,,f,,,f,f,t,,,,l,f,,,,,,f,,,,,,,,,,f,,,,t,,,won
f,,,,,t,,,,,,,l,f,n,,,,,,f,,,,,,,,,f,,,,,t,,won
,f,,,,,,,,,,,,f,n,f,,,,,,,,,f,,f,,,,,,,,,,won
,,f,,,t,,,,,,,l,,,f,,,,f,,,,,f,,f,,,,f,,,,,,won
f,f,t,f,,,,,f,,,f,,,,,,,f,,,,,,,f,,,f,,,,,,t,,won
,f,,,,,,,f,,,,,f,,,,t,,f,f,,f,,,,,f,,f,,,,,,,won
f,,,,t,,,,,,,,,,,,,,,,f,,f,,,,,,,,,,f,t,,,won
,,,f,,,,,,f,f,,l,,,,,,,,,t,f,t,f,,,,f,,,f,,,,,won
f,,,f,,t,,f,f,,f,,,,,f,,f,,,f,,f,,,,,,,,f,,,,,t,won
,,f,f,,t,,,,,f,,,f,n,,,,,f,,f,,f,,,f,f,,,,f,,,t,,won
,,f,t,,,,,,,,,,,,,,,f,,f,f,,,,,,,,,f,,,,,t,won
,,f,f,,t,,,,,,,,,n,,,,,,,,,,,f,f,f,,,,,t,,,,won
,,,,,,,,,,,,l,,,,,f,,,,,,,,,,,,,,f,,,,,won
,,,,,,,,,,,,,f,n,,,,,,,,,,,,,,f,f,f,,,,t,,won
,,,,f,,,,,,,,,,,,,,,f,,,,,,,f,f,,,,,,,,,won
,,,,f,,,,f,,f,,,f,,,,,,f,,,,,,f,,,,f,,,,,,,won
,,,,t,,,,,,,,l,,,,,,,,,,,,,,,,,,,,,,,,won
f,,,,,,,,,,,,l,f,,,,,,,,f,,t,,,,,,f,,,,,,t,won
,f,,,,,,,,,,,,,,,,f,,,,f,f,,f,,,,,f,,,,,,,won
,,,,,,,,,,,,,,,,,t,,,,f,f,,,,,,f,,,,,,,,won
,,,,f,,,,,,f,,,,,,,,,,,f,,,,,,,,f,,f,,,,,won
,f,,f,,,f,,,,,,,f,,,f,,,,,,,f,,,,f,,,f,,f,t,,,won
,,,,,,f,,f,,,f,,,,,f,t,,f,,,,,,,,,,,,,f,,,,won
,,,,,,,,,,,f,,,,f,,,f,,,,f,,f,t,,,,,,,,,,,won
,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,f,f,f,,,t,t,won
,,,,,f,,,,f,,,,f,,,,,,,,,f,,,,,,f,,,,f,,,,won
,f,,,f,f,,f,,,,,,f,n,,f,,,f,,,,,,t,,,,,,f,,,,,won
,,f,,,,f,f,,,,,,,n,,f,,,,f,,,,,,,,,f,f,f,,f,,,won
,f,,,,,f,,f,f,f,,,,,,,f,,,,f,,,f,,f,f,,,f,,,,,,won
,,,,,,,,,f,f,,,,,f,,,,,,,,,,,f,,,,,f,,,,,won
,,,f,f,,,f,,,,,,,,,,,,f,,,,,,,,,,,,,,,,,won
,,,,,,,,f,,,,g,,,,,,,,f,,f,,,,,f,,,f,f,,,,,won
f,,,,,,,,f,,,f,,,,,,,,,,,,,,,,f,,f,f,,,f,t,,won
,,,,,,,,,,f,f,,,,,,,f,,,,,,f,,,,,,f,,f,,,,won
,,f,,f,t,,,f,,f,,,f,,,,t,,,f,f,,,,,f,,,,,,,,,,won
,,,,,,,,,,,,,,,f,,t,,,,,,,,,,,,f,,,,t,,,won
f,,f,,f,,f,,,f,,,,,n,,f,,,,,,,,f,,,,,,,,,,,,won
,,t,,,,f,,f,f,,f,,,,,,,f,,f,f,f,,,,f,,f,,,,,,,t,won
,f,,,,,,,,,f,,g,f,,f,,,,,,,,,,,,,,,f,,,,t,t,won
,,,,,,,f,f,,,f,,,,f,f,,,,,,,t,,,,,,,,,f,,,,won
,,,f,f,,f,,,,,,,,,f,,f,,,,f,,t,,t,,,f,f,f,,f,f,t,,won
,,,,,,,t,t,,,,,,,,,t,,,,,,,,,f,,,,,f,,,,,won
,,,,,t,t,,,f,,f,,,,,,,,,,f,,f,,t,,,,f,,f,,,,,won
,,f,f,,,,,,f,,,,,,,f,t,f,,,,f,,,,,f,f,,f,,,,,,won
,,,,,f,,,,,,f,,,,,,,,,,,,f,,,,,,,,,f,,t,,won
,,f,,,,,,,,,,,f,,f,,,,,,,,,,,f,,,f,,,,,,,won
,,,f,,,,,,,f,,,,,,,t,,,,,,,,,f,,,f,,,,,t,t,won
,,,,,,,f,,,,f,,,,,f,,,,,,,f,,,f,,,,,,,,,,won
,f,,,t,,f,f,,,,,,,,,,t,,,,,,,f,,f,,,,,,,,,,won
,,,,,,,,,,f,,,,,,f,,,f,,,,,,,,,,,,,,,t,t,won
,,,,,,f,,f,f,,,g,,,,,,f,f,,f,,,,,,,,,f,,,t,,,won
,,,f,f,,f,,,f,,,,,,,,t,,,f,,,,f,,f,,f,t,,f,,,t,,won
,,,f,,,,,f,,,,,,n,,,,f,,,,,,f,,,,f,,,,f,,,,won
f,f,,,f,,,f,,,,,,,,,,,f,,,,,,,,,,,,,,,,,,won
f,f,,,,,,,f,f,,f,,,,,f,,,,,,,,,f,,,,,,,,,,t,won
,,,t,,,,,,,,,g,,,,,,,,,,,f,f,,,,,f,,,,,t,,won
,,,,,,,,,,,,,f,,,f,,f,,,,,,f,,,,,,,,f,,,,won
f,,,,,t,,,,f,f,f,,,,,f,,,f,,,,,,,,,,,,,,t,,,won
f,,f,,f,t,f,,,,,,,,,,,,,,,t,,,f,,,,,,,,,t,t,,won
,,f,,,,,f,,,,,,,,f,,,f,f,,,,t,,,,,f,,f,,,,t,,won
,,,f,,,,f,,f,f,,g,,n,,,t,,,,,,,,,,,,,f,,,,,,won
,,,,,,f,,t,,,,g,,,,f,,,f,,,,,,,,f,,,f,,f,t,t,,won
,,f,,f,,,,,,,t,,,,,,,,f,,f,f,,,,,f,,,,,f,,,,won
,,,,,f,,,,,,,,,,,,,f,,,,,,,,,,,,,,t,f,,,won
,f,f,,,,,,,,,t,,,,,f,,,,,,,,,,,,f,,,,,f,,,won
,,,,,,,,,,f,,,,,,,,,f,,,,,f,,,,,,,f,,,t,,won
,,f,,,,,,,,,t,,f,,,,,,f,f,,,,,,,,,,f,,,,,,won
f,,,,,,,,,,,,,f,n,,,f,,f,,,,t,,t,,,f,,,,,f,,t,won
f,,,f,f,,f,,,,,,,,,,f,,,,,f,,,f,f,,,,f,,,f,,,,won
,,f,,,,,,,,,t,l,,,f,,,f,,f,,f,,,,,,,,,,,,,,won
f,f,,f,,,f,,,,,,,,n,,f,t,,,,,,,f,,,,,,,,f,,t,,won
,,,f,,,,f,,,,,l,,,,,,,,,,f,,,,,,f,,,,,,,t,won
f,,,,f,,f,,,,,,,,,,,f,,,f,f,,f,,,f,,,f,,,t,,,,won
,,,,,t,,f,,,f,,,,,,f,,f,f,,f,,,f,f,,,,,f,f,,,,t,won
,,,,,,,,f,,,t,,,,,,,,,,,,t,,,,,,,,,f,t,t,,won
,,,f,,t,,,,f,,t,,,n,,,t,,,,,,,,t,,,,,f,,f,t,,,won
f,f,,f,,,,,,,,,,f,,,,,,,,,f,,,,,,f,,f,,,,,t,won
,f,f,,,,,,,f,,,,,,,,,f,,,,,,,,f,,,,,,,,,t,won
,f,,,,,f,f,,,f,,,,,,,,f,,,f,,t,,,,f,f,f,f,,,,,,won
,,,,f,,,,,,,,l,,,,,,,,,f,,,,,,,,f,,f,,,,,won
,,f,,,,,,,,f,,,,,,,,,,,,,,,t,,,,,,,,,,,won
,f,,,,,,,t,,,,,f,n,,,t,,,,t,,,f,,,,,,f,,f,t,,,won
,,f,,,,,,f,,,f,,f,,,,,,,,,,,,,,,,,,,,,,n,won
,,,,,,f,f,,,,,,,n,,f,,,,,f,,,f,,,,,,,,,,,n,won
,,,,,,,,,,,,,,n,,,,f,,,,f,,,,,,,,,,f,t,t,,won
,f,,,,,,,,,,,,,,,,f,,,,,f,,,,,f,f,,f,,f,f,,,won
,,,,,,,,f,,,,,,,,,,,,,,,f,,,,,,,,,,,,,won
,,f,f,,,f,,,,,,,f,,f,f,,f,,,,,,,t,,,,,f,,,,t,,won
f,,f,,,,,,,,,,,,,,,,,,,f,f,,,,f,f,,,f,f,,,t,,won
,,,,,f,,,,f,,,,f,,,,f,,f,,,,,,,,,f,,,f,,f,,n,won
f,f,,,f,,,,f,,,,l,,,,,,,f,t,,,,,,,,,,,,f,,,,won
,,,,,,,,,,,,,,,,,,,,,f,,,f,,,,f,,,,,,,,won
,,,,f,,,f,,,,,l,,,,,,,,,,,,,t,,,,,,f,,t,,,won
,,,f,,,,,,,,,,,n,,f,,,,,f,,,f,,,,,,,,,,t,,won
,,,,,,,,,,f,,,,,,,,,,,,,,f,,,,,f,,f,,,,n,won
,,f,,,,,,,,,,,,,f,,,f,,,f,f,,,,,,f,,,,,,t,,won
,,,,,t,,f,,,,,,f,,,,,f,,,f,,,,,,,,,,,t,t,,,won
,,f,,,,,,,,,,,,,f,,,,f,t,,,,,t,f,,,,f,,,,,n,won
,,f,,,,f,,,,f,,,,,,,,,,,,,,,,f,,,,,,f,,,,won
,f,,,,,,,,f,,,,,,,f,,,,,,,,,,,f,,f,,,,f,,,won
,,,,,,f,,f,,,f,,,,,,f,,,,,f,,f,,f,,,,,,,,,,won
f,,f,,,,f,,,f,f,f,,,,,f,,,,,f,,f,,,,,,,,,,,,,won
,,,,,,f,f,,,,,,,,f,,,f,,,,,,,f,f,,,,,,,,t,n,won
,,f,f,f,,,,t,f,,,l,,,,f,,,,t,,f,,,,,f,f,,,,,,t,n,won
,,,f,,f,,f,,,,,,f,,f,,,,f,,,,f,,,,f,,f,,,,,,,won
f,,,f,,,,,,f,,,,f,,,f,t,,,,,,t,,f,,,,,,,,,,,won
,,,,f,,,f,,,,,,f,,,,,,,,,,,,,f,,,,f,f,t,t,,,won
,,,f,,,,f,,f,,,,,,f,,,f,,t,,f,,,,f,,,,,,,t,t,,won
,,,,f,f,,f,t,f,,,,,,f,,t,,,,,,,,,,f,,,,,,t,,,won
,,,,,,,,,,f,,,,,,f,f,f,,t,,,,,,f,,,,,,,,t,,won
f,,,,,,,,,f,f,f,,,,f,,,,f,,,,,f,,,,,,f,f,,,,,won
,,f,,,f,,,,,,,,,,,,,,,t,,,f,,,,f,,,,,,f,,n,won
,f,f,,t,,,,,f,,,l,,,f,,,,f,,f,f,,,,,,,,f,,t,,,,won
f,f,,,,,,,t,f,f,,,,,f,,,,,,,f,,,,,,,,f,,,,,n,won
,,,f,,,f,,,,,,l,,,f,,,,,t,,,,,,f,,,,f,,,f,,,won
f,,,,,,,,,,,,,,,,,,,,,,f,,,f,,,,,,,,f,,,won
,,f,,f,,,,,f,,,,,,,,,,,,f,,,,,,,,,,,,,,n,won
,,,,,f,,,,,,,,f,,f,,,,,,,,,,,,f,,,,,,,,,won
,,,,,,,,,,f,,,,,,,,,f,,,,,,,f,f,,,,f,,,,n,won
,,,,,t,,,,,,,,,,,,t,,,,,,,,f,,,,,f,,,,,,won
,,,,,,,,,,,,,,,,,,f,,,,,f,,,,,,,,,,,,,won
,,,f,,,,f,,,f,,,,,,,,f,,,,,f,f,,f,,,,,,,,,,won
,,,,,,,,,f,f,,,f,,,f,t,f,,t,,,t,,f,f,,,f,f,,,,,,won
,,f,,,,,,,f,,,,f,,f,,,f,f,,,,,,,f,,,,,,,,,,won
f,f,,,,t,,f,,f,,,,f,,,,,,,,,,t,,,,,,,,,,,,,won
,,,,,,,,,,,,,,,,,,,,,,,,,,f,f,,,,,,,,,won
f,,,,,t,,,,,,,,,n,,,,,,t,,,,,,f,f,,,,,,,,,won
,,,,,,,,,,,,l,,n,,,,,,,,,,,,,,f,,f,f,f,,,n,won
,f,,,,,,f,f,,,,,,,,,,,f,,,f,,,,,,,,,,,,,,won
,,f,,,,,,,,,,,,,f,,f,,,,f,,,,,,,,,,,,f,t,,won
,,,,,,t,f,,,,,l,,,,,f,,,,,,,,,,,,,,,,,,,won
,,,,f,t,f,f,,f,,,,,n,,f,f,,f,,,,f,f,,,,,,f,,,,,,won
,f,,,,,,,f,f,,,,f,,f,,,,,,,,,,,,,,,,f,,,,,won
,,f,f,,t,,,,,,,,,,,,,,,,,f,,f,,f,,,,,,,,t,,won
,,,,f,f,,,,,,,g,,,,,t,f,,,,,f,,,f,,,,,f,,,t,n,won
,f,,,,,,f,f,,,,,,,,,,,f,,,,,,,,f,,,,,,,,,won
,f,,,,f,,,,,f,,,,,,f,,,f,,,,,,,,,f,,,f,f,t,,,won
,,,,,,,f,,,f,f,,,,,,t,,,,,,,,,,,,,,,,,,n,won
,,,,f,,,,,,,,,f,,f,,,,f,,,,,,,f,,,,,,,,,,won
f,,,,,,,,,,f,f,,,,,,,,f,t,,f,t,f,t,,,,,,,,,,,won
,,,,,,,f,,,f,,,f,,,,,,,,,,,,,f,,f,,,,f,,,,won
,,,,f,,,,,,,,,,,,f,,f,,t,f,,,,,,,,,,,t,,,,won
,,,,f,,,,,,,f,g,,n,,,t,,,,,,,,t,,,,,,,,,,,won
f,f,,,,,,f,,,,f,,,,,f,,,,,,,,,t,,,,,,,,,,,won
,,,,,,,,,,,,,,n,,,,,f,,,,f,,,,f,,,,,,t,t,,won
,,f,,,,,,,,f,,g,,,f,,t,,f,,,,,f,,,,,,f,,t,,,n,won
,,,f,,,f,f,f,,,,,f,n,f,,,f,,,f,,t,,,,,,,f,f,,,t,n,won
,,,,f,,f,,,,,,,,,,,,,,,f,,,,f,,,,,,,f,,,,won
,,,,,,,,,,,,,f,n,f,,,,,,,,,,,f,,,,,,,,,,won
,,,,,,,,,f,,,,,n,,,,,,t,,f,,,f,,,,,,,,,,,won
f,,,,f,,,,f,,,,,,,,,t,,,t,,,f,,,,,,,,,t,,,,won
,,f,,,,,,,,,,,,,,,t,,,,,,,,,f,,,,f,f,,t,,,won
f,,,f,t,,,,,,,,g,,n,,,,,f,,,,,,,,,,,,,,,,,won
,,,,,t,,f,,,,,g,f,n,,f,,,f,,,,,,,,f,,,,,,,,,won
,f,,f,,,,,f,f,,,,,n,,f,,,,t,,f,,,,f,f,,,,,,,,n,won
,,,,,f,f,,,,f,,,f,,,,,,,,,,,,,,f,,,,,f,,,,won
,,,,f,f,,,,,,,,,,,,f,,,,f,,,,,,,,,,,,f,,,won
f,,,f,f,t,,,f,,,,,,,,f,,,,,,f,,,t,,,,,,f,t,t,t,,won
f,,,f,,,,,,,,,,,,,,,f,,,,f,,,,,f,,,f,,,,,,won
f,,,f,,,f,,,,,,,,,,,f,f,f,,,,,f,,,,,,,f,,,,n,won
,,,f,,,f,,f,f,f,,,,,,,,,,,,,,,,,f,,,,f,,t,,,won
,,,f,,,,f,f,f,,,,,,,,,f,,,,,,,f,,f,,,,,,,,,won
,,f,,,,,,,f,,,,,,,,,,f,,,,,,,f,f,f,,,,,t,,,won
f,,,,,t,,,,,f,,,,,,,,f,,,,,,,,,f,,f,f,,,,,,won
,,,,,,,,,,,,,,,,,,,,t,,,,,t,,,,,,,,,,,won
,,f,f,,,f,,f,,,,,f,,,,,,,,,,,,t,f,,,f,,,,,,,won
,f,,,,,f,,f,,,,,,,,,,,f,,,,f,f,,,,,,,,,,,n,won
,,,,f,,f,,,,f,t,,,n,,f,,,,,,f,f,,t,f,,f,f,f,,,,t,,won
,,f,,,,,,,,,,g,,,,f,,f,,,,,,,,,f,f,,,,,t,,n,won
,,,f,,,f,,f,,,,,f,,f,f,,,f,,,f,,,,,,f,,,,t,,t,,won
f,,f,f,,,f,,,,f,,,,,f,,,,,,,,,,f,,,,,f,,,t,,,won
,,,,,,f,,,,,,,,,,,,,,,,,,,,f,,f,,,f,t,,,,won
,,,,,,,,,,,,,f,,,f,,,,,f,,,,,f,,f,f,,f,,t,t,t,won
,,,,,f,,,,f,,,,,n,,,,,,,t,f,,f,,,,,,,f,,t,,,won
,,f,,,,f,,f,,,f,l,,,,,,,,t,,,,,,,,,,,,,t,,,won
,f,,,f,f,,f,t,,f,,,,,,f,,,,t,,,,,t,,,,,,f,,,t,,won
f,,,,f,,,,,,,,,f,,f,,,,,,,,,,,,,,f,,,,,t,,won
,f,,,,,,,f,,,f,,,,,,,,,t,,,,,t,f,,,,,,,,,t,won
,,,,,,,,f,f,,,,,,,,,,,,,,,,,,,,,,,t,,,,won
,,,,,,f,,f,f,,,,,,f,,,,,,,f,,,,,,,,,,,,,,won
,,f,,,f,,,,,f,,,,,,,,f,,,,,,,,,,,,,,,,,,won
f,,,,,,,,f,,,,,,n,,,,f,f,,,f,,,,,f,,,,,,,,t,won
,,f,,f,,,,,,f,f,l,,n,,,,,,,f,,f,,t,,f,f,,,,,,t,,won
,,,f,f,t,f,,,,,f,,,,,,,,,,,,f,,,,,f,,,,,,,,won
,,f,,,t,,,,,f,,,,,,,,,f,t,,,,f,,,,f,f,,f,f,,,,won
f,,,,,t,f,,,,,,,,n,,,,,,t,t,,t,,,,f,,,,f,,t,,,won
,,,,,,f,,,f,f,,,,,f,,,,,,,f,,,,,,,,,,,,,,won
,f,,f,f,,,,,,,f,l,,,,,,f,,,,,f,,,,,,,,,,,t,,won
,,,f,,,,,f,,,,,f,,,,,,f,,,,,f,,f,,f,,,,,,t,,won
f,,,,,t,f,,,,,,l,f,,,,,,,t,,,,,t,,,,,,,,,,,won
,,f,,,,,,,,,,,f,,,,,,f,,f,,,,f,f,,f,,,f,,t,,,won
f,,f,,,,,f,,,,,l,,n,,,,,,,,,,,,,f,f,,,,,,,,won
,,,,,,f,,,,,,,,n,,,,f,f,,f,,,,,f,f,f,,,,,,,,won
f,,,,,,,f,,,,,,,,,,,,,,,f,,f,,,,,f,,,,,,,won
,,,,,f,,,,f,,,,f,,,,,,,,f,,,,,,,,f,,,,,,,won
,,,,,,,,f,,f,,,,,,,,,,t,f,,,,,,,f,f,,,,f,,,won
,,,,,,,,,,,,,,,f,f,,,,,,,,,,,,,,f,,,,t,,won
,,f,,,f,,,,,,f,,,,,,,,,,,,,f,,,,f,,,,,f,,,won
,,,,,,,,,,f,,,,,,,,,,,f,,,,,,,,,f,f,,,,,won
,,,,f,,,,,,,f,,,,f,,,,,,,f,,,,,,,,,,,,t,,won
f,,,f,f,,,,f,,f,,,,,,,,f,,,f,,,,f,,f,f,,,,,t,,,won
,,,,f,,,,,,f,,,f,,,f,,,,,,,,f,,f,,,,,f,,,,,won
,,,,,,,,,,,,,,,f,,,,f,,,,f,,,,,,,f,,f,,,,won
,,,,,,f,,,f,,f,,,,,,,f,,,,,,,,,,,,f,,,,,,won
,,,,,,,,,t,,,,,,,,,,,,,,,f,,f,,,f,,,,,,,won
,,,,,,,,,,,,,,n,,f,,,,,,f,,,,,,f,,,,,,,,won
,,,,,,,f,,,,,,,,,,,f,,,,,,,,,,,,,,f,,,n,won
,,,,,,,,,,t,,,,w,,,,,,,,,,,,,,,,,f,,,,,won
,,,,,,,,,t,,,l,,,,,,,f,t,f,,,,t,f,,,,f,,t,,,,won
,,,f,f,,f,f,,t,,,,f,,,,,,,,,,,f,,,,f,f,,,,,f,,won
f,,,,,,f,,,,,,,,,,,,,f,,,,,,t,f,,,,,,,,,,won
f,,,,,,f,f,,,,,l,,,,,f,,f,,,,f,,,f,,,,f,,,,,,won
f,,,,,,,f,,,t,,,,n,,,,,t,,,,,,t,f,f,,,,,,,,,won
,,,,,,f,,,,,,,,,,,f,f,,t,,,f,f,,,,,,,f,f,,t,,won
,,,,,,f,,f,,,,,,,,,,,,t,,,,,,,,,,,,,,,n,won
,,f,,,t,,,,t,,,l,,,,,,,,,,,,,,f,,f,,,f,,,t,n,won
,f,,f,,t,,,,,,,,,n,,,,,f,,,,,,,,f,,,,,,,,,won
,,,,,,,,,t,,f,,,,,f,,,f,,,,,,,,f,,,,,t,,,,won
,,f,,,,,,,,t,,,,,,,,,,t,,,,,,,,,,,,,,,,won
f,f,f,,f,,,,,t,,,,,n,f,,f,,t,,,,,,,,,,,,,f,,,,won
,,,,,,,,,,,,,f,,,,,,,t,,,,,t,,,,,f,,f,,,,won
,,,,,,f,,f,,,,,,,,,,,f,,,f,,,f,f,,f,,f,,f,,,n,won
,,f,,f,,,,,,,,,,,,,f,f,f,,,,t,f,,f,,,,,,,,,,won
,,,,f,,,,,,,,g,,,,f,,,f,,,,,,,,,,f,f,,f,,,,won
,,,,,,,,,t,,,,,,,,,,f,,,,f,,t,f,,f,f,,,,,,n,won
f,,,f,,,,,,,,,,,,,f,,,,,,,,,t,,f,,,,,,t,,n,won
,,,,,,f,,,,,,,,,,,,,,t,,,,f,,,,f,,,,,,,,won
,f,,,,,,,,,t,,g,,,,f,,,,,,,,,,,,,f,,,,,,,won
,,,,,f,,f,,,,,,,,,,,f,,t,,,f,,,,,,f,,,,,,,won
f,,,,t,,,,,t,,,,,,f,,,,,,,,,,,,,,,f,,,,,,won
,,,,,,,f,,,t,,,,,f,,,,f,t,,,t,,t,,,,f,,,,,,,won
,,,,,,,,,,f,,,,,,f,,,f,,,t,f,,t,,,,,f,,f,,,n,won
,,,,,,,,,t,,,,,,,,,f,,,,,,,t,,,,,f,f,,,,,won
,f,,,,,,,f,,,,,,,,,,,,t,,f,,,,,,,f,,,f,,,n,won
,,f,,,,t,,f,,f,,,,,,,,,,,f,,f,f,t,,,,,f,,,,,,won
,,f,,,,,f,,,,,,,,,,,,,,f,,,f,t,,,,,,,,,,,won
f,f,f,,f,t,,,f,,t,,,,,,,,,,,f,f,,,,,,,,,,,,,n,won
,,,f,t,,,,f,t,,,,,,,f,,,,,,,,,t,f,,f,,,,,,,,won
f,,,f,,,,,,,,,g,f,,,,,f,,,,,,,,f,f,,,,f,,,,,won
,,f,,f,t,,,f,,,,g,f,,,f,,,,t,,,,,,,,f,f,,,,,,,won
f,,,,,,t,,,,,,g,,n,,,,,f,,f,,,f,,f,,,f,,f,,,t,n,won
,,,,f,t,,,,,,,,,n,f,,t,,,,,,t,,t,,f,,,,f,f,,,,won
f,,,,,,,,,,,,,,,f,,,f,,,,,,,,,,,,,,,,,,won
,f,f,f,,,,,f,,,,g,f,,,f,,f,,,,,,,,,,,,,,,,,,won
f,f,,,,,,f,,,,,,,,,,,,,,f,,,,,,,,,,,,,,,won
,f,,,,,,,,t,,,,,,,f,,f,,,f,,,,,,,f,,,,f,t,,n,won
,f,,f,,,f,,,,,f,,,n,f,f,t,,,,,,,,f,,,,,,,,t,,,won
,,f,,,,,,,,,f,g,,,,,,,,,,,f,,,f,,,,f,f,f,,,,won
f,,f,,,,,,,,,,g,,,f,,,,,,,,,f,,,,,,,,,,,,won
,,,,,,,,f,,,,,f,,,,t,,,,,,,f,,,,,,,,f,,,,won
,,,,,,f,f,,,,,,f,,,,,,,t,,f,,,,,,,,,,,,,,won
,,,,,,,,,t,f,t,l,,,,,f,,f,t,f,,,f,t,,,,,,,f,t,,,won
,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,,,,f,t,,n,won
,,,,f,,,,,,,t,g,,,,,,f,,,,,,f,,,f,,f,,,,,,,won
,f,,,f,,f,,,,,,,,,,,,,,,,,f,,,,,,,f,,,,t,t,won
,,f,,f,,,,,,,,,,,,,,,,,,,,,t,,,,,,,,,,,won
,,,,,,,f,,,,,,,n,,f,,,,,,,,,,,,,,,,,,,,won
f,f,,f,,,,,,,,,l,,,f,,,,,,,,,,,,,,,,,,,t,,won
,,f,,,,f,,,,,,,,,,,t,,,,f,,f,,,,,f,,f,f,,t,,,won
f,,,,,,,,,,,,,,,,,,f,,t,,f,,,,f,,,,f,f,,,t,,won
,f,,,,,,f,,,,f,,,,,,f,,,,,f,,f,,,,f,,,,,,,,won
f,,f,,,f,,,,,,,,,,,,t,f,,,,,,f,,,f,,,,,,,,,won
,f,,,,,,,,,,,,f,,,,,,,,,,,,f,,,,,,,,t,,,won
,,,,,f,,,,t,,,,f,,,f,,,,t,,,,f,,,,,f,,,,,,t,won
,,,f,,,,,,,,,,,,,,,f,,,,f,,,,,f,,,,f,,,t,,won
f,,f,,,,,,,,,,,,,,,,,,t,,f,,,f,,,f,,,,,,t,,won
,,,,,f,f,,,t,,,,f,,f,,,,,,f,,t,,,,,,,,,,,,,won
,,,,,,,f,,,,f,,,n,,,,,f,,f,,,,f,,,,f,,,t,,,t,won
,,,,,,,f,f,,f,,,f,,f,,,,,,,f,,,,,,,,,f,,t,,,won
,,,,,,,f,f,,,,,,,,f,,,,,,,,f,f,,,f,,,,,,,,won
,,,,,,f,,,,,,,f,,,,,,f,,,,f,,,,,,,,,,,,t,won
,,,,,,,,,,,,,,,,,,,,,,f,,f,,,,,,,,t,,,,won
,,f,f,,,,,,,,,,f,n,,,t,,,t,,f,,,,,,,,,,,,,,won
,,,,,,,,,,,,,,n,,f,t,f,,,f,,,f,,,,,,,f,,t,,,won
f,,,,,t,,,,,,f,l,f,,f,,t,,,,f,,,f,f,,,,,,f,t,,,t,won
,,,f,,,,,,t,,f,,,,f,,,f,,,f,,,,,,,,,,,f,,,t,won
,,,,,,,,,t,f,,g,,,f,,,f,,,,,,,,,,f,,,f,,,,t,won
,,,,f,,f,,,,,f,,,,f,,,,f,,,,,f,,,,,f,f,,,t,,,won
f,,,,f,,,f,,t,f,,,,,,,,f,,,,f,,,f,f,,f,,,,f,,,,won
,,,,,,,,,t,,,l,,,,,t,,,,,,f,f,,,,,,,,,,t,,won
,,f,,,,,,,,f,,l,,,,,,,,,,,,,,,,f,,,f,,,,,won
f,,,,,,,f,f,,,,,,n,,,,f,,,,,,,,,,f,,,,,t,,n,nowin
,,,,,,,,,,,f,,,,,f,,,,,,,,,,,,,f,f,,,t,,,nowin
f,,f,,,,,,,,,,,,,,,,,f,,,,,,,,,,,,,,,t,,nowin
,,,,f,,,,,,,,,,,,f,,f,,,f,,,f,,f,,,,f,,f,,f,,nowin
,f,,,,,,f,f,,f,,l,,,,,,,,,,,,,,,,,,,,,t,,,nowin
,,,,,,f,,,,f,f,,f,,,,,,,,,f,f,f,,,,,,,,f,,,,nowin
,,f,,,,,,,f,,,,,n,,,,,,,,,f,,,,,,,,,,,,,nowin
,,,,f,,f,,,,f,f,,f,,,,,f,,f,,,,,,,,f,f,,,,,,,nowin
