checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,9.0,existing paid,business,1449.0,<100,4<=X<7,3.0,female div/dep/mar,none,2.0,,27.0,none,own,,skilled,1.0,,yes,good
,,existing paid,new car,1820.0,<100,1<=X<4,2.0,male mar/wid,,2.0,life insurance,30.0,,own,1.0,high qualif/self emp/mgmt,1.0,yes,,good
0<=X<200,12.0,existing paid,furniture/equipment,983.0,,<1,1.0,female div/dep/mar,none,4.0,real estate,19.0,none,rent,1.0,unskilled resident,,none,,good
,36.0,existing paid,,3249.0,<100,4<=X<7,2.0,male single,none,4.0,,39.0,bank,for free,1.0,high qualif/self emp/mgmt,2.0,yes,yes,good
,6.0,critical/other existing credit,radio/tv,1957.0,<100,4<=X<7,,female div/dep/mar,,4.0,car,31.0,none,own,,,1.0,none,yes,good
no checking,9.0,critical/other existing credit,furniture/equipment,2406.0,<100,unemployed,,male single,none,3.0,car,31.0,none,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,39.0,delayed previously,education,11760.0,100<=X<500,4<=X<7,2.0,male single,,3.0,no known property,32.0,none,rent,1.0,skilled,1.0,,yes,good
,12.0,existing paid,furniture/equipment,,<100,unemployed,3.0,,none,,no known property,55.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
<0,,critical/other existing credit,furniture/equipment,2348.0,<100,1<=X<4,3.0,male mar/wid,none,,life insurance,46.0,,own,,skilled,1.0,,yes,good
0<=X<200,12.0,existing paid,new car,1223.0,<100,>=7,1.0,male div/sep,none,1.0,,46.0,none,rent,2.0,skilled,1.0,none,yes,bad
no checking,24.0,,radio/tv,1516.0,>=1000,1<=X<4,4.0,female div/dep/mar,none,1.0,,43.0,none,own,2.0,unskilled resident,1.0,none,yes,good
no checking,,existing paid,radio/tv,,<100,<1,,male mar/wid,none,4.0,real estate,,,own,1.0,skilled,1.0,yes,yes,good
0<=X<200,18.0,critical/other existing credit,,1887.0,no known savings,1<=X<4,4.0,,none,4.0,real estate,,bank,,2.0,skilled,1.0,none,yes,good
no checking,24.0,delayed previously,business,8648.0,,<1,2.0,male single,none,2.0,car,27.0,bank,own,2.0,skilled,1.0,yes,yes,bad
no checking,14.0,delayed previously,,802.0,<100,1<=X<4,4.0,,none,,car,27.0,none,,2.0,,1.0,none,yes,good
0<=X<200,,delayed previously,new car,2899.0,no known savings,>=7,4.0,male single,none,,,,none,own,1.0,skilled,2.0,none,yes,good
0<=X<200,24.0,existing paid,radio/tv,2039.0,<100,<1,,male mar/wid,none,1.0,life insurance,22.0,none,own,,skilled,1.0,,,bad
,24.0,critical/other existing credit,used car,2197.0,no known savings,4<=X<7,4.0,,none,,car,43.0,none,own,2.0,skilled,2.0,yes,,good
,15.0,existing paid,radio/tv,,<100,<1,4.0,male mar/wid,none,,real estate,27.0,,own,1.0,skilled,1.0,,no,good
no checking,,existing paid,radio/tv,3235.0,500<=X<1000,>=7,3.0,male div/sep,,2.0,car,26.0,none,own,,high qualif/self emp/mgmt,,,yes,good
>=200,12.0,critical/other existing credit,,939.0,500<=X<1000,4<=X<7,4.0,male mar/wid,none,,real estate,,,,3.0,skilled,1.0,,yes,bad
0<=X<200,24.0,,radio/tv,1967.0,<100,>=7,4.0,female div/dep/mar,none,4.0,car,20.0,none,own,1.0,skilled,1.0,yes,yes,good
no checking,33.0,critical/other existing credit,used car,7253.0,<100,,3.0,male single,,,car,35.0,none,own,2.0,,1.0,yes,yes,good
no checking,,,business,2292.0,<100,,4.0,male single,none,,,42.0,stores,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,10.0,existing paid,,1597.0,,1<=X<4,3.0,male single,none,2.0,,40.0,none,rent,1.0,unskilled resident,2.0,none,no,good
<0,24.0,existing paid,new car,,no known savings,,4.0,female div/dep/mar,,2.0,life insurance,35.0,none,own,1.0,skilled,1.0,,yes,bad
no checking,36.0,critical/other existing credit,used car,5842.0,<100,>=7,2.0,,none,2.0,life insurance,35.0,none,own,2.0,,,,yes,good
<0,12.0,existing paid,new car,2579.0,<100,<1,,,,,real estate,33.0,none,own,1.0,unskilled resident,2.0,none,yes,bad
<0,,,education,,no known savings,1<=X<4,1.0,female div/dep/mar,none,2.0,car,23.0,,rent,,,1.0,yes,yes,good
,,,new car,2782.0,500<=X<1000,4<=X<7,,female div/dep/mar,none,2.0,,31.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,18.0,existing paid,new car,1042.0,,,,female div/dep/mar,none,2.0,,33.0,none,own,1.0,,,none,yes,bad
,15.0,existing paid,new car,3186.0,>=1000,,2.0,female div/dep/mar,none,,car,,none,rent,,skilled,,none,yes,good
0<=X<200,,existing paid,used car,2028.0,no known savings,1<=X<4,4.0,male single,none,2.0,car,30.0,none,own,1.0,,1.0,none,yes,good
0<=X<200,12.0,,new car,958.0,<100,4<=X<7,,male single,none,3.0,real estate,47.0,none,own,2.0,unskilled resident,2.0,none,yes,good
no checking,,delayed previously,furniture/equipment,1591.0,,4<=X<7,4.0,,,3.0,real estate,34.0,none,own,2.0,high qualif/self emp/mgmt,1.0,none,yes,good
0<=X<200,,existing paid,furniture/equipment,2762.0,no known savings,>=7,1.0,female div/dep/mar,none,2.0,life insurance,25.0,bank,own,1.0,skilled,1.0,yes,yes,bad
0<=X<200,18.0,existing paid,,2779.0,<100,1<=X<4,1.0,male mar/wid,,,car,21.0,none,rent,1.0,skilled,,yes,yes,good
no checking,28.0,critical/other existing credit,,2743.0,<100,,4.0,male single,none,2.0,car,29.0,none,,2.0,skilled,1.0,none,yes,good
no checking,18.0,critical/other existing credit,radio/tv,1149.0,,1<=X<4,4.0,male single,none,,real estate,46.0,none,own,,skilled,1.0,,yes,good
,9.0,existing paid,furniture/equipment,1313.0,<100,>=7,1.0,male single,none,4.0,car,20.0,none,,1.0,skilled,1.0,,,good
,18.0,critical/other existing credit,repairs,1190.0,<100,,,female div/dep/mar,none,4.0,no known property,55.0,none,,,,2.0,none,yes,bad
no checking,5.0,existing paid,business,3448.0,<100,4<=X<7,1.0,,,4.0,real estate,,none,own,1.0,,1.0,none,yes,good
0<=X<200,24.0,existing paid,,,<100,1<=X<4,2.0,male single,co applicant,3.0,,,bank,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
<0,6.0,critical/other existing credit,furniture/equipment,1872.0,<100,unemployed,4.0,male single,none,4.0,no known property,36.0,none,for free,3.0,high qualif/self emp/mgmt,1.0,,yes,good
,24.0,critical/other existing credit,repairs,,<100,1<=X<4,4.0,,none,2.0,real estate,33.0,none,own,2.0,skilled,1.0,,yes,good
<0,9.0,existing paid,furniture/equipment,2136.0,,1<=X<4,3.0,male single,none,2.0,real estate,,none,own,,skilled,,none,yes,good
0<=X<200,12.0,existing paid,,,no known savings,1<=X<4,2.0,male mar/wid,none,1.0,real estate,25.0,,own,1.0,skilled,1.0,,yes,bad
no checking,6.0,existing paid,repairs,660.0,500<=X<1000,4<=X<7,,male mar/wid,,,real estate,23.0,none,rent,1.0,unskilled resident,1.0,none,yes,good
,,critical/other existing credit,new car,1287.0,,,4.0,,none,4.0,,37.0,none,own,2.0,,1.0,,yes,good
<0,42.0,critical/other existing credit,repairs,,<100,unemployed,4.0,,co applicant,4.0,car,65.0,none,own,2.0,unemp/unskilled non res,1.0,none,yes,good
>=200,12.0,all paid,business,609.0,<100,<1,4.0,female div/dep/mar,,1.0,real estate,26.0,none,,1.0,unemp/unskilled non res,1.0,none,yes,bad
no checking,12.0,existing paid,new car,1884.0,<100,>=7,4.0,male single,none,4.0,car,39.0,none,own,1.0,high qualif/self emp/mgmt,1.0,,yes,good
<0,,existing paid,furniture/equipment,1620.0,<100,,2.0,female div/dep/mar,co applicant,3.0,,30.0,none,own,1.0,skilled,,none,,good
,20.0,delayed previously,other,,<100,,2.0,,none,3.0,car,,bank,own,2.0,,1.0,yes,yes,good
no checking,12.0,existing paid,education,719.0,<100,>=7,4.0,,none,,car,41.0,bank,,,unskilled resident,2.0,none,yes,bad
0<=X<200,48.0,critical/other existing credit,,5096.0,<100,1<=X<4,2.0,female div/dep/mar,,3.0,car,30.0,,own,,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,9.0,critical/other existing credit,education,,,>=7,4.0,female div/dep/mar,none,4.0,,41.0,none,rent,2.0,unskilled resident,1.0,none,yes,good
<0,,,,1842.0,<100,<1,4.0,female div/dep/mar,none,4.0,car,34.0,none,own,1.0,skilled,1.0,yes,yes,bad
0<=X<200,7.0,existing paid,radio/tv,2576.0,<100,1<=X<4,2.0,,guarantor,2.0,real estate,35.0,,own,,,1.0,,yes,good
>=200,,existing paid,furniture/equipment,1424.0,no known savings,>=7,3.0,female div/dep/mar,none,4.0,real estate,55.0,none,,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,15.0,delayed previously,repairs,1512.0,,,3.0,male mar/wid,,3.0,,61.0,,,,skilled,,none,,bad
,36.0,critical/other existing credit,used car,11054.0,no known savings,1<=X<4,4.0,male single,none,2.0,car,,,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,6.0,existing paid,radio/tv,518.0,<100,1<=X<4,3.0,female div/dep/mar,none,1.0,real estate,,none,,1.0,skilled,1.0,none,yes,good
no checking,,no credits/all paid,,,,>=7,,male single,none,4.0,life insurance,34.0,none,,2.0,skilled,1.0,none,yes,good
,24.0,existing paid,used car,2670.0,<100,>=7,4.0,male single,none,4.0,car,35.0,none,own,,high qualif/self emp/mgmt,1.0,yes,,good
<0,24.0,existing paid,new car,4817.0,<100,4<=X<7,2.0,male single,co applicant,3.0,,,none,own,1.0,skilled,1.0,yes,,bad
,,existing paid,,2679.0,<100,<1,4.0,female div/dep/mar,none,1.0,no known property,,none,own,1.0,,1.0,yes,yes,good
<0,11.0,,new car,3905.0,<100,1<=X<4,2.0,male single,none,2.0,real estate,36.0,none,rent,2.0,,2.0,none,yes,good
<0,,existing paid,,,<100,>=7,3.0,male single,none,4.0,no known property,35.0,none,for free,1.0,skilled,1.0,yes,,bad
<0,6.0,,domestic appliance,343.0,<100,<1,4.0,female div/dep/mar,none,1.0,real estate,27.0,none,own,1.0,skilled,1.0,none,yes,good
,18.0,existing paid,radio/tv,4594.0,,,3.0,male single,,2.0,car,,none,own,,skilled,1.0,,yes,good
<0,36.0,existing paid,furniture/equipment,,<100,1<=X<4,1.0,,guarantor,2.0,,37.0,none,,1.0,,2.0,none,yes,good
<0,15.0,,new car,,<100,,,male single,,3.0,,36.0,none,own,1.0,skilled,1.0,none,yes,good
,12.0,existing paid,furniture/equipment,3017.0,<100,<1,3.0,,none,1.0,,,none,,1.0,high qualif/self emp/mgmt,,none,yes,good
0<=X<200,12.0,existing paid,,754.0,no known savings,>=7,4.0,male single,none,4.0,,38.0,none,own,2.0,skilled,,none,yes,good
no checking,18.0,existing paid,business,1950.0,<100,4<=X<7,4.0,male single,,1.0,car,34.0,stores,own,2.0,skilled,1.0,yes,yes,good
<0,24.0,existing paid,used car,2924.0,<100,,3.0,male single,guarantor,4.0,,63.0,bank,own,1.0,skilled,2.0,yes,,good
,24.0,delayed previously,radio/tv,1659.0,,,4.0,female div/dep/mar,none,,car,,none,rent,,unskilled resident,1.0,yes,yes,bad
no checking,48.0,delayed previously,radio/tv,,no known savings,>=7,,,none,,car,32.0,bank,,,skilled,,,,good
no checking,33.0,delayed previously,business,2764.0,<100,,2.0,female div/dep/mar,none,2.0,car,,none,own,2.0,skilled,1.0,yes,,good
no checking,24.0,delayed previously,used car,4679.0,<100,4<=X<7,3.0,male single,none,,car,35.0,none,,2.0,unskilled resident,1.0,yes,,good
,24.0,existing paid,,,100<=X<500,<1,,male mar/wid,none,2.0,car,,none,rent,1.0,skilled,1.0,yes,yes,bad
<0,6.0,,education,,,,4.0,female div/dep/mar,none,4.0,,23.0,none,own,1.0,skilled,1.0,none,yes,bad
<0,,existing paid,new car,,<100,1<=X<4,,male single,none,3.0,car,28.0,none,,1.0,unskilled resident,1.0,none,yes,bad
,6.0,,,1238.0,no known savings,unemployed,4.0,,none,4.0,life insurance,36.0,none,own,,high qualif/self emp/mgmt,2.0,yes,yes,good
0<=X<200,18.0,critical/other existing credit,radio/tv,1245.0,<100,1<=X<4,,male mar/wid,none,2.0,car,,none,own,1.0,skilled,1.0,,yes,bad
<0,18.0,no credits/all paid,furniture/equipment,3114.0,<100,<1,1.0,female div/dep/mar,none,4.0,life insurance,26.0,,rent,1.0,skilled,1.0,,,bad
no checking,39.0,existing paid,used car,2569.0,500<=X<1000,1<=X<4,4.0,,,4.0,car,24.0,none,own,1.0,skilled,1.0,none,yes,good
>=200,24.0,existing paid,radio/tv,5152.0,<100,4<=X<7,4.0,male single,none,,car,,bank,own,1.0,skilled,1.0,none,yes,good
0<=X<200,12.0,existing paid,business,1037.0,100<=X<500,4<=X<7,,,none,4.0,,39.0,,,,unskilled resident,1.0,none,,good
<0,15.0,,furniture/equipment,,<100,>=7,4.0,male single,none,4.0,car,44.0,none,own,2.0,skilled,2.0,yes,,good
,12.0,critical/other existing credit,radio/tv,3573.0,,1<=X<4,1.0,female div/dep/mar,,1.0,,23.0,none,own,1.0,unskilled resident,1.0,none,yes,good
0<=X<200,24.0,existing paid,new car,1201.0,,,,male single,,1.0,life insurance,,,,1.0,skilled,1.0,none,yes,good
<0,,,,3622.0,>=1000,>=7,4.0,,none,4.0,life insurance,57.0,none,rent,2.0,skilled,1.0,yes,yes,good
no checking,,delayed previously,furniture/equipment,960.0,>=1000,4<=X<7,3.0,female div/dep/mar,none,2.0,life insurance,,,own,2.0,skilled,1.0,none,yes,good
no checking,12.0,,new car,1163.0,500<=X<1000,1<=X<4,4.0,male single,none,4.0,real estate,44.0,none,own,1.0,,1.0,,yes,good
,,delayed previously,new car,,<100,unemployed,4.0,,none,4.0,life insurance,47.0,,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,12.0,existing paid,radio/tv,,<100,1<=X<4,2.0,male single,,4.0,car,52.0,none,own,1.0,skilled,1.0,yes,,good
,24.0,existing paid,new car,3757.0,<100,>=7,4.0,,,,no known property,,none,for free,1.0,skilled,,yes,yes,good
,10.0,existing paid,,1418.0,,,3.0,,none,2.0,,35.0,none,,1.0,unskilled resident,1.0,none,no,good
no checking,6.0,existing paid,new car,,,1<=X<4,2.0,,guarantor,3.0,life insurance,26.0,,,1.0,,1.0,none,yes,good
no checking,12.0,critical/other existing credit,radio/tv,1934.0,<100,>=7,2.0,,none,,,26.0,none,own,2.0,skilled,1.0,none,yes,good
,27.0,no credits/all paid,business,8318.0,<100,>=7,2.0,female div/dep/mar,,,no known property,42.0,none,for free,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,6.0,critical/other existing credit,,1237.0,100<=X<500,1<=X<4,1.0,female div/dep/mar,none,,,27.0,none,own,2.0,skilled,1.0,none,yes,good
0<=X<200,6.0,existing paid,radio/tv,368.0,no known savings,>=7,4.0,male single,,4.0,life insurance,38.0,,own,1.0,,1.0,none,yes,good
<0,12.0,critical/other existing credit,new car,,<100,,,male single,,2.0,real estate,,none,rent,2.0,unskilled resident,2.0,none,no,good
<0,24.0,,furniture/equipment,,no known savings,1<=X<4,2.0,male mar/wid,,4.0,car,20.0,,own,,skilled,1.0,none,yes,bad
0<=X<200,36.0,existing paid,,9034.0,100<=X<500,,,male single,co applicant,1.0,no known property,29.0,none,rent,,high qualif/self emp/mgmt,1.0,,yes,bad
no checking,,critical/other existing credit,,1585.0,,4<=X<7,4.0,male single,none,3.0,life insurance,,,own,2.0,skilled,,none,yes,good
,18.0,existing paid,,1301.0,<100,>=7,4.0,,guarantor,2.0,real estate,32.0,none,own,1.0,unskilled resident,1.0,none,yes,good
>=200,6.0,critical/other existing credit,,1323.0,100<=X<500,>=7,2.0,male div/sep,,,car,28.0,none,,2.0,skilled,2.0,yes,yes,good
<0,24.0,,new car,3123.0,<100,,4.0,female div/dep/mar,none,1.0,life insurance,27.0,none,own,1.0,skilled,1.0,none,yes,bad
<0,36.0,existing paid,used car,5493.0,<100,>=7,,male single,none,4.0,no known property,42.0,none,for free,,skilled,2.0,none,,good
>=200,9.0,existing paid,radio/tv,1126.0,100<=X<500,>=7,2.0,male div/sep,none,4.0,real estate,49.0,none,own,1.0,skilled,1.0,none,yes,good
0<=X<200,24.0,critical/other existing credit,,,100<=X<500,<1,4.0,male single,,4.0,no known property,38.0,bank,own,,skilled,2.0,,yes,bad
<0,24.0,,new car,1207.0,,<1,4.0,female div/dep/mar,,4.0,life insurance,24.0,,rent,1.0,skilled,1.0,none,yes,bad
no checking,10.0,existing paid,,,no known savings,1<=X<4,4.0,male single,,,life insurance,27.0,none,own,1.0,unskilled resident,1.0,none,yes,bad
>=200,,critical/other existing credit,used car,2360.0,500<=X<1000,1<=X<4,2.0,male single,none,2.0,car,36.0,,own,1.0,skilled,,,yes,good
0<=X<200,,all paid,new car,6850.0,100<=X<500,unemployed,,male single,none,,,34.0,,own,1.0,high qualif/self emp/mgmt,2.0,yes,,bad
no checking,24.0,,radio/tv,1413.0,<100,1<=X<4,4.0,male mar/wid,none,2.0,life insurance,28.0,,own,1.0,skilled,,none,yes,good
no checking,39.0,existing paid,,8588.0,100<=X<500,>=7,4.0,male single,,2.0,car,45.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
,12.0,existing paid,new car,,,4<=X<7,,male single,none,2.0,real estate,26.0,,,1.0,skilled,1.0,,yes,bad
,36.0,existing paid,used car,4686.0,<100,1<=X<4,2.0,male single,none,2.0,no known property,32.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
>=200,15.0,existing paid,business,2687.0,<100,4<=X<7,2.0,male single,none,4.0,life insurance,,none,,1.0,,1.0,yes,yes,good
0<=X<200,12.0,delayed previously,radio/tv,585.0,<100,1<=X<4,4.0,,co applicant,4.0,real estate,20.0,none,rent,2.0,,1.0,,yes,good
no checking,24.0,existing paid,new car,,no known savings,<1,4.0,,,,life insurance,,,,1.0,skilled,,none,yes,good
,6.0,,new car,,<100,4<=X<7,4.0,female div/dep/mar,none,,life insurance,37.0,,own,2.0,skilled,1.0,none,no,good
<0,6.0,critical/other existing credit,new car,,<100,<1,,male single,none,4.0,real estate,40.0,none,,1.0,unskilled resident,2.0,none,no,good
,36.0,critical/other existing credit,furniture/equipment,,,<1,,female div/dep/mar,none,,life insurance,23.0,none,rent,2.0,skilled,1.0,yes,yes,bad
<0,,existing paid,,1203.0,,>=7,3.0,male single,none,2.0,life insurance,43.0,none,own,1.0,,1.0,yes,yes,good
no checking,,critical/other existing credit,radio/tv,700.0,no known savings,>=7,4.0,,none,,no known property,36.0,none,for free,2.0,skilled,,none,yes,good
no checking,24.0,critical/other existing credit,repairs,5507.0,<100,,3.0,male single,none,4.0,no known property,44.0,,,2.0,,1.0,none,yes,good
<0,18.0,,radio/tv,3190.0,<100,1<=X<4,2.0,female div/dep/mar,none,,real estate,24.0,none,own,1.0,skilled,,none,yes,bad
<0,48.0,no credits/all paid,furniture/equipment,7119.0,<100,1<=X<4,3.0,male single,none,4.0,no known property,53.0,none,for free,2.0,skilled,2.0,none,,bad
no checking,24.0,,used car,3488.0,100<=X<500,4<=X<7,3.0,female div/dep/mar,none,,,23.0,,own,1.0,skilled,1.0,none,yes,good
0<=X<200,18.0,existing paid,radio/tv,1113.0,<100,1<=X<4,4.0,female div/dep/mar,,4.0,real estate,,none,own,,unskilled resident,2.0,none,yes,good
0<=X<200,26.0,existing paid,used car,7966.0,<100,<1,2.0,,none,3.0,,30.0,,own,2.0,skilled,1.0,none,,good
no checking,15.0,critical/other existing credit,education,,100<=X<500,1<=X<4,4.0,female div/dep/mar,none,3.0,car,31.0,none,own,,skilled,1.0,,yes,good
,4.0,,,1503.0,,4<=X<7,2.0,male single,none,1.0,real estate,42.0,,own,,unskilled resident,,none,yes,good
<0,36.0,existing paid,radio/tv,,<100,1<=X<4,4.0,male div/sep,none,,car,31.0,none,,1.0,skilled,1.0,,yes,bad
,6.0,,new car,662.0,<100,<1,3.0,male single,none,4.0,real estate,41.0,none,own,,,2.0,yes,yes,good
0<=X<200,36.0,existing paid,,2273.0,<100,4<=X<7,3.0,male single,none,1.0,car,,none,own,2.0,skilled,,none,yes,good
0<=X<200,15.0,existing paid,new car,,100<=X<500,1<=X<4,,female div/dep/mar,,4.0,,28.0,none,rent,2.0,skilled,1.0,yes,yes,bad
,12.0,delayed previously,used car,1503.0,,1<=X<4,4.0,,none,4.0,,,none,rent,1.0,skilled,1.0,none,yes,good
no checking,24.0,existing paid,,1311.0,,4<=X<7,4.0,male mar/wid,none,,life insurance,,,own,1.0,,1.0,yes,yes,good
no checking,24.0,existing paid,radio/tv,3105.0,no known savings,,4.0,,none,2.0,car,,none,own,2.0,skilled,1.0,none,yes,good
,21.0,critical/other existing credit,education,2319.0,<100,<1,2.0,,,1.0,car,,none,rent,1.0,skilled,1.0,,yes,bad
,6.0,existing paid,new car,1374.0,no known savings,unemployed,,female div/dep/mar,none,3.0,life insurance,75.0,none,own,,,,yes,yes,good
0<=X<200,18.0,critical/other existing credit,,3612.0,<100,>=7,3.0,female div/dep/mar,none,4.0,life insurance,,,own,,skilled,1.0,yes,,good
<0,48.0,existing paid,new car,7763.0,<100,>=7,,,none,,no known property,42.0,bank,for free,1.0,high qualif/self emp/mgmt,,none,yes,bad
>=200,,,furniture/equipment,3049.0,<100,<1,1.0,,none,1.0,life insurance,45.0,,,1.0,unskilled resident,,none,yes,good
0<=X<200,12.0,,radio/tv,1534.0,,<1,,male mar/wid,none,,real estate,,none,rent,1.0,skilled,1.0,none,yes,bad
,24.0,delayed previously,new car,2032.0,<100,>=7,,male single,none,4.0,,60.0,none,for free,2.0,skilled,1.0,yes,,good
<0,,existing paid,furniture/equipment,6350.0,no known savings,>=7,4.0,male single,none,4.0,life insurance,31.0,none,own,1.0,skilled,1.0,none,yes,bad
>=200,18.0,existing paid,furniture/equipment,2864.0,<100,,2.0,male single,none,1.0,,34.0,none,own,1.0,unskilled resident,2.0,none,yes,bad
no checking,,,new car,1255.0,<100,>=7,4.0,,none,4.0,real estate,61.0,none,own,2.0,unskilled resident,1.0,none,yes,good
<0,24.0,,new car,1333.0,<100,unemployed,4.0,,none,2.0,real estate,43.0,none,for free,2.0,skilled,2.0,none,,bad
no checking,24.0,critical/other existing credit,,2022.0,,1<=X<4,4.0,female div/dep/mar,none,4.0,car,37.0,none,own,1.0,skilled,1.0,yes,yes,good
no checking,24.0,existing paid,radio/tv,1552.0,<100,4<=X<7,,male single,none,1.0,car,,bank,,1.0,skilled,2.0,none,yes,good
<0,12.0,,radio/tv,626.0,<100,1<=X<4,4.0,female div/dep/mar,none,4.0,real estate,,bank,own,1.0,unskilled resident,,none,yes,bad
no checking,48.0,critical/other existing credit,used car,8858.0,no known savings,4<=X<7,2.0,,none,1.0,no known property,35.0,none,for free,2.0,,1.0,yes,yes,good
,,critical/other existing credit,repairs,996.0,no known savings,,,female div/dep/mar,none,4.0,,23.0,none,own,2.0,skilled,1.0,none,yes,good
no checking,6.0,all paid,radio/tv,1750.0,500<=X<1000,>=7,2.0,male single,none,4.0,life insurance,,bank,own,1.0,unskilled resident,2.0,none,yes,good
<0,,existing paid,radio/tv,6999.0,<100,4<=X<7,1.0,male mar/wid,guarantor,,,,none,own,2.0,,,yes,yes,bad
0<=X<200,12.0,critical/other existing credit,new car,,,<1,,male single,none,,car,,none,own,1.0,skilled,1.0,none,,good
0<=X<200,9.0,existing paid,education,1199.0,<100,4<=X<7,4.0,female div/dep/mar,none,4.0,life insurance,,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,,good
0<=X<200,12.0,existing paid,,1331.0,<100,<1,2.0,male single,,1.0,car,22.0,stores,,1.0,skilled,1.0,none,,bad
0<=X<200,,no credits/all paid,new car,,100<=X<500,<1,3.0,female div/dep/mar,none,3.0,car,28.0,none,,,skilled,1.0,none,yes,bad
no checking,21.0,no credits/all paid,new car,,no known savings,1<=X<4,,,none,4.0,life insurance,29.0,bank,own,2.0,skilled,1.0,yes,yes,bad
<0,24.0,all paid,furniture/equipment,3552.0,<100,,,male single,none,4.0,car,27.0,bank,own,1.0,skilled,1.0,none,yes,bad
,18.0,critical/other existing credit,,,,<1,2.0,male single,none,,real estate,31.0,none,own,2.0,unskilled resident,1.0,none,yes,bad
<0,24.0,existing paid,,2964.0,,>=7,4.0,male single,,4.0,no known property,49.0,bank,,1.0,,,yes,yes,good
,,all paid,radio/tv,,<100,,4.0,male single,guarantor,4.0,car,24.0,,rent,1.0,unskilled resident,,none,yes,bad
>=200,,delayed previously,radio/tv,,<100,<1,2.0,female div/dep/mar,none,1.0,life insurance,29.0,bank,own,1.0,skilled,1.0,none,yes,good
,36.0,existing paid,new car,12389.0,,,1.0,male single,none,4.0,no known property,37.0,,for free,,skilled,1.0,yes,yes,bad
0<=X<200,24.0,delayed previously,business,4712.0,no known savings,1<=X<4,4.0,,,2.0,life insurance,37.0,bank,own,,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,24.0,delayed previously,,1553.0,100<=X<500,4<=X<7,,female div/dep/mar,,2.0,life insurance,23.0,none,rent,2.0,skilled,,yes,yes,good
<0,12.0,,,1372.0,<100,4<=X<7,2.0,male div/sep,none,3.0,car,,none,own,1.0,skilled,1.0,none,yes,bad
no checking,24.0,critical/other existing credit,radio/tv,2578.0,>=1000,,2.0,male single,none,2.0,car,,none,own,1.0,skilled,,none,yes,good
0<=X<200,48.0,existing paid,radio/tv,3979.0,no known savings,4<=X<7,4.0,male single,none,1.0,car,,none,own,2.0,skilled,,yes,yes,good
<0,48.0,existing paid,radio/tv,,<100,1<=X<4,3.0,female div/dep/mar,none,2.0,car,31.0,,own,1.0,skilled,1.0,yes,,bad
<0,24.0,existing paid,furniture/equipment,3234.0,,<1,4.0,female div/dep/mar,,4.0,,23.0,,rent,1.0,unskilled resident,1.0,yes,yes,bad
no checking,,critical/other existing credit,,,<100,4<=X<7,3.0,male single,co applicant,2.0,car,38.0,,own,,skilled,1.0,none,yes,good
no checking,,existing paid,used car,5433.0,,unemployed,2.0,female div/dep/mar,none,4.0,life insurance,26.0,none,,,high qualif/self emp/mgmt,1.0,yes,yes,good
<0,15.0,existing paid,business,806.0,<100,1<=X<4,,,none,,life insurance,22.0,none,own,1.0,,1.0,none,yes,good
0<=X<200,9.0,existing paid,radio/tv,1082.0,<100,>=7,,male single,none,4.0,car,27.0,none,own,2.0,unskilled resident,1.0,none,yes,good
,15.0,critical/other existing credit,furniture/equipment,,<100,4<=X<7,,female div/dep/mar,co applicant,,car,24.0,bank,own,2.0,skilled,1.0,none,yes,good
0<=X<200,12.0,existing paid,radio/tv,2930.0,,4<=X<7,2.0,female div/dep/mar,none,1.0,real estate,27.0,none,own,1.0,skilled,1.0,,yes,good
no checking,24.0,critical/other existing credit,education,,,1<=X<4,3.0,female div/dep/mar,none,2.0,,33.0,none,own,2.0,skilled,1.0,yes,yes,good
0<=X<200,,critical/other existing credit,new car,2820.0,<100,<1,4.0,male div/sep,none,4.0,car,27.0,none,own,2.0,,,none,yes,bad
,24.0,existing paid,retraining,937.0,,<1,4.0,male mar/wid,none,,,27.0,none,own,2.0,unskilled resident,1.0,none,yes,good
0<=X<200,18.0,critical/other existing credit,,,<100,>=7,,male single,guarantor,3.0,real estate,,bank,own,2.0,skilled,1.0,none,yes,bad
0<=X<200,12.0,,new car,3124.0,,<1,1.0,male single,none,3.0,real estate,49.0,,,,unskilled resident,2.0,none,yes,good
